city,date,mean_pm25
Halifax,2002-08-09,3.0
Halifax,2002-08-10,5.166666666666667
Halifax,2002-08-11,9.458333333333334
Halifax,2002-08-12,3.6666666666666665
Halifax,2002-08-13,11.333333333333334
Halifax,2002-08-14,33.75
Halifax,2002-08-15,35.666666666666664
Halifax,2002-08-16,7.041666666666667
Halifax,2002-08-17,11.666666666666666
Halifax,2002-08-18,10.375
Halifax,2002-08-19,29.666666666666668
Halifax,2002-08-20,8.142857142857142
Halifax,2002-08-21,1.8888888888888888
Halifax,2002-08-22,2.4
Halifax,2002-08-23,1.9583333333333333
Halifax,2002-08-24,2.1666666666666665
Halifax,2002-08-25,1.6666666666666667
Halifax,2002-08-26,5.0
Halifax,2002-08-27,8.875
Halifax,2002-08-28,1.0416666666666667
Halifax,2002-08-29,2.0416666666666665
Halifax,2002-08-30,1.75
Halifax,2002-08-31,1.5833333333333333
Halifax,2002-09-01,2.7083333333333335
Halifax,2002-09-02,3.0
Halifax,2002-09-03,2.25
Halifax,2002-09-04,1.9166666666666667
Halifax,2002-09-05,1.375
Halifax,2002-09-06,1.625
Halifax,2002-09-07,4.958333333333333
Halifax,2002-09-08,5.541666666666667
Halifax,2002-09-09,6.375
Halifax,2002-09-10,14.958333333333334
Halifax,2002-09-11,4.708333333333333
Halifax,2002-09-12,0.5833333333333334
Halifax,2002-09-13,4.0
Halifax,2002-09-14,3.0833333333333335
Halifax,2002-09-15,4.958333333333333
Halifax,2002-09-16,1.75
Halifax,2002-09-17,1.25
Halifax,2002-09-18,2.375
Halifax,2002-09-19,3.5
Halifax,2002-09-20,5.291666666666667
Halifax,2002-09-21,6.083333333333333
Halifax,2002-09-22,3.0416666666666665
Halifax,2002-09-23,3.6666666666666665
Halifax,2002-09-24,1.0416666666666667
Halifax,2002-09-25,0.5416666666666666
Halifax,2002-09-26,2.625
Halifax,2002-09-27,1.4166666666666667
Halifax,2002-09-28,1.6666666666666667
Halifax,2002-09-29,0.9166666666666666
Halifax,2002-09-30,2.6666666666666665
Halifax,2002-10-01,9.833333333333334
Halifax,2002-10-02,21.375
Halifax,2002-10-03,5.541666666666667
Halifax,2002-10-04,2.0833333333333335
Halifax,2002-10-05,7.0
Halifax,2002-10-06,2.0
Halifax,2002-10-07,3.2916666666666665
Halifax,2002-10-08,0.4
Halifax,2002-10-09,2.357142857142857
Halifax,2002-10-10,2.6666666666666665
Halifax,2002-10-11,3.1666666666666665
Halifax,2002-10-12,4.1
Halifax,2002-10-13,5.541666666666667
Halifax,2002-10-14,1.4583333333333333
Halifax,2002-10-15,0.3333333333333333
Halifax,2002-10-16,2.0
Halifax,2002-10-17,1.4583333333333333
Halifax,2002-10-18,2.75
Halifax,2002-10-19,2.210526315789474
Halifax,2002-10-20,4.458333333333333
Halifax,2002-10-21,2.3333333333333335
Halifax,2002-10-22,0.6
Halifax,2002-10-23,2.1538461538461537
Halifax,2002-10-24,0.7647058823529411
Halifax,2002-10-25,0.7142857142857143
