Pollutant//Polluant,Method Code//Code Méthode,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990122,3,3,4,3,3,4,3,4,5,10,12,6,4,5,6,7,17,6,5,4,5,6,4,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990123,3,4,3,2,2,2,2,3,3,4,4,6,9,28,18,9,11,13,18,16,13,10,9,11
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990124,13,9,4,2,1,1,1,2,1,3,2,0,2,1,2,2,2,4,7,8,5,6,4,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990125,3,2,0,2,2,3,5,6,3,4,6,3,6,5,0,0,1,1,1,0,3,6,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990126,4,6,5,5,6,7,7,8,9,8,6,7,5,10,11,13,10,9,6,7,7,5,4,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990127,3,3,2,2,3,4,4,7,10,7,7,6,6,6,6,7,7,6,5,4,3,3,2,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990128,2,3,1,2,2,2,2,8,18,19,5,4,4,3,6,5,5,6,7,8,4,7,10,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990129,7,8,10,8,8,9,7,5,8,4,6,9,4,10,12,7,10,3,3,2,2,3,4,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990130,5,1,1,1,2,3,2,4,4,4,4,5,5,4,5,5,6,8,8,8,8,9,8,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990131,8,7,8,9,7,5,6,4,4,5,3,3,3,4,5,4,3,3,4,3,3,4,3,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990201,9,5,4,4,1,3,4,5,6,5,4,5,4,6,0,0,-999,4,5,15,10,15,16,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990202,2,3,2,2,5,3,4,5,7,17,10,11,7,15,12,9,11,6,7,7,9,9,6,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990203,3,3,4,3,3,3,5,6,7,5,5,0,0,2,4,3,4,5,6,7,16,18,13,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990204,1,2,2,3,4,5,5,5,6,6,6,6,6,7,7,8,8,8,7,5,3,2,0,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990205,0,0,0,0,0,0,1,2,2,5,5,10,7,6,6,10,15,7,7,9,14,15,3,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990206,2,0,1,3,1,1,4,7,7,7,7,5,6,5,6,5,6,5,3,2,2,2,1,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990207,2,5,4,2,3,3,5,2,2,1,1,0,1,1,1,2,3,4,3,2,2,1,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990208,3,3,3,4,4,5,9,7,10,11,9,8,9,11,10,13,9,7,6,7,8,7,6,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990209,4,5,4,4,6,5,6,8,11,8,12,17,7,17,14,8,7,9,5,6,5,3,6,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990210,1,1,17,9,3,4,13,8,10,5,7,6,6,6,7,6,6,4,3,2,1,1,0,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990211,0,0,3,4,2,4,7,8,8,9,12,7,8,10,11,9,8,5,4,4,6,5,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990212,3,4,4,4,3,4,4,6,11,5,8,5,6,6,13,19,15,17,15,14,9,9,7,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990213,7,8,4,4,4,4,5,6,5,5,5,5,4,4,5,5,5,6,7,8,8,5,6,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990214,5,6,4,6,5,6,6,6,6,8,8,8,7,8,9,10,7,7,6,6,5,6,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990215,4,6,6,5,4,4,5,6,7,6,14,8,3,5,4,3,2,2,1,2,2,0,1,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990216,0,3,0,1,1,1,2,3,8,15,4,9,19,41,19,0,0,1,1,1,0,1,0,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990217,0,0,0,1,2,5,5,7,6,0,0,6,5,4,6,4,5,6,4,7,7,5,6,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990218,4,5,5,4,4,4,4,6,7,7,6,6,4,4,5,5,4,7,4,5,6,4,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990219,3,3,3,2,3,3,5,4,6,5,7,8,7,9,7,7,7,7,6,5,6,4,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990220,1,2,1,2,3,7,4,0,1,1,1,1,3,3,4,4,7,10,2,1,3,2,1,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990221,0,1,0,0,4,3,0,1,7,5,1,4,1,0,3,1,3,4,1,0,0,0,0,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990222,-999,0,1,5,5,6,5,14,13,8,11,11,3,6,8,12,6,6,5,0,1,1,1,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990223,0,0,0,0,0,5,5,0,1,2,7,4,0,3,5,0,5,5,4,4,4,2,5,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990224,5,3,2,4,1,4,3,3,6,6,5,4,6,7,8,3,5,6,6,6,7,6,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990225,3,4,4,2,5,5,5,6,7,7,16,15,9,15,24,14,9,14,8,7,7,7,5,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990226,3,3,6,6,6,5,7,6,7,5,3,5,4,3,3,2,3,2,5,8,7,7,9,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990227,14,11,8,11,6,0,0,0,0,1,0,0,3,3,4,6,10,9,9,9,5,3,1,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990228,5,7,3,3,1,2,2,3,2,4,5,4,6,7,7,7,7,8,7,6,6,6,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990301,4,7,5,5,4,8,13,13,16,14,5,7,4,8,1,6,7,7,6,5,6,5,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990302,4,4,5,4,5,6,9,7,6,6,5,7,7,7,7,8,6,5,6,6,5,1,0,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990303,1,3,5,4,3,3,4,3,2,0,0,1,2,2,1,5,5,6,12,2,2,3,4,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990304,7,8,9,8,8,7,9,12,10,11,8,15,11,7,10,12,16,17,24,16,18,20,24,26
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990305,22,8,5,5,5,4,6,15,17,11,0,0,3,3,7,4,5,8,10,8,3,3,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990306,4,5,4,5,10,10,9,7,6,3,4,2,4,0,5,4,5,5,6,7,5,5,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990307,4,5,6,7,5,7,6,7,5,5,4,10,4,2,4,3,3,3,3,3,3,3,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990308,4,4,4,5,5,6,8,8,10,9,8,9,9,9,7,6,7,8,7,7,7,7,5,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990309,1,0,1,0,2,1,3,6,7,3,6,9,8,8,9,8,7,8,9,9,8,8,7,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990310,7,7,8,9,9,10,11,13,16,17,16,18,18,18,0,0,8,13,14,15,16,16,16,17
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990311,16,16,16,16,16,16,17,17,17,17,18,17,16,15,14,13,13,13,12,11,10,9,8,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990312,8,6,7,7,8,4,4,5,5,5,4,5,3,4,3,5,6,5,5,4,4,5,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990313,5,4,4,4,3,5,5,6,6,6,7,8,7,8,8,7,8,8,7,7,7,5,5,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990314,4,10,12,12,13,13,12,12,11,11,11,10,13,13,13,12,12,12,12,11,9,8,7,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990315,5,4,3,4,4,5,5,6,6,6,7,5,6,20,5,6,5,7,7,6,10,5,5,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990316,4,3,3,4,4,5,5,6,5,6,7,0,0,9,8,7,7,8,7,6,4,2,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990317,3,3,4,2,4,5,5,6,4,4,5,9,4,6,5,8,7,9,9,11,11,8,10,11
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990318,10,11,10,11,10,10,9,10,7,6,36,5,5,5,6,5,6,6,6,9,7,7,8,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990319,7,7,10,11,12,10,12,12,7,14,10,11,10,7,9,7,0,0,3,1,4,5,7,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990320,6,8,8,4,3,3,2,4,6,8,7,6,10,8,8,6,6,7,7,9,12,11,9,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990321,8,6,5,6,6,7,7,6,7,4,4,6,3,3,9,3,7,6,15,8,10,10,8,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990322,6,4,4,3,4,4,7,5,5,4,2,2,1,2,3,5,1,6,2,4,3,3,3,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990323,3,1,1,2,2,3,4,4,4,4,4,5,5,5,7,7,8,6,4,3,3,1,1,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990324,2,3,1,0,4,7,15,16,15,16,0,14,14,14,11,10,8,11,15,18,20,14,16,15
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990325,14,12,13,14,12,11,13,15,15,6,10,6,7,9,8,7,10,14,12,14,13,12,4,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990326,5,6,5,7,3,3,5,7,8,0,0,11,9,7,5,6,7,7,7,9,9,7,5,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990327,5,3,3,4,4,3,4,4,5,4,3,4,5,3,4,4,5,6,8,10,11,11,10,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990328,9,8,6,6,4,5,6,7,9,7,10,6,6,5,13,7,9,9,8,10,10,13,14,14
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990329,13,11,9,9,8,9,11,15,25,23,12,12,10,6,11,7,6,13,6,7,8,7,7,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990330,8,10,7,5,6,6,8,9,10,6,1,0,2,1,1,4,3,5,12,11,6,4,7,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990331,0,0,0,0,1,0,2,1,1,1,12,-999,3,1,3,6,8,7,6,7,8,5,5,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990401,4,5,5,7,4,5,9,3,7,5,5,3,2,3,6,11,4,3,6,9,6,3,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990402,2,3,2,3,8,7,9,10,10,9,10,10,11,10,10,11,11,10,10,10,10,8,7,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990403,7,6,6,6,4,3,2,1,1,1,1,2,1,2,2,1,2,3,2,2,2,1,1,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990404,2,1,1,1,0,1,2,1,1,0,1,1,0,1,0,1,3,3,8,7,6,5,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990405,4,3,2,4,4,3,5,2,1,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990406,-999,-999,2,3,-999,-999,7,5,6,7,8,7,8,8,8,7,7,7,7,7,7,5,6,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990407,5,4,3,5,4,3,5,6,8,5,3,4,2,5,4,5,3,3,6,9,7,3,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990408,2,2,2,2,2,3,6,5,6,3,3,1,2,5,6,9,10,11,11,10,9,7,6,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990409,4,4,4,4,4,5,4,6,5,4,3,4,7,9,8,7,6,6,9,9,4,4,5,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990410,6,8,6,5,4,5,5,6,7,5,5,7,8,10,2,3,3,2,3,3,2,2,3,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990411,7,11,5,5,1,0,1,0,1,0,2,1,0,2,0,1,1,4,4,6,5,3,3,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990412,3,3,4,3,5,6,9,9,5,3,-999,-999,5,7,46,5,7,9,6,7,7,5,7,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990413,3,1,2,1,2,1,3,3,4,4,5,0,1,4,1,4,3,2,1,1,1,1,0,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990414,0,0,1,0,0,1,2,3,5,8,12,13,12,10,7,11,16,0,12,17,5,6,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990415,3,0,0,0,0,0,3,4,5,5,4,3,3,5,8,0,1,4,0,3,6,3,6,12
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990416,3,2,6,4,0,2,3,3,4,7,10,3,9,3,2,4,4,4,5,5,4,4,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990417,4,5,6,1,2,3,2,2,2,0,2,4,5,5,8,7,8,8,7,8,6,4,7,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990418,10,8,4,5,3,6,7,8,5,6,7,3,10,12,10,8,8,9,11,10,11,12,11,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990419,7,7,6,6,6,7,7,5,5,3,3,7,14,13,13,14,12,10,10,12,11,11,12,10
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990420,6,7,10,10,10,9,9,6,6,3,4,3,1,3,2,1,5,1,7,6,4,6,2,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990421,5,4,5,4,5,7,12,6,2,0,4,5,6,0,1,1,2,3,9,14,7,7,16,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990422,4,5,6,8,5,6,7,6,5,6,6,3,6,9,4,5,3,3,1,4,8,10,7,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990423,4,7,7,7,7,9,11,3,3,4,4,1,7,5,1,4,4,4,5,6,8,10,9,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990424,10,11,10,9,7,6,9,2,3,2,3,3,4,9,4,5,2,2,2,2,2,2,0,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990425,0,0,1,3,0,0,1,2,3,2,4,2,3,4,3,2,4,8,3,5,4,4,3,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990426,4,3,4,4,4,5,8,8,8,6,5,5,5,3,3,3,5,6,6,9,7,4,5,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990427,4,4,5,4,6,7,12,10,9,6,4,6,5,5,5,4,6,5,5,5,4,3,5,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990428,5,6,6,6,7,8,7,8,9,10,10,11,11,9,9,9,8,10,11,10,11,12,10,10
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990429,9,10,9,8,7,6,5,9,6,7,-999,5,8,9,8,4,2,2,3,4,3,2,1,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990430,0,0,0,0,0,0,2,1,1,2,1,2,1,1,-999,-999,-999,0,0,1,1,1,0,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990501,1,1,1,1,2,3,3,3,2,2,2,2,3,3,3,2,4,3,5,5,7,6,6,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990502,7,7,7,6,4,4,4,4,5,6,10,4,5,8,7,4,6,6,5,8,5,5,5,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990503,7,5,4,2,4,4,7,6,8,6,7,8,9,8,7,9,8,10,9,10,8,13,11,13
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990504,9,8,9,7,9,11,12,9,7,4,5,9,10,11,8,7,4,6,6,8,8,4,4,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990505,4,5,6,6,7,6,8,11,10,11,11,9,10,10,9,15,12,12,11,11,10,10,10,10
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990506,7,9,9,10,11,13,15,15,12,13,13,17,18,20,12,14,15,14,7,4,5,6,7,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990507,7,6,7,6,10,10,20,27,30,16,12,13,15,15,12,12,15,14,14,10,5,3,5,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990508,6,6,4,3,8,6,9,9,3,6,9,6,8,9,7,7,7,9,8,8,10,11,10,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990509,10,12,11,8,7,9,10,11,9,11,13,10,11,17,13,11,14,15,15,23,18,10,10,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990510,3,2,3,6,7,9,11,12,4,6,15,9,13,12,13,11,12,10,7,10,11,13,13,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990511,8,2,3,10,6,7,10,8,6,8,7,8,7,5,3,4,5,5,7,6,1,0,0,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990512,2,2,3,5,2,3,5,8,4,-999,-999,3,3,5,4,5,4,3,3,10,8,4,5,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990513,4,3,2,3,3,4,7,6,5,4,3,5,10,7,17,8,11,3,6,8,9,5,3,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990514,4,5,5,5,4,5,5,5,4,6,9,8,5,6,6,6,4,3,2,1,2,3,2,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990515,2,2,2,2,1,2,3,3,2,4,3,3,2,3,5,3,4,5,4,4,6,5,6,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990516,3,5,8,6,5,7,6,1,3,4,3,3,2,5,3,3,4,5,7,9,9,9,9,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990517,7,7,7,11,10,7,12,7,10,37,33,13,11,11,12,12,40,5,5,5,7,8,8,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990518,4,1,5,6,6,9,7,8,-999,8,12,10,11,12,8,14,26,4,7,6,6,6,7,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990519,5,5,4,4,4,4,7,21,15,10,8,5,7,11,6,6,7,7,11,9,6,6,8,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990520,3,4,5,4,4,5,5,4,3,6,3,4,4,5,3,0,2,4,8,9,9,5,7,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990521,2,2,3,5,6,9,8,7,7,7,5,8,5,6,6,5,6,7,6,4,13,7,8,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990522,0,0,3,1,5,5,1,0,2,1,5,1,2,3,1,3,5,6,2,5,6,3,5,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990523,4,3,3,2,0,0,2,3,8,6,2,1,4,7,12,10,7,2,1,7,14,15,5,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990524,1,0,3,0,2,3,2,3,1,2,4,1,1,2,0,0,0,0,2,4,3,3,2,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990525,0,0,0,0,1,1,2,3,2,1,2,3,2,2,4,0,1,3,1,1,0,0,1,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990526,0,1,0,0,1,2,5,4,5,4,7,9,5,6,5,5,4,4,5,2,3,3,3,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990527,0,2,1,2,0,0,3,4,6,10,13,9,7,13,3,8,3,8,5,14,15,13,13,11
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990528,12,12,13,13,14,17,18,22,12,17,8,-999,9,2,4,13,3,5,2,0,3,2,0,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990529,0,0,0,0,1,0,0,3,4,4,2,6,3,7,5,2,4,5,9,5,10,13,13,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990530,8,5,4,3,4,4,2,5,0,0,2,2,2,5,0,0,1,0,0,8,15,9,6,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990531,0,3,4,5,8,12,9,13,10,12,11,8,11,6,0,5,5,3,3,3,5,5,4,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990601,4,2,4,2,4,6,8,7,0,3,4,5,5,12,9,5,5,8,22,31,21,9,8,10
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990602,14,12,9,6,4,4,6,6,10,9,0,7,9,5,-999,4,13,7,9,8,7,2,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990603,2,2,2,3,2,0,3,1,4,3,0,0,2,3,4,7,5,8,8,9,13,12,6,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990604,3,4,0,1,2,3,3,5,1,3,2,1,7,7,4,4,13,12,16,17,17,10,2,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990605,4,5,5,5,6,7,7,9,8,7,7,7,7,6,5,3,5,6,4,1,3,6,6,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990606,4,2,4,1,2,3,5,6,0,1,1,3,1,1,5,2,4,4,3,4,4,4,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990607,3,2,2,4,4,3,3,3,4,5,3,3,2,2,2,4,2,0,1,2,1,1,1,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990608,2,2,4,4,2,0,1,4,3,6,10,11,11,8,0,8,7,5,5,3,4,4,3,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990609,3,3,3,4,5,5,4,7,3,0,0,0,2,4,3,5,4,3,5,2,4,2,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990610,4,4,2,3,4,6,10,10,0,0,2,3,1,2,0,0,0,-999,0,1,7,4,6,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990611,4,3,3,4,5,5,6,7,5,5,8,7,7,7,8,11,7,6,6,7,16,10,10,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990612,8,7,7,6,5,6,7,9,6,8,11,8,9,12,8,9,10,12,5,8,4,6,10,11
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,19990613,14,16,12,12,7,11,10,5,10,14,7,7,8,7,8,6,6,4,5,8,9,9,10,11
