city,date,mean_pm25
Charlottetown,2004-06-11,1.2916666666666667
Charlottetown,2004-06-12,3.1666666666666665
Charlottetown,2004-06-13,9.375
Charlottetown,2004-06-14,9.583333333333334
Charlottetown,2004-06-15,7.333333333333333
Charlottetown,2004-06-16,3.125
Charlottetown,2004-06-17,9.25
Charlottetown,2004-06-18,10.958333333333334
Charlottetown,2004-06-19,5.875
Charlottetown,2004-06-20,3.7083333333333335
Charlottetown,2004-06-21,9.625
Charlottetown,2004-06-22,18.541666666666668
Charlottetown,2004-06-23,3.9583333333333335
Charlottetown,2004-06-24,6.375
Charlottetown,2004-06-25,1.625
Charlottetown,2004-06-26,3.3333333333333335
Charlottetown,2004-06-27,2.5416666666666665
Charlottetown,2004-06-28,3.1666666666666665
Charlottetown,2004-06-29,4.666666666666667
Charlottetown,2004-06-30,5.0
Charlottetown,2004-07-01,12.454545454545455
Charlottetown,2004-07-02,6.625
Charlottetown,2004-07-03,5.666666666666667
Charlottetown,2004-07-04,16.916666666666668
Charlottetown,2004-07-05,11.458333333333334
Charlottetown,2004-07-06,2.2083333333333335
Charlottetown,2004-07-07,5.916666666666667
Charlottetown,2004-07-08,8.916666666666666
Charlottetown,2004-07-09,6.916666666666667
Charlottetown,2004-07-10,6.875
Charlottetown,2004-07-11,3.9583333333333335
Charlottetown,2004-07-12,13.166666666666666
Charlottetown,2004-07-13,9.208333333333334
Charlottetown,2004-07-14,3.4166666666666665
Charlottetown,2004-07-15,2.2083333333333335
Charlottetown,2004-07-16,3.375
Charlottetown,2004-07-17,8.0
Charlottetown,2004-07-18,10.708333333333334
Charlottetown,2004-07-19,14.083333333333334
Charlottetown,2004-07-20,22.47826086956522
Charlottetown,2004-07-21,26.416666666666668
Charlottetown,2004-07-22,31.928571428571427
Charlottetown,2004-07-23,1.1111111111111112
Charlottetown,2004-07-24,1.8333333333333333
Charlottetown,2004-07-25,6.875
Charlottetown,2004-07-26,8.166666666666666
Charlottetown,2004-07-27,9.909090909090908
Charlottetown,2004-07-28,5.826086956521739
Charlottetown,2004-07-29,10.666666666666666
Charlottetown,2004-07-30,21.833333333333332
Charlottetown,2004-07-31,15.041666666666666
Charlottetown,2004-08-01,11.375
Charlottetown,2004-08-02,8.416666666666666
Charlottetown,2004-08-03,11.083333333333334
Charlottetown,2004-08-04,5.291666666666667
Charlottetown,2004-08-05,1.5416666666666667
Charlottetown,2004-08-06,1.5
Charlottetown,2004-08-07,1.5416666666666667
Charlottetown,2004-08-08,4.375
Charlottetown,2004-08-09,8.375
Charlottetown,2004-08-10,18.5
Charlottetown,2004-08-11,12.083333333333334
Charlottetown,2004-08-12,10.0
Charlottetown,2004-08-13,5.458333333333333
Charlottetown,2004-08-14,5.708333333333333
Charlottetown,2004-08-15,7.75
Charlottetown,2004-08-16,11.083333333333334
Charlottetown,2004-08-17,6.875
Charlottetown,2004-08-18,23.083333333333332
Charlottetown,2004-08-19,21.0
Charlottetown,2004-08-20,7.375
Charlottetown,2004-08-21,4.208333333333333
Charlottetown,2004-08-22,2.875
Charlottetown,2004-08-23,7.291666666666667
Charlottetown,2004-08-24,2.8333333333333335
Charlottetown,2004-08-25,10.375
Charlottetown,2004-08-26,24.791666666666668
Charlottetown,2004-08-27,26.416666666666668
Charlottetown,2004-08-28,17.458333333333332
Charlottetown,2004-08-29,7.041666666666667
Charlottetown,2004-08-30,3.0
Charlottetown,2004-08-31,4.416666666666667
Charlottetown,2004-09-01,3.4166666666666665
Charlottetown,2004-09-02,1.7916666666666667
Charlottetown,2004-09-03,12.208333333333334
Charlottetown,2004-09-04,13.416666666666666
Charlottetown,2004-09-05,7.041666666666667
Charlottetown,2004-09-06,11.583333333333334
Charlottetown,2004-09-07,6.458333333333333
Charlottetown,2004-09-08,2.25
Charlottetown,2004-09-09,0.7916666666666666
Charlottetown,2004-09-10,1.7916666666666667
Charlottetown,2004-09-11,5.291666666666667
Charlottetown,2004-09-12,10.916666666666666
Charlottetown,2004-09-13,2.0833333333333335
Charlottetown,2004-09-14,6.833333333333333
Charlottetown,2004-09-15,17.875
Charlottetown,2004-09-16,16.625
Charlottetown,2004-09-17,1.0833333333333333
Charlottetown,2004-09-18,0.20833333333333334
Charlottetown,2004-09-19,0.9166666666666666
Charlottetown,2004-09-20,3.625
Charlottetown,2004-09-21,5.708333333333333
Charlottetown,2004-09-22,14.708333333333334
Charlottetown,2004-09-23,4.625
Charlottetown,2004-09-24,5.625
Charlottetown,2004-09-25,13.583333333333334
Charlottetown,2004-09-26,1.6666666666666667
Charlottetown,2004-09-27,5.416666666666667
Charlottetown,2004-09-28,5.166666666666667
Charlottetown,2004-09-29,4.521739130434782
Charlottetown,2004-09-30,6.916666666666667
Charlottetown,2004-10-01,9.125
Charlottetown,2004-10-02,11.416666666666666
Charlottetown,2004-10-03,1.6666666666666667
Charlottetown,2004-10-04,3.2916666666666665
Charlottetown,2004-10-05,2.4583333333333335
Charlottetown,2004-10-06,5.75
Charlottetown,2004-10-07,9.791666666666666
Charlottetown,2004-10-08,11.291666666666666
Charlottetown,2004-10-09,10.666666666666666
Charlottetown,2004-10-10,0.875
Charlottetown,2004-10-11,0.75
Charlottetown,2004-10-12,2.5
Charlottetown,2004-10-13,8.541666666666666
Charlottetown,2004-10-14,8.416666666666666
Charlottetown,2004-10-15,2.5833333333333335
Charlottetown,2004-10-16,2.7916666666666665
Charlottetown,2004-10-17,1.25
Charlottetown,2004-10-18,6.541666666666667
Charlottetown,2004-10-19,4.291666666666667
Charlottetown,2004-10-20,4.166666666666667
Charlottetown,2004-10-21,5.75
Charlottetown,2004-10-22,7.041666666666667
Charlottetown,2004-10-23,2.7916666666666665
Charlottetown,2004-10-24,7.041666666666667
Charlottetown,2004-10-25,9.208333333333334
Charlottetown,2004-10-26,12.625
Charlottetown,2004-10-27,3.1666666666666665
Charlottetown,2004-10-28,9.708333333333334
Charlottetown,2004-10-29,8.208333333333334
Charlottetown,2004-10-30,10.833333333333334
Charlottetown,2004-10-31,3.9583333333333335
Charlottetown,2004-11-01,0.5
Charlottetown,2004-11-02,1.1666666666666667
Charlottetown,2004-11-03,2.5833333333333335
Charlottetown,2004-11-04,0.75
Charlottetown,2004-11-05,0.375
