Pollutant//Polluant,Method Code//Code Méthode,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010227,2,1,2,2,1,3,1,1,2,3,1,1,0,2,1,2,2,3,2,1,1,1,2,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010228,4,3,4,3,0,0,1,3,5,4,9,10,17,22,14,1,0,1,0,0,2,2,1,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010301,2,3,4,3,4,4,4,6,5,6,4,5,14,3,4,6,2,4,6,4,5,3,3,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010302,3,4,3,2,5,3,5,3,5,5,3,4,4,2,9,7,4,6,9,8,4,6,7,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010303,7,4,5,4,3,4,4,5,5,5,3,3,3,3,3,5,8,7,8,8,8,6,6,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010304,5,5,5,4,3,3,2,2,1,2,2,1,1,2,2,2,4,6,8,8,8,8,8,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010305,10,11,10,9,11,11,10,9,11,9,9,9,8,6,8,6,6,6,7,6,5,4,5,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010306,3,3,3,3,3,3,2,6,6,4,2,2,1,2,0,2,3,4,3,2,2,1,2,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010307,1,2,5,5,6,6,7,7,8,-999,7,7,7,8,7,7,8,9,8,8,8,7,7,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010308,6,6,6,6,6,5,6,6,7,6,6,6,7,7,7,7,8,10,10,11,9,9,9,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010309,9,7,6,5,4,5,4,4,4,4,5,9,3,4,3,3,4,4,4,4,4,4,4,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010310,5,6,5,4,8,6,3,6,8,6,1,5,6,5,6,5,7,6,5,4,4,3,4,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010311,3,0,0,1,1,2,2,6,3,3,5,7,7,22,8,7,6,7,7,6,8,5,5,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010312,8,8,10,9,13,19,20,20,19,17,16,18,15,14,18,17,13,19,15,11,6,8,6,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010313,2,3,3,1,2,1,2,2,3,5,4,4,5,4,-999,-999,1,2,5,4,5,4,3,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010314,6,5,3,7,6,5,2,2,2,3,2,2,2,1,2,2,2,1,2,2,0,0,0,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010315,0,0,0,1,3,4,3,5,7,6,7,9,8,6,9,8,9,8,7,6,6,4,3,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010316,3,3,3,4,4,4,4,4,4,5,5,3,4,5,5,5,5,4,3,4,5,5,7,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010317,6,6,7,3,3,0,1,1,3,4,2,3,3,2,2,2,2,3,2,3,2,2,2,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010318,2,2,1,0,0,2,2,2,2,2,3,2,2,1,2,2,0,0,2,3,3,2,4,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010319,11,10,8,2,3,5,6,7,10,10,11,8,6,6,5,3,1,2,2,3,4,3,3,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010320,6,5,4,2,1,5,8,5,4,2,3,3,5,6,7,5,4,3,4,3,2,4,7,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010321,7,6,5,4,4,4,5,6,7,5,6,4,3,3,3,2,1,1,0,2,1,1,1,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010322,2,0,1,1,1,2,2,3,3,2,2,0,1,1,3,2,1,5,4,4,10,11,10,11
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010323,9,9,10,10,8,13,9,1,1,1,3,4,2,2,3,2,3,2,3,2,2,1,0,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010324,0,1,1,1,1,1,2,1,2,2,1,3,0,7,3,5,8,10,14,21,21,15,7,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010325,8,2,3,4,4,4,4,7,7,8,3,4,2,1,2,6,7,9,10,6,8,7,7,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010326,8,8,8,8,8,10,10,7,7,6,7,2,5,6,5,3,5,6,7,7,6,8,6,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010327,8,6,5,5,5,10,6,4,3,2,4,3,5,6,6,5,4,5,3,5,8,7,8,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010328,6,4,4,4,3,3,3,3,5,5,3,3,2,3,4,3,7,4,3,4,4,5,7,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010329,7,7,8,6,6,10,13,14,9,5,6,5,6,6,4,4,3,3,3,6,5,5,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010330,2,3,0,2,2,0,3,2,3,2,-999,-999,0,0,1,1,1,2,3,4,4,4,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010331,4,4,5,7,5,6,6,6,6,2,-999,2,2,4,2,1,3,3,2,2,2,3,3,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010401,2,3,2,2,2,3,2,3,2,2,2,1,2,2,1,2,2,2,2,3,3,2,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010402,3,2,3,4,4,3,4,5,7,6,6,5,5,4,4,5,3,3,2,2,2,2,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010403,3,1,2,0,2,2,2,1,3,2,2,2,2,2,4,5,2,2,1,2,2,2,2,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010404,2,3,3,3,4,6,7,8,9,9,9,10,9,7,6,8,7,6,5,4,5,4,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010405,3,2,3,2,2,4,5,7,12,7,4,4,5,2,4,3,1,2,3,3,4,3,2,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010406,3,3,4,5,7,8,4,3,3,2,3,1,3,4,5,4,3,5,5,4,5,4,6,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010407,2,2,2,2,2,2,2,5,3,2,4,4,3,2,2,3,5,7,9,9,8,9,8,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010408,8,9,9,7,7,8,7,7,6,6,5,5,6,7,7,7,7,7,7,7,6,6,5,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010409,4,4,4,3,3,3,4,5,6,6,6,7,7,7,8,8,6,6,6,6,6,3,2,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010410,1,1,0,0,2,2,2,3,2,3,3,2,2,2,1,2,2,1,2,2,1,1,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010411,4,4,4,4,4,5,5,5,4,4,3,3,3,4,2,3,4,3,3,2,2,2,2,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010412,1,1,0,1,1,2,3,3,3,2,3,3,3,3,1,1,1,3,6,6,7,6,6,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010413,6,6,7,6,6,7,6,6,7,7,7,7,7,7,6,6,6,6,7,7,9,6,7,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010414,7,7,7,1,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010415,2,4,3,3,2,2,2,3,1,1,0,4,3,2,1,2,1,2,3,3,0,0,0,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010416,1,1,2,2,2,2,2,3,4,7,8,3,2,3,2,4,4,4,8,10,6,9,10,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010417,1,0,0,0,1,0,3,4,5,4,5,9,6,9,5,4,3,2,1,2,3,4,4,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010418,5,4,3,3,4,5,5,6,5,6,3,4,3,3,4,3,6,5,3,4,5,5,3,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010419,3,4,2,2,1,1,3,4,4,9,8,6,5,4,5,6,6,5,7,8,6,6,6,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010420,6,5,5,6,6,6,9,7,5,6,2,3,2,3,3,3,2,4,5,5,4,5,6,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010421,4,3,3,4,5,5,8,7,7,10,9,8,10,9,9,3,3,4,2,4,5,3,4,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010422,6,5,3,3,4,6,7,7,1,2,0,0,2,3,1,4,3,5,4,3,11,12,11,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010423,2,3,4,3,0,4,4,4,4,5,8,4,5,6,5,7,1,1,1,2,1,1,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010424,5,5,4,4,4,4,4,5,0,0,4,4,4,5,6,7,7,7,10,7,6,4,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010425,3,1,2,4,7,9,8,6,3,4,3,4,6,10,10,8,8,6,5,6,5,4,3,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010426,3,3,3,3,4,6,7,6,3,4,6,5,6,5,6,5,5,4,8,10,14,7,5,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010427,7,8,8,7,8,9,12,22,12,4,2,4,3,3,5,3,6,6,2,1,2,3,30,73
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010428,36,25,98,219,131,36,14,11,7,2,0,0,0,0,0,0,0,5,3,4,3,5,5,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010429,5,5,4,3,4,3,1,0,0,1,1,2,2,2,3,3,3,2,2,2,2,1,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010430,2,2,3,1,2,1,2,3,3,3,2,3,3,0,-999,0,0,0,1,1,1,0,0,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010501,0,0,0,0,0,0,0,0,0,1,3,3,3,6,3,3,3,3,4,4,4,4,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010502,4,4,4,5,4,4,5,4,4,4,2,3,3,2,1,1,2,1,0,1,2,1,1,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010503,0,0,1,0,0,2,2,3,2,1,2,1,2,2,1,2,1,1,2,1,5,2,1,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010504,1,2,2,3,1,3,2,5,4,5,5,7,9,7,7,9,4,2,2,3,3,3,2,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010505,2,2,1,0,2,2,1,2,1,2,1,1,2,2,2,3,2,3,2,3,4,4,8,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010506,5,4,4,5,5,5,4,3,3,7,4,3,2,3,2,3,4,6,0,0,4,3,3,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010507,5,4,4,3,4,5,7,5,4,4,3,4,4,3,3,3,3,3,4,6,3,5,6,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010508,3,4,4,5,4,5,4,5,5,5,4,4,6,4,3,6,5,6,7,3,6,7,7,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010509,6,6,6,6,7,8,10,12,6,5,5,5,5,5,9,8,9,11,11,18,13,6,5,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010510,6,9,10,9,10,11,12,11,4,3,4,8,9,7,4,7,6,10,11,15,10,7,7,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010511,3,5,2,3,6,2,5,6,1,3,1,2,2,2,0,2,2,7,4,3,3,3,2,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010512,1,3,1,0,1,1,1,3,3,3,2,3,3,2,2,1,3,3,1,3,2,0,0,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010513,2,2,2,2,5,6,5,2,3,6,6,6,8,7,7,7,8,8,5,3,3,3,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010514,5,4,3,5,7,7,9,9,10,9,10,6,5,6,4,4,3,3,3,3,3,2,3,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010515,3,4,6,5,8,9,8,6,6,7,6,7,7,7,4,6,6,6,5,5,4,4,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010516,3,3,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,3,4,4,3,1,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010517,3,3,1,1,3,3,3,3,4,4,3,4,4,3,5,4,3,2,3,4,2,1,2,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010518,0,0,0,0,0,1,1,3,1,2,2,2,2,2,0,2,2,2,3,3,4,3,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010519,1,3,4,2,2,3,2,2,3,2,2,1,1,2,3,4,4,5,5,4,6,4,4,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010520,2,3,2,2,2,2,2,3,5,2,3,2,3,1,3,2,1,3,3,5,4,2,3,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010521,3,6,6,5,6,5,5,4,4,3,4,3,1,2,2,1,2,2,2,4,10,8,5,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010522,2,1,2,3,3,3,3,3,1,2,3,5,3,5,3,1,5,5,4,4,4,2,1,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010523,1,0,0,0,1,2,2,3,3,6,8,9,7,8,7,7,7,8,8,6,7,6,6,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010524,3,4,4,3,1,2,3,4,4,4,2,3,2,1,2,3,3,2,3,3,4,5,2,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010525,1,1,1,1,1,1,2,1,1,0,1,2,3,3,4,6,6,5,5,5,5,4,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010526,1,0,3,3,2,2,2,1,1,1,2,2,2,1,2,2,1,4,4,6,5,4,2,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010527,2,3,3,1,1,2,2,2,0,2,2,3,3,2,1,3,3,5,3,0,2,4,5,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010528,3,4,3,6,6,8,13,7,6,4,4,5,4,8,7,8,7,7,8,5,16,13,18,18
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010529,14,5,6,11,5,8,12,15,13,4,3,0,1,6,3,8,6,6,5,5,4,3,3,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010530,3,0,0,1,4,1,3,1,3,2,6,0,0,4,0,2,2,0,0,0,2,0,1,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010531,0,0,0,0,0,3,0,1,0,0,0,0,1,3,3,3,0,7,4,3,6,2,2,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010601,4,2,3,6,5,3,6,10,7,6,2,4,3,4,4,6,4,3,5,7,7,6,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010602,7,5,4,4,3,2,3,3,4,0,0,1,2,2,4,3,4,6,4,5,3,2,2,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010603,4,2,1,1,1,2,1,1,4,2,5,4,3,2,4,2,1,2,4,4,5,2,3,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010604,3,2,2,2,3,0,3,6,5,1,6,2,5,3,4,5,6,13,9,8,6,7,3,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010605,4,4,3,5,3,5,3,5,4,7,7,12,2,2,4,0,2,2,1,3,2,1,0,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010606,0,1,1,0,1,3,1,3,0,2,1,2,0,2,2,1,3,4,4,4,3,1,1,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010607,0,0,0,0,0,1,1,1,4,2,1,1,2,3,2,2,1,3,1,2,2,7,6,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010608,5,3,2,1,2,1,0,2,1,2,0,0,0,0,0,4,4,1,1,0,0,0,1,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010609,1,0,1,0,0,1,2,2,2,1,3,2,2,2,2,3,3,3,2,2,3,3,2,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010610,1,2,1,3,3,3,1,3,1,2,1,4,6,3,0,1,2,3,4,5,3,1,2,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010611,3,3,3,2,1,0,2,3,3,4,3,5,4,7,4,4,3,5,4,3,3,3,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010612,3,2,3,1,3,1,2,1,0,0,2,2,4,3,4,6,4,3,4,4,2,2,4,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20010613,3,3,4,4,6,5,6,15,14,10,11,6,6,12,5,2,6,3,3,2,3,2,1,1
