Pollutant//Polluant,Method Code//Code Méthode,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000223,24,25,16,8,6,7,8,7,8,8,7,8,7,8,9,10,11,12,13,14,13,14,14,16
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000224,16,16,17,17,15,16,18,19,17,20,18,19,18,19,20,21,21,22,28,25,28,24,30,25
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000225,21,28,22,0,-999,2,4,6,5,6,3,6,4,5,6,5,5,8,9,3,1,0,0,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000226,-999,0,0,2,0,-999,2,3,4,4,6,4,5,4,8,6,1,1,2,3,4,5,3,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000227,7,6,5,6,8,7,8,13,11,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000228,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000229,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000301,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000302,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000303,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000304,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000305,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000306,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000307,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000308,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,9,8,16,16,17,21,22,22,24,24
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000309,22,21,21,20,19,17,19,21,22,28,16,17,22,26,22,22,22,20,9,1,5,3,0,0
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000310,0,-999,-999,-999,-999,-999,0,-999,2,2,9,27,28,19,18,8,5,0,5,3,6,8,6,7
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000311,4,3,4,3,2,4,0,7,2,0,1,1,0,2,3,5,7,11,7,8,10,14,9,8
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000312,9,8,8,8,5,5,4,6,6,2,1,7,0,4,4,1,1,2,6,6,5,6,5,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000313,4,4,3,5,2,0,-999,0,3,4,6,8,-999,5,4,-999,1,3,9,11,10,10,11,16
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000314,12,5,3,3,4,1,0,1,17,12,2,5,2,4,7,14,14,8,13,12,14,14,11,10
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000315,11,11,10,13,13,14,12,9,10,11,7,3,1,1,4,7,8,11,12,11,11,9,10,11
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000316,12,8,8,8,13,11,6,3,4,5,1,-999,-999,-999,-999,1,1,1,2,6,1,3,3,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000317,4,5,3,7,10,11,1,5,3,3,2,0,-999,-999,-999,0,4,8,14,11,5,-999,2,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000318,5,5,6,4,9,4,3,0,4,8,6,3,-999,-999,-999,2,2,7,8,9,4,5,7,8
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000319,6,5,6,11,11,12,14,13,5,2,-999,-999,-999,5,4,3,2,0,3,1,5,5,4,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000320,4,5,6,7,7,10,11,7,6,6,5,-999,0,5,8,-999,4,14,18,19,14,13,14,14
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000321,18,17,12,11,10,13,13,9,17,15,1,0,0,3,5,8,10,8,-999,-999,-999,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000322,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,7,10,10,10,10,10,11,14,10,10,12,16
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000323,15,9,8,7,9,10,10,9,10,8,10,8,11,11,11,7,6,7,10,10,9,11,20,18
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000324,18,17,13,14,14,14,14,17,6,-999,-999,-999,0,1,2,2,2,5,10,6,3,4,7,7
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000325,11,8,4,3,4,5,7,3,3,3,4,8,6,19,17,17,15,17,17,19,16,21,18,14
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000326,6,5,1,4,4,7,8,7,6,3,0,1,1,0,3,1,0,3,3,3,3,2,2,1
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000327,3,8,6,5,5,4,5,3,1,-999,-999,-999,4,3,4,5,7,7,10,11,9,7,9,8
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000328,7,13,11,5,6,3,4,7,9,9,8,7,5,7,8,11,6,6,8,10,7,6,5,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000329,4,2,2,1,3,3,4,1,4,2,3,2,3,4,6,4,3,1,5,4,2,2,2,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000330,3,2,3,1,3,1,4,2,3,1,1,-999,0,0,0,2,1,5,3,3,1,2,2,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000331,0,-999,1,2,3,4,3,1,2,0,-999,-999,-999,-999,0,1,4,2,4,4,3,4,3,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000401,4,4,6,5,7,7,7,5,4,2,-999,-999,-999,0,1,4,9,8,10,8,7,6,6,8
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000402,7,6,7,6,6,7,10,9,6,13,9,7,9,7,9,11,9,10,11,10,9,2,0,1
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000403,2,3,4,5,4,3,5,7,9,2,7,6,6,4,6,6,7,9,7,5,4,4,4,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000404,5,2,3,2,2,1,1,13,16,4,2,2,1,3,3,4,5,4,5,5,6,5,5,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000405,3,1,5,6,4,3,3,1,4,3,1,2,2,3,1,2,3,3,3,3,3,2,4,3
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000406,1,-999,0,-999,-999,1,2,0,3,0,3,1,2,2,5,8,8,9,9,10,10,14,14,13
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000407,10,11,10,9,7,7,3,5,0,-999,-999,8,7,6,5,5,4,4,3,5,4,4,4,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000408,4,6,6,7,7,4,5,6,6,6,5,4,5,3,3,3,3,2,0,2,1,2,1,1
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000409,1,0,0,0,2,2,1,1,1,0,2,1,4,3,4,4,5,4,5,5,2,2,4,1
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000410,3,4,4,5,3,7,3,6,5,4,3,2,0,-999,1,3,4,5,11,10,7,6,8,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000411,3,4,4,2,4,3,5,10,11,-999,2,3,2,2,5,7,9,7,9,9,7,9,9,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000412,5,4,3,4,4,4,4,4,1,1,-999,-999,-999,1,4,4,4,2,5,6,4,4,6,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000413,6,8,9,10,11,10,10,4,4,1,1,2,1,3,4,7,4,5,6,7,4,5,6,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000414,7,7,7,6,7,8,9,6,4,3,8,6,10,11,11,12,12,13,11,13,11,12,12,13
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000415,13,14,13,13,10,13,13,11,11,12,11,12,16,16,15,12,15,14,15,15,17,10,6,7
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000416,6,5,1,0,0,2,0,2,3,3,1,2,4,3,4,4,3,4,5,5,1,1,3,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000417,3,1,3,4,3,6,5,4,6,4,5,3,4,4,3,4,6,7,8,6,7,7,7,7
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000418,6,7,8,9,8,7,14,9,6,7,2,1,3,4,9,6,5,5,6,9,5,5,6,8
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000419,5,5,8,9,7,6,7,6,7,6,7,8,8,8,8,8,10,9,10,9,8,11,11,9
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000420,10,9,13,15,15,14,13,12,9,12,12,10,13,10,7,5,12,12,8,8,7,8,5,0
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000421,3,7,5,10,6,8,5,9,10,10,5,0,0,1,1,1,1,0,0,1,0,0,2,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000422,1,1,1,3,3,4,4,3,3,3,3,3,4,4,3,1,2,4,5,4,3,3,4,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000423,3,4,3,3,3,4,3,3,3,3,3,3,4,5,3,2,3,2,3,3,3,2,3,3
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000424,5,1,1,2,2,4,4,5,2,7,4,4,5,4,5,5,11,7,6,5,5,4,3,3
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000425,5,7,1,4,5,4,3,11,8,6,3,2,6,6,5,8,4,5,7,8,5,4,4,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000426,3,6,6,5,6,7,8,7,5,3,3,4,4,4,5,4,6,5,6,8,8,8,8,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000427,4,3,4,4,4,4,4,2,3,2,2,3,2,3,4,5,4,4,10,13,8,10,8,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000428,7,9,6,6,6,7,6,5,4,6,6,5,4,4,5,8,6,8,7,7,9,9,9,8
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000429,9,10,8,8,9,10,10,9,10,12,9,9,9,9,11,9,4,4,5,5,0,3,1,1
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000430,1,0,1,1,2,3,3,3,2,0,1,2,1,4,2,2,1,4,4,5,10,8,5,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000501,4,3,3,4,2,3,5,4,3,3,4,4,11,17,15,9,5,14,11,11,11,11,13,14
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000502,13,11,7,10,2,-999,0,3,3,2,1,2,2,4,3,2,2,3,5,6,9,4,5,3
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000503,3,4,4,3,5,10,5,3,3,8,10,4,6,11,11,10,10,13,17,17,18,14,16,15
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000504,14,13,12,11,13,14,19,8,14,17,18,17,15,11,15,8,12,17,17,20,22,34,21,21
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000505,21,20,23,21,19,18,20,21,23,15,15,14,17,12,13,20,21,22,20,21,25,24,23,25
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000506,-999,-999,4,2,2,7,6,8,8,17,14,17,20,12,12,20,7,17,23,23,12,11,14,17
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000507,15,15,17,21,42,23,27,30,27,28,28,22,15,26,10,19,7,17,17,18,17,17,16,20
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000508,21,20,18,15,-999,-999,0,0,2,1,9,11,9,8,7,4,2,5,7,5,5,6,5,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000509,6,6,7,4,6,2,1,2,1,8,6,9,8,5,5,4,3,4,4,4,3,5,7,7
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000510,6,7,5,4,2,4,2,1,4,8,10,7,18,6,3,1,8,7,7,7,7,7,12,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000511,2,4,-999,-999,-999,0,1,-999,-999,2,0,1,3,0,3,1,2,4,6,9,1,2,4,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000512,2,1,4,3,5,8,6,4,7,4,4,3,3,3,2,2,3,9,9,4,4,5,6,7
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000513,7,11,14,11,9,12,11,19,19,16,27,16,19,17,22,8,5,17,-999,-999,-999,6,9,8
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000514,4,-999,3,4,2,3,5,4,2,2,2,0,3,2,2,2,4,9,7,0,3,3,1,1
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000515,1,2,2,3,3,3,3,1,2,1,1,2,3,5,4,7,9,4,8,7,7,4,4,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000516,4,4,4,3,3,5,8,1,4,7,5,0,1,4,7,9,9,8,4,9,11,9,9,10
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000517,9,8,8,7,8,10,9,11,7,8,3,2,4,4,5,8,9,11,13,14,17,7,7,10
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000518,8,17,20,23,31,32,26,22,19,17,6,10,8,9,6,-999,0,-999,1,1,4,3,2,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000519,-999,0,1,2,2,1,4,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,2,1,1,3
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000520,3,3,3,4,7,7,6,4,4,3,3,3,3,3,4,3,4,5,5,4,4,4,4,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000521,4,3,6,5,4,6,5,6,5,5,7,7,4,5,6,4,5,8,9,8,9,9,8,8
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000522,6,8,7,7,7,7,8,8,6,6,8,4,9,10,8,6,5,7,8,10,9,9,8,7
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000523,7,8,9,9,11,10,12,13,15,16,9,9,11,13,12,12,11,8,11,14,15,16,15,12
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000524,6,17,19,17,16,16,10,7,6,5,8,11,8,5,4,4,9,10,6,6,6,3,3,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000525,5,5,2,6,5,3,5,5,3,4,5,3,5,2,2,3,3,6,4,4,3,1,0,1
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000526,1,1,2,3,3,1,2,1,2,2,2,-999,1,3,4,4,4,4,4,5,4,0,0,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000527,1,0,3,2,1,3,2,1,1,3,1,0,1,0,-999,0,0,1,1,1,1,0,1,0
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000528,0,-999,0,1,1,1,1,1,0,0,1,1,2,4,4,5,4,5,6,6,5,6,4,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000529,3,3,2,3,4,9,3,3,3,3,5,4,3,2,3,5,4,4,7,6,9,6,8,7
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000530,7,4,6,5,6,10,8,7,6,2,2,2,3,4,3,3,3,4,6,7,8,7,5,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000531,1,2,3,3,6,6,6,6,9,15,14,12,16,18,21,23,26,28,29,27,27,26,26,27
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000601,25,25,24,26,29,29,25,22,19,17,16,8,5,2,3,5,3,5,3,4,6,6,5,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000602,3,2,3,3,3,5,3,5,5,8,11,12,15,17,15,16,16,15,2,5,6,3,2,0
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000603,0,1,0,1,3,1,2,2,0,0,2,-999,1,1,1,1,4,11,2,3,6,4,5,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000604,4,4,3,5,2,1,2,0,2,0,2,3,3,3,4,3,2,6,3,3,2,2,1,1
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000605,2,1,1,2,6,12,9,6,6,3,0,2,1,2,1,2,4,7,5,7,12,6,6,7
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000606,8,7,5,4,6,7,7,5,6,2,4,5,3,4,4,3,3,3,4,4,4,5,7,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000607,6,4,4,7,6,7,7,8,7,9,4,4,4,2,0,1,0,0,3,5,4,2,3,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000608,2,3,3,3,9,8,10,11,8,11,9,10,9,7,8,16,21,16,13,17,21,20,23,25
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000609,24,27,3,6,2,-999,5,2,0,1,3,3,1,4,1,1,0,5,3,4,4,2,3,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000610,1,2,4,4,6,2,7,5,8,-999,0,2,2,2,4,3,3,5,3,4,3,5,5,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000611,2,2,1,4,1,3,4,3,6,4,5,6,8,9,9,6,5,7,8,5,5,3,4,3
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000612,1,1,1,2,8,7,5,4,6,5,3,3,4,4,3,5,6,3,7,8,6,4,4,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000613,2,4,4,3,7,12,7,6,5,5,4,2,5,3,3,5,5,9,8,7,9,9,7,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000614,6,3,3,4,4,4,3,3,3,5,3,4,7,6,3,6,6,8,4,3,4,4,4,7
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000615,5,13,7,8,8,11,15,15,15,16,23,14,18,12,17,16,6,13,13,4,2,0,5,11
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000616,13,16,15,12,12,18,10,13,-999,-999,-999,9,9,11,15,18,17,19,20,19,20,21,20,22
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000617,19,17,15,13,10,11,10,4,1,2,2,2,3,3,3,2,3,3,2,3,4,3,4,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000618,3,2,3,3,4,7,2,1,0,0,2,3,2,3,2,2,1,2,3,3,6,3,3,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000619,2,4,4,4,4,8,7,2,3,4,3,2,0,3,5,4,3,3,5,3,4,7,8,8
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000620,7,7,7,9,10,10,10,7,6,5,5,4,3,2,2,3,3,3,7,7,8,4,5,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000621,5,3,4,4,5,6,9,9,9,11,15,15,18,23,19,18,20,23,17,17,17,15,9,10
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000622,8,7,10,7,9,8,7,8,6,7,5,3,5,4,5,7,6,7,5,9,10,4,3,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000623,3,5,4,4,4,4,3,2,3,4,5,2,-999,1,2,1,1,1,2,5,5,4,4,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000624,2,4,3,4,4,6,5,4,5,8,7,8,7,4,3,6,3,4,7,6,6,3,5,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000625,6,18,21,23,24,29,34,35,32,28,25,29,28,20,24,23,15,7,3,3,3,3,3,3
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000626,4,2,2,4,3,8,7,8,12,9,14,10,9,7,3,7,12,15,16,15,15,13,14,15
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000627,16,16,16,14,6,4,9,2,4,5,2,3,0,2,2,5,8,3,5,6,5,4,3,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000628,5,5,4,4,4,3,2,2,2,-999,0,2,0,1,1,1,2,2,2,4,4,2,4,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000629,5,5,6,5,6,7,7,5,2,4,-999,2,4,2,2,4,7,10,10,7,6,5,3,6
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000630,4,5,4,5,4,4,5,3,7,2,5,5,7,3,5,5,8,7,4,7,10,6,3,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000701,3,4,3,4,5,7,11,10,6,6,8,7,4,4,5,8,9,9,5,6,2,1,2,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000702,11,13,11,12,11,14,13,14,14,15,15,13,10,17,17,12,13,15,18,18,25,25,22,19
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000703,21,23,23,28,25,25,24,23,26,17,12,9,11,10,7,11,12,16,23,20,18,17,16,14
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000704,13,11,8,12,10,13,14,11,9,14,12,12,10,10,12,15,0,3,3,15,13,15,-999,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000705,0,2,1,-999,-999,0,-999,-999,-999,-999,0,1,0,1,1,1,0,0,0,0,1,1,-999,1
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000706,0,-999,-999,0,2,6,5,1,4,1,-999,1,6,2,1,2,2,0,2,1,2,1,-999,0
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000707,1,0,0,1,2,5,2,1,1,2,-999,0,3,3,7,2,3,2,2,3,2,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000708,1,0,1,1,4,7,5,6,4,4,1,-999,3,2,1,0,1,3,6,5,6,4,4,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000709,5,8,10,7,7,7,8,7,5,8,4,11,1,5,10,9,4,10,9,8,8,8,6,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000710,8,6,6,8,7,10,12,11,10,7,5,3,7,1,1,0,0,1,1,0,3,2,2,0
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000711,1,2,2,4,6,6,2,3,4,4,3,0,1,3,2,3,3,5,7,-999,3,4,-999,0
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000712,2,2,2,4,5,8,7,5,5,5,4,8,3,2,1,2,5,3,5,6,4,5,2,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000713,5,5,2,2,3,7,5,4,5,10,7,2,2,5,4,3,6,10,6,7,3,3,2,5
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000714,5,2,2,4,2,9,12,8,15,17,11,12,19,11,28,25,13,17,18,8,6,10,9,7
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000715,9,12,12,10,11,15,17,22,19,11,14,17,1,4,6,14,1,4,3,7,2,-999,1,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000716,5,3,4,6,6,6,5,7,8,8,7,11,8,8,6,3,5,3,3,1,0,2,1,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000717,-999,-999,-999,-999,2,15,12,9,11,13,11,10,11,8,10,12,11,13,22,17,14,15,10,13
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000718,11,13,10,12,9,11,16,15,11,5,6,5,0,4,1,-999,-999,0,-999,2,2,-999,-999,-999
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000719,0,-999,-999,0,1,1,1,1,-999,-999,-999,-999,-999,0,0,0,1,2,2,3,3,2,2,1
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000720,2,2,3,4,3,4,3,5,4,3,2,2,2,2,1,3,3,3,5,2,5,8,5,3
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000721,3,3,5,6,7,8,8,9,10,8,13,10,10,8,10,8,11,10,7,3,4,4,8,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000722,4,4,5,6,5,4,6,2,3,1,2,1,3,4,1,2,4,3,2,2,3,2,3,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000723,4,4,6,6,5,6,6,5,4,3,4,4,3,3,3,3,3,4,5,3,2,4,4,4
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000724,4,4,3,4,5,5,5,5,5,3,3,4,2,2,2,5,1,4,3,3,4,3,3,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000725,2,2,1,2,4,9,5,4,6,8,6,4,7,8,6,8,11,12,9,13,12,7,7,2
PM2.5,706,54401,Saint-Anicet,QC,45.120624,-74.2896,20000726,4,5,6,6,6,12,11,11,15,15,14,13,16,10,11,11,10,-999,1,2,4,3,4,1
