Pollutant//Polluant,Method Code//Code Méthode,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000208,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000209,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000210,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000211,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000213,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000214,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000215,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000216,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000217,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000218,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000219,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000220,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000221,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000222,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000223,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000224,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000225,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000226,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000227,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,5,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000228,6,8,6,5,5,8,6,4,6,8,10,8,8,10,13,7,4,6,7,5,4,4,3,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000229,4,8,9,6,6,3,4,5,4,7,7,8,7,6,6,6,3,0,1,3,2,2,2,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000301,1,0,0,0,0,0,0,1,3,3,1,2,2,3,3,2,4,5,12,17,20,21,20,11
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000302,8,4,5,3,5,4,7,9,18,25,6,5,13,8,8,7,9,4,5,6,3,3,2,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000303,4,3,3,1,2,4,1,3,3,2,4,8,7,3,-999,-999,0,3,6,12,14,8,4,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000304,3,0,6,5,6,4,8,4,4,4,4,6,7,8,16,8,9,7,13,17,19,14,9,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000305,9,7,7,7,3,3,0,1,0,2,0,3,1,2,0,2,1,5,3,3,2,2,1,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000306,0,1,0,1,2,3,4,5,7,4,6,6,5,5,5,5,4,5,1,4,2,4,0,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000307,1,3,2,3,2,4,2,6,4,7,4,5,2,4,1,3,4,5,3,4,3,5,2,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000308,3,3,1,3,1,3,1,4,2,2,3,3,0,2,1,3,1,4,2,4,4,4,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000309,3,4,3,4,2,4,4,5,7,5,6,4,2,5,6,5,8,6,9,5,6,2,4,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000310,3,2,1,0,2,0,1,1,3,1,3,2,3,1,2,4,2,3,5,0,2,5,3,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000311,5,7,6,5,6,6,6,5,5,5,7,4,3,6,4,4,6,6,6,6,5,6,7,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000312,5,4,5,2,3,3,1,3,2,4,2,1,0,2,3,3,3,2,3,4,6,5,4,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000313,4,4,5,4,5,4,7,7,8,9,8,8,9,9,11,9,8,8,6,4,1,4,0,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000314,0,3,2,3,5,6,2,2,2,3,1,2,2,2,3,3,5,6,4,8,7,5,4,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000315,5,4,4,3,5,2,7,7,8,14,6,5,7,6,7,7,5,5,5,4,5,5,5,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000316,5,4,6,4,7,6,8,6,9,10,7,7,9,7,5,8,6,6,5,4,6,6,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000317,3,2,3,4,3,4,5,2,6,4,4,1,4,4,2,3,2,4,2,2,2,10,7,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000318,5,2,1,1,-999,0,2,1,6,3,8,5,6,5,7,8,8,7,8,6,5,7,7,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000319,6,6,4,7,6,4,7,6,6,8,6,9,5,7,7,7,7,4,8,6,6,8,6,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000320,5,6,4,6,4,6,5,7,6,7,5,6,6,6,6,8,8,9,7,7,8,5,7,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000321,6,4,6,4,6,3,6,4,8,5,15,5,6,4,7,1,5,2,5,5,7,3,5,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000322,4,4,6,5,5,7,5,8,7,9,7,9,9,6,5,6,7,3,3,5,3,7,8,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000323,2,4,2,3,5,5,11,10,16,13,12,10,7,8,7,11,7,6,7,5,7,3,4,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000324,3,3,4,6,7,3,6,9,13,14,8,7,6,6,9,11,13,9,9,10,10,8,7,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000325,4,3,3,1,1,0,3,1,5,2,5,3,5,2,4,2,5,2,4,6,9,2,4,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000326,3,1,3,2,4,2,3,3,3,3,3,2,4,1,1,3,2,4,7,8,7,7,7,13
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000327,8,2,0,3,1,3,1,2,0,3,1,4,3,9,8,4,5,4,4,2,5,1,3,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000328,1,3,3,1,3,2,3,4,4,4,3,3,3,3,4,3,5,4,7,7,4,7,4,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000329,3,3,1,3,0,3,0,3,1,3,2,3,2,5,3,3,3,3,5,3,5,1,3,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000330,2,0,2,0,2,0,3,3,5,4,1,4,2,4,5,14,8,12,13,22,26,13,6,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000331,5,9,8,10,12,12,12,17,34,23,23,8,12,9,16,9,5,5,6,17,1,5,5,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000401,7,0,3,0,-999,0,1,0,3,3,0,0,0,0,2,0,0,0,3,2,6,4,7,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000402,6,3,6,3,3,2,3,2,8,2,3,3,1,0,1,2,3,3,3,2,3,4,4,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000403,4,3,4,7,4,9,10,12,8,7,7,4,5,11,9,10,13,10,11,9,9,8,7,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000404,6,7,4,5,5,7,7,8,7,5,-999,5,3,11,8,11,6,3,5,6,7,7,7,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000405,0,0,0,2,0,2,2,6,6,19,10,5,6,7,3,6,5,2,4,0,-999,0,0,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000406,0,-999,0,0,0,2,2,4,5,10,13,12,12,9,10,3,7,7,6,6,4,7,3,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000407,2,6,4,9,8,9,9,11,11,12,16,14,9,9,9,9,7,7,7,17,15,14,10,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000408,12,12,11,8,8,7,10,13,13,13,13,12,7,6,3,4,7,6,7,6,5,4,8,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000409,6,6,7,3,4,3,6,4,5,4,3,4,2,3,2,10,2,4,7,5,8,2,4,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000410,3,2,2,0,1,0,8,7,4,7,11,10,10,7,3,3,3,2,3,1,2,1,0,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000411,6,4,3,4,3,2,2,3,0,2,2,1,5,6,-999,-999,1,1,7,5,8,6,5,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000412,7,2,4,3,4,2,5,3,8,7,7,7,5,6,6,7,7,7,5,7,8,6,8,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000413,8,6,8,1,3,3,4,2,5,1,3,1,3,3,3,3,3,2,1,0,3,1,4,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000414,4,2,4,2,6,3,7,6,6,5,6,6,4,5,6,6,6,4,7,7,9,7,9,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000415,11,8,7,6,5,4,4,7,5,5,4,3,2,2,2,8,11,12,12,13,13,10,12,10
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000416,10,9,10,8,7,7,7,7,5,5,6,4,5,8,7,7,7,5,7,6,7,6,6,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000417,5,4,6,3,5,4,5,3,5,5,5,9,5,4,6,6,8,3,9,7,7,4,8,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000418,1,1,3,3,2,5,2,10,6,6,5,5,5,3,6,6,4,6,7,8,9,4,9,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000419,10,8,11,9,10,7,7,5,6,4,4,5,4,6,3,5,3,9,1,7,6,10,9,12
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000420,9,12,9,9,7,10,18,9,2,4,3,6,2,4,1,3,2,4,3,2,3,1,2,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000421,3,1,3,2,1,1,3,0,2,1,4,2,3,3,4,3,5,3,5,3,2,2,1,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000422,2,4,3,5,3,6,4,6,5,8,4,5,6,7,8,13,8,9,12,15,11,6,10,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000423,10,7,5,3,4,6,3,6,3,6,5,6,4,6,7,7,5,5,7,5,5,3,3,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000424,3,3,4,0,2,0,5,4,4,2,2,3,6,2,2,5,3,1,3,0,2,3,0,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000425,6,9,11,8,4,10,3,7,2,2,5,7,9,3,1,0,0,1,3,2,4,4,7,7
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000426,7,7,4,6,4,7,4,8,6,9,7,8,5,8,5,5,6,4,5,8,7,5,8,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000427,7,2,5,3,4,5,7,13,14,7,6,4,11,3,3,4,0,27,7,7,4,6,4,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000428,2,0,3,1,1,3,5,10,14,3,5,6,5,0,4,3,6,-999,2,6,5,2,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000429,2,2,3,0,1,3,4,0,2,3,3,3,3,2,2,3,3,3,4,2,4,3,4,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000430,2,2,2,0,0,0,3,0,1,0,2,1,4,2,4,5,6,4,3,3,0,0,0,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000501,0,3,0,2,0,2,0,3,0,2,2,2,3,3,3,3,6,3,4,7,9,3,3,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000502,2,3,1,1,0,2,3,5,3,5,4,5,3,5,9,3,6,6,2,5,3,5,3,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000503,2,5,3,5,3,4,2,3,2,3,3,5,6,6,4,5,4,0,1,2,2,3,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000504,2,3,2,2,3,3,4,10,4,4,3,4,5,5,4,4,3,2,1,3,3,2,3,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000505,1,1,2,2,3,3,4,6,4,7,-999,-999,2,3,4,2,3,3,4,5,5,3,4,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000506,4,4,6,5,6,4,5,3,2,3,5,2,5,7,5,7,6,7,6,10,10,7,3,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000507,3,4,3,2,3,3,3,5,1,4,2,2,1,1,6,2,2,4,5,3,4,2,6,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000508,5,2,3,2,2,3,4,6,5,7,6,10,8,8,3,3,2,3,1,1,1,2,2,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000509,0,2,0,2,1,1,0,1,1,2,1,2,4,1,1,2,2,3,2,1,2,2,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000510,1,3,1,2,2,4,3,3,2,4,35,1,2,5,6,3,3,2,3,3,6,4,5,5
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000511,7,5,5,4,8,11,6,5,6,7,4,5,3,6,4,5,4,4,6,7,6,3,4,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000512,5,3,4,3,7,5,6,4,4,3,3,4,4,3,4,5,4,4,4,4,5,5,6,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000513,4,0,1,1,1,3,1,3,2,2,1,2,3,2,2,3,4,10,9,11,14,8,9,14
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000514,7,0,3,2,3,6,1,4,3,3,3,4,4,4,2,2,2,3,3,4,7,6,6,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000515,2,4,4,7,10,15,6,8,11,3,1,2,3,4,2,9,5,0,2,9,12,3,6,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000516,3,4,4,3,4,5,5,7,7,9,7,8,3,8,0,7,7,3,5,8,6,5,2,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000517,1,3,0,0,1,2,5,13,8,4,3,4,0,3,4,3,4,3,2,3,2,4,4,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000518,5,6,5,6,5,5,9,9,5,7,4,7,12,13,12,14,13,13,11,12,10,7,3,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000519,3,2,5,5,4,4,5,6,7,8,8,7,5,0,3,3,5,7,6,4,7,6,7,8
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000520,7,6,10,8,9,8,8,3,3,5,6,7,10,4,3,6,4,6,6,7,11,7,6,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000521,6,3,4,3,5,4,6,3,4,5,7,5,3,1,4,5,5,5,4,5,4,4,6,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000522,5,5,4,6,4,6,4,10,9,17,7,4,2,9,3,0,3,1,2,0,2,2,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000523,0,2,1,3,4,6,6,14,4,5,4,5,5,5,6,5,5,4,7,9,8,11,3,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000524,4,2,3,2,2,4,2,4,3,6,6,6,6,6,6,5,4,3,2,2,3,2,2,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000525,4,7,11,11,4,6,9,5,4,0,0,2,2,8,14,4,7,5,3,3,3,2,2,2
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000526,2,2,1,1,4,1,1,5,6,5,4,0,1,5,6,6,5,5,4,4,2,5,6,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000527,3,5,3,3,2,4,5,5,0,2,3,5,11,3,8,14,9,9,12,15,18,16,13,13
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000528,15,17,16,8,7,16,15,9,8,0,3,3,3,4,2,3,2,6,4,6,5,4,4,1
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000529,1,2,0,1,3,2,3,8,7,10,9,12,9,9,11,7,7,7,4,5,5,3,1,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000530,2,0,0,1,2,2,3,4,4,3,4,5,5,5,6,4,6,6,4,6,7,5,6,9
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000531,5,6,3,2,4,8,7,12,11,4,7,3,3,6,0,3,5,3,0,7,7,4,2,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000601,4,2,2,5,5,5,7,7,7,6,8,6,5,3,3,4,2,0,2,0,1,0,1,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000602,0,0,0,0,2,4,6,6,3,1,2,3,0,4,3,3,5,2,4,4,12,11,6,4
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000603,2,2,2,1,2,4,3,3,2,2,2,1,3,0,2,3,5,12,5,6,9,8,2,0
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000604,2,0,2,1,5,2,3,3,2,0,1,1,1,2,5,1,0,4,3,5,6,2,5,6
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000605,4,4,3,5,5,3,6,4,4,2,3,3,4,2,4,4,3,3,4,6,6,5,4,3
PM2.5,706,10102,St Johns,NL,47.56038,-52.7115,20000606,2,2,4,5,4,5,2,5,2,2,0,3,2,4,4,4,1,4,3,7,5,7,7,7
