city,date,mean_pm25
Iqaluit,2014-06-23,4.521739130434782
Iqaluit,2014-06-24,2.3333333333333335
Iqaluit,2014-06-25,3.5833333333333335
Iqaluit,2014-06-26,5.583333333333333
Iqaluit,2014-06-27,6.083333333333333
Iqaluit,2014-06-28,12.375
Iqaluit,2014-06-29,4.65
Iqaluit,2014-06-30,4.875
Iqaluit,2014-07-01,1.875
Iqaluit,2014-07-02,2.9583333333333335
Iqaluit,2014-07-03,2.75
Iqaluit,2014-07-04,1.8333333333333333
Iqaluit,2014-07-05,1.2916666666666667
Iqaluit,2014-07-06,2.782608695652174
Iqaluit,2014-07-07,2.0416666666666665
Iqaluit,2014-07-08,1.434782608695652
Iqaluit,2014-07-09,4.086956521739131
Iqaluit,2014-07-10,2.0833333333333335
Iqaluit,2014-07-11,8.0
Iqaluit,2014-07-12,9.222222222222221
Iqaluit,2014-07-13,3.8181818181818183
Iqaluit,2014-07-14,3.272727272727273
Iqaluit,2014-07-15,5.6923076923076925
Iqaluit,2014-07-16,7.565217391304348
Iqaluit,2014-07-17,7.75
Iqaluit,2014-07-18,7.375
Iqaluit,2014-07-19,8.625
Iqaluit,2014-07-20,7.791666666666667
Iqaluit,2014-07-21,10.043478260869565
Iqaluit,2014-07-22,11.083333333333334
Iqaluit,2014-07-23,5.125
Iqaluit,2014-07-24,4.875
Iqaluit,2014-07-25,2.7916666666666665
Iqaluit,2014-07-26,3.7916666666666665
Iqaluit,2014-07-27,7.375
Iqaluit,2014-07-28,3.9166666666666665
Iqaluit,2014-07-29,5.083333333333333
Iqaluit,2014-07-30,9.75
Iqaluit,2014-07-31,11.666666666666666
Iqaluit,2014-08-01,10.416666666666666
Iqaluit,2014-08-02,8.791666666666666
Iqaluit,2014-08-03,5.75
Iqaluit,2014-08-04,7.625
Iqaluit,2014-08-05,7.5
Iqaluit,2014-08-06,2.3333333333333335
Iqaluit,2014-08-07,2.2083333333333335
Iqaluit,2014-08-08,8.375
Iqaluit,2014-08-09,3.0833333333333335
Iqaluit,2014-08-10,0.6666666666666666
Iqaluit,2014-08-11,2.9583333333333335
Iqaluit,2014-08-12,5.125
Iqaluit,2014-08-13,2.8333333333333335
Iqaluit,2014-08-14,2.4166666666666665
Iqaluit,2014-08-15,2.5833333333333335
Iqaluit,2014-08-16,3.1666666666666665
Iqaluit,2014-08-17,5.625
Iqaluit,2014-08-18,2.9166666666666665
Iqaluit,2014-08-19,2.4583333333333335
Iqaluit,2014-08-20,4.208333333333333
Iqaluit,2014-08-21,3.590909090909091
Iqaluit,2014-08-22,5.5
Iqaluit,2014-08-23,1.125
Iqaluit,2014-08-24,0.625
Iqaluit,2014-08-25,2.25
Iqaluit,2014-08-26,2.75
Iqaluit,2014-08-27,1.0833333333333333
Iqaluit,2014-08-28,3.8333333333333335
Iqaluit,2014-08-29,3.625
Iqaluit,2014-08-30,1.4583333333333333
Iqaluit,2014-08-31,2.2916666666666665
Iqaluit,2014-09-01,2.2083333333333335
Iqaluit,2014-09-02,2.6666666666666665
Iqaluit,2014-09-03,1.0416666666666667
Iqaluit,2014-09-04,2.2083333333333335
Iqaluit,2014-09-05,2.8333333333333335
Iqaluit,2014-09-06,2.5416666666666665
Iqaluit,2014-09-07,2.1666666666666665
Iqaluit,2014-09-08,2.8333333333333335
Iqaluit,2014-09-09,1.4583333333333333
Iqaluit,2014-09-10,2.1666666666666665
Iqaluit,2014-09-11,1.9166666666666667
Iqaluit,2014-09-12,1.75
Iqaluit,2014-09-13,4.875
Iqaluit,2014-09-14,2.25
Iqaluit,2014-09-15,5.375
Iqaluit,2014-09-16,4.666666666666667
Iqaluit,2014-09-17,2.3043478260869565
Iqaluit,2014-09-18,1.7083333333333333
Iqaluit,2014-09-19,1.5833333333333333
Iqaluit,2014-09-20,2.4583333333333335
Iqaluit,2014-09-21,1.9583333333333333
Iqaluit,2014-09-22,4.083333333333333
Iqaluit,2014-09-23,4.375
Iqaluit,2014-09-24,2.4583333333333335
Iqaluit,2014-09-25,3.75
Iqaluit,2014-09-26,4.166666666666667
Iqaluit,2014-09-27,3.9130434782608696
Iqaluit,2014-09-28,2.875
Iqaluit,2014-09-29,3.625
Iqaluit,2014-09-30,3.1666666666666665
Iqaluit,2014-10-01,5.666666666666667
Iqaluit,2014-10-02,9.291666666666666
Iqaluit,2014-10-03,2.9166666666666665
Iqaluit,2014-10-04,6.208333333333333
Iqaluit,2014-10-05,6.739130434782608
Iqaluit,2014-10-06,8.625
Iqaluit,2014-10-07,7.125
Iqaluit,2014-10-08,5.833333333333333
Iqaluit,2014-10-09,2.0
Iqaluit,2014-10-10,2.5416666666666665
Iqaluit,2014-10-11,4.916666666666667
Iqaluit,2014-10-12,3.75
Iqaluit,2014-10-13,1.9166666666666667
Iqaluit,2014-10-14,1.8333333333333333
Iqaluit,2014-10-15,4.291666666666667
Iqaluit,2014-10-16,3.375
Iqaluit,2014-10-17,1.6666666666666667
Iqaluit,2014-10-18,1.826086956521739
Iqaluit,2014-10-19,4.25
Iqaluit,2014-10-20,1.4166666666666667
Iqaluit,2014-10-21,1.9166666666666667
Iqaluit,2014-10-22,1.625
Iqaluit,2014-10-23,3.375
Iqaluit,2014-10-24,4.083333333333333
Iqaluit,2014-10-25,4.333333333333333
Iqaluit,2014-10-26,2.7083333333333335
Iqaluit,2014-10-27,2.75
Iqaluit,2014-10-28,2.2083333333333335
Iqaluit,2014-10-29,2.8333333333333335
Iqaluit,2014-10-30,2.0416666666666665
Iqaluit,2014-10-31,2.5
Iqaluit,2014-11-01,5.083333333333333
Iqaluit,2014-11-02,6.458333333333333
Iqaluit,2014-11-03,4.041666666666667
Iqaluit,2014-11-04,3.375
Iqaluit,2014-11-05,2.3333333333333335
Iqaluit,2014-11-06,1.5416666666666667
Iqaluit,2014-11-07,3.4583333333333335
Iqaluit,2014-11-08,2.85
Iqaluit,2014-11-09,1.75
Iqaluit,2014-11-10,2.125
Iqaluit,2014-11-11,2.5
Iqaluit,2014-11-12,3.0833333333333335
Iqaluit,2014-11-13,2.5416666666666665
Iqaluit,2014-11-14,1.25
Iqaluit,2014-11-15,1.8333333333333333
Iqaluit,2014-11-16,2.3333333333333335
Iqaluit,2014-11-17,2.7083333333333335
Iqaluit,2014-11-18,0.6666666666666666
Iqaluit,2014-11-19,1.2083333333333333
Iqaluit,2014-11-20,3.2083333333333335
Iqaluit,2014-11-21,2.4583333333333335
Iqaluit,2014-11-22,2.9166666666666665
Iqaluit,2014-11-23,2.375
Iqaluit,2014-11-24,3.3333333333333335
Iqaluit,2014-11-25,3.0416666666666665
Iqaluit,2014-11-26,4.333333333333333
Iqaluit,2014-11-27,3.9583333333333335
Iqaluit,2014-11-28,4.166666666666667
Iqaluit,2014-11-29,3.875
Iqaluit,2014-11-30,4.913043478260869
Iqaluit,2014-12-01,2.7083333333333335
Iqaluit,2014-12-02,3.6666666666666665
Iqaluit,2014-12-03,4.208333333333333
Iqaluit,2014-12-04,3.0833333333333335
Iqaluit,2014-12-05,3.5416666666666665
Iqaluit,2014-12-06,3.7083333333333335
Iqaluit,2014-12-07,1.7916666666666667
Iqaluit,2014-12-08,2.5416666666666665
Iqaluit,2014-12-09,7.916666666666667
Iqaluit,2014-12-10,4.857142857142857
Iqaluit,2014-12-11,5.375
Iqaluit,2014-12-12,11.25
Iqaluit,2014-12-13,7.833333333333333
Iqaluit,2014-12-14,4.791666666666667
Iqaluit,2014-12-15,5.416666666666667
Iqaluit,2014-12-16,7.333333333333333
Iqaluit,2014-12-17,4.708333333333333
Iqaluit,2014-12-18,4.958333333333333
Iqaluit,2014-12-19,4.133333333333334
Iqaluit,2014-12-20,8.538461538461538
Iqaluit,2014-12-21,7.291666666666667
Iqaluit,2014-12-22,3.5
Iqaluit,2014-12-23,4.208333333333333
Iqaluit,2014-12-24,5.791666666666667
Iqaluit,2014-12-25,3.875
Iqaluit,2014-12-26,3.4166666666666665
Iqaluit,2014-12-27,2.2083333333333335
Iqaluit,2014-12-28,4.416666666666667
Iqaluit,2014-12-29,5.541666666666667
Iqaluit,2014-12-30,6.130434782608695
Iqaluit,2014-12-31,
Iqaluit,2015-01-01,
Iqaluit,2015-01-02,
Iqaluit,2015-01-03,
Iqaluit,2015-01-04,
Iqaluit,2015-01-05,185.0
Iqaluit,2015-01-06,
Iqaluit,2015-01-07,5.7368421052631575
Iqaluit,2015-01-08,11.75
Iqaluit,2015-01-09,8.0
