Pollutant//Polluant,Method Code//Code Méthode,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970419,2,3,1,2,1,3,4,3,3,4,5,2,4,2,4,2,1,4,3,2,5,4,3,3
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970420,3,2,1,2,2,2,3,1,3,1,2,1,1,0,0,0,2,1,3,5,3,5,6,3
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970421,3,1,0,3,3,4,11,18,1,0,0,0,9,13,11,12,11,8,5,6,6,4,7,9
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970422,12,9,10,8,11,12,9,13,2,3,2,9,-999,-999,0,0,11,12,6,9,13,8,5,1
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970423,2,1,4,3,1,1,0,0,0,0,0,0,0,1,2,2,2,3,2,2,0,0,0,0
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970424,0,0,1,0,0,1,1,1,0,0,-999,0,0,2,2,0,2,1,1,2,4,1,1,1
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970425,1,1,0,3,3,4,4,5,3,3,0,1,1,1,0,0,1,1,3,5,10,2,2,3
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970426,5,1,0,1,3,3,4,3,2,2,0,4,3,11,16,12,23,8,14,8,6,5,3,6
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970427,7,6,7,7,7,7,7,6,2,0,0,4,7,4,5,11,17,10,8,15,10,12,6,8
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970428,8,6,1,5,7,5,6,4,2,1,0,-999,0,1,3,7,2,1,0,1,0,0,-999,0
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970429,-999,0,0,2,0,1,0,1,2,1,3,1,3,3,4,5,3,4,4,4,4,3,3,4
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970430,3,3,6,7,5,6,11,7,6,10,8,2,4,11,12,10,11,11,12,8,10,8,7,-999
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970501,7,8,7,16,12,12,13,11,12,13,13,9,11,13,8,6,10,10,11,12,13,13,7,12
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970502,7,6,6,9,8,3,3,5,5,8,8,10,4,3,2,2,2,1,0,4,7,1,3,4
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970503,2,3,3,3,6,5,5,4,2,3,1,5,4,5,8,9,9,9,5,0,4,0,-999,0
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970504,1,4,3,5,4,1,4,3,11,11,7,7,5,9,7,7,9,9,1,3,1,2,4,3
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970505,2,4,3,4,5,5,5,5,2,2,2,0,4,6,6,7,5,5,8,8,12,11,8,7
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970506,7,6,6,7,5,6,6,4,4,5,5,6,-999,1,4,4,6,4,8,7,6,5,4,5
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970507,6,4,2,4,3,3,3,3,3,10,8,6,8,5,4,6,8,10,7,3,5,3,1,2
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970508,1,2,2,3,1,1,2,2,1,2,3,2,4,0,0,1,3,2,3,4,4,3,4,4
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970509,3,3,3,4,4,3,4,3,3,1,1,0,0,2,10,10,10,16,7,10,4,2,2,2
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970510,2,2,2,3,1,3,2,1,2,3,0,1,8,9,9,9,8,9,11,10,5,6,6,4
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970511,5,4,6,6,8,3,5,5,1,1,9,10,7,3,4,4,6,8,9,8,5,1,1,1
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970512,2,3,5,4,3,4,6,5,3,2,7,11,13,13,14,17,18,17,14,19,20,18,20,18
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970513,20,19,20,21,20,21,20,24,26,19,48,11,16,16,18,15,12,14,9,9,4,3,3,4
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970514,6,2,1,4,1,1,3,-999,0,5,5,4,5,6,4,13,8,4,20,16,20,18,15,11
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970515,12,9,9,12,9,15,15,18,23,21,18,20,22,19,20,23,18,13,12,9,10,9,8,12
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970516,10,10,7,3,3,1,1,0,0,0,0,0,0,4,4,11,14,12,9,14,12,14,13,14
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970517,15,10,8,10,6,10,11,13,9,6,7,13,9,12,12,13,14,14,19,19,21,17,18,18
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970518,18,19,15,16,16,20,16,19,16,3,1,5,0,0,0,0,2,1,1,2,4,3,2,3
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970519,3,3,3,2,1,2,7,5,9,2,1,1,9,2,3,8,17,14,16,14,16,13,12,17
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970520,16,8,7,6,5,10,6,9,5,7,3,1,2,1,1,0,5,4,5,4,1,4,0,0
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970521,1,2,4,6,7,4,10,6,5,5,2,4,4,5,5,5,5,4,8,10,11,4,1,4
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970522,2,1,1,1,2,2,2,0,0,0,0,2,4,5,4,6,5,1,1,1,2,3,0,1
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970523,3,2,2,2,2,3,2,3,2,2,0,0,0,-999,0,0,0,0,0,2,8,4,4,3
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970524,4,5,4,5,2,6,10,1,-999,-999,0,0,-999,0,3,8,5,5,4,5,4,4,3,4
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970525,1,1,2,4,5,5,8,7,6,7,5,4,4,2,4,5,5,4,3,1,3,2,0,0
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970526,2,3,2,3,2,4,4,6,5,1,1,2,2,1,0,1,2,0,3,2,2,2,3,1
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970527,1,3,2,3,3,3,5,3,0,0,-999,-999,0,-999,0,0,4,8,13,10,6,9,9,12
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970528,8,4,4,6,8,11,13,21,10,17,16,8,8,6,5,10,8,8,8,11,12,10,13,14
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970529,12,12,13,12,11,10,15,17,3,1,0,20,18,12,8,6,10,12,7,12,7,7,7,6
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970530,6,7,8,13,13,14,12,8,6,7,8,6,6,9,9,9,7,8,11,6,5,7,5,7
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970531,3,5,4,4,7,7,7,7,10,11,11,10,10,13,9,10,9,11,11,10,13,7,1,-999
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970601,-999,5,4,5,4,2,2,7,10,12,10,10,6,3,5,7,5,0,0,6,2,2,1,0
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970602,0,4,1,0,0,4,4,4,1,-999,0,0,0,11,7,10,12,4,10,6,5,5,2,0
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970603,1,2,2,4,5,3,4,4,5,0,0,-999,-999,-999,-999,-999,0,0,0,2,1,2,4,3
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970604,2,1,0,2,5,5,5,6,5,-999,0,0,2,3,0,0,2,5,3,6,5,3,4,3
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970605,3,3,3,4,3,4,5,6,6,8,7,4,3,3,4,2,3,2,3,2,3,2,0,1
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970606,3,1,1,0,2,3,2,2,4,3,3,3,4,3,0,2,2,2,3,2,3,6,4,4
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970607,5,5,5,1,3,4,5,6,0,1,2,3,2,1,4,7,6,4,4,2,0,4,6,6
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970608,5,5,7,6,6,6,13,7,2,0,0,9,11,16,12,6,11,13,8,6,2,8,15,8
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970609,4,5,6,6,7,9,11,17,23,15,9,8,6,5,4,8,14,10,10,8,13,10,10,9
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970610,10,10,11,10,11,11,13,15,16,16,22,20,23,25,25,25,32,32,35,37,30,30,35,34
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970611,47,46,45,54,52,45,38,41,26,19,20,24,26,30,32,29,26,25,47,24,24,22,19,18
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970612,23,28,26,26,26,27,32,37,32,41,31,29,30,39,38,5,13,17,13,6,9,19,16,14
PM2.5,706,40203,Saint John,NB,45.308762,-66.008384,19970613,15,14,14,17,18,27,20,27,28,22,22,9,9,7,7,10,8,9,10,5,5,4,3,5
