province,date,ab_size_ha
AB,2010-06-03,8.6014411244
AB,2010-07-13,1.4950307991
AB,2010-04-14,4.9881729546
AB,2010-10-10,3.44209665414
AB,2010-04-19,2.21235450281
AB,2010-05-14,0.20747216847
AB,2010-06-29,4.3969454236
AB,2010-07-22,12.8471832871
AB,2010-05-09,16.9851271146
AB,2010-05-17,0.205864941186
AB,2010-06-20,25.2192529939
AB,2010-05-12,4.92763280253
AB,2010-11-12,12.3254123932
AB,2010-08-01,1.12142853798
AB,2010-11-13,1.51175288112
AB,2010-04-16,3.6572729556
AB,2010-07-14,3.19165792193
AB,2010-04-18,28.82871229
AB,2010-06-03,3.2011014744
AB,2010-08-09,1.8091801911
AB,2010-06-18,3.60358267789
AB,2010-04-20,1.97068919452
AB,2010-07-22,6.6921612596
AB,2010-03-31,5.18122661279
AB,2010-05-18,1.58812032869
AB,2010-04-10,1.64057544848
AB,2010-06-23,1.34670510978
AB,2010-04-19,1.8577193597
AB,2010-10-10,24.7296553454
AB,2010-04-02,1.35919000145
AB,2010-07-23,7.05875282269
AB,2010-06-19,0.251702122694
AB,2010-06-03,6.3418964795
AB,2010-07-29,3.37246841134
AB,2010-07-20,5.4022393244
AB,2010-04-07,0.771175550421
AB,2010-08-08,9.4028759213
AB,2010-04-06,0.5013203861
AB,2010-04-19,1.028668212
AB,2010-07-08,1.8185314531
AB,2010-04-22,3.5140122285
AB,2010-05-15,3.98351333275
AB,2010-04-20,1.0542996534
AB,2010-11-29,22.2839165349
AB,2010-04-29,25.2128250772
AB,2010-04-08,3.15731794128
AB,2010-06-02,1.7565281102
AB,2010-05-17,1.0162721042
AB,2010-06-23,4.48382890544
AB,2010-07-20,2.39847730281
AB,2010-04-14,3.38705015653
AB,2010-10-16,7.89982764625
AB,2010-04-21,0.708452287964
AB,2010-04-12,5.7661866723
AB,2010-04-15,1.321398798
AB,2010-06-20,4.62853629542
AB,2010-05-10,7.57834923587
AB,2010-07-20,4.25088522864
AB,2010-05-06,16.9004071336
AB,2010-09-28,1.25164702201
AB,2010-11-02,5.55981518288
AB,2010-05-16,2.27387443488
AB,2010-04-17,1.33524495798
AB,2010-04-21,4.1214984901
AB,2010-04-20,1.31550535336
AB,2010-11-01,2.12700395152
AB,2010-07-29,5.4226256735
AB,2010-07-14,3.1830629201
AB,2010-07-11,4.5789262934
AB,2010-06-12,23.8805357953
AB,2010-10-06,1.01000067624
AB,2010-06-15,5.62045497011
AB,2010-04-15,30.2582715612
AB,2010-04-20,1.73473449757
AB,2010-08-07,1.85213719079
AB,2010-07-30,1.90540315363
AB,2010-04-05,6.0202961733
AB,2010-08-06,4.35744647069
AB,2010-04-06,18.6384661253
AB,2010-06-19,5.6294903998
AB,2010-07-15,3.85985339764
AB,2010-06-24,5.80409013446
AB,2010-03-20,3.76607922268
AB,2010-04-08,7.2347313414
AB,2010-05-25,1.3335158782
AB,2010-07-22,7.08528686605
AB,2010-10-02,53.34856017
AB,2010-04-17,3.685933853
AB,2010-06-11,18.9009435642
AB,2010-07-23,4.2237712106
AB,2010-06-23,2.2655938257
AB,2010-05-13,11.1088597834
AB,2010-07-22,0.864164547646
AB,2010-05-15,2.79839371586
AB,2010-04-15,8.51253680036
AB,2010-05-07,7.8014735588
AB,2010-06-09,14.8259493807
AB,2010-10-12,1.5083912517
AB,2010-04-13,15.4270359939
AB,2010-04-21,21.1203623322
AB,2010-04-12,14.0450832993
AB,2010-07-10,4.0789360477
AB,2010-06-23,2.30601699563
AB,2010-07-24,25.7845272256
AB,2010-10-10,39.5795956305
AB,2010-05-15,88.9573730814
AB,2010-05-09,4.2007221439
AB,2010-06-29,2.4383926128
AB,2010-05-19,14.5328996012
AB,2010-05-18,10.6872474197
AB,2010-06-20,1.42691056044
AB,2010-04-08,49.9574269803
AB,2010-07-29,9.12322942979
AB,2010-07-06,2.4069635813
AB,2010-05-14,16.9444839551
AB,2010-04-07,6.3755788586
AB,2010-10-18,15.074706327
AB,2010-08-09,4.42601662258
AB,2010-06-28,1.3265612018
AB,2010-04-14,12.6553319317
AB,2010-04-14,22.3240900409
AB,2010-04-06,3.995606414
AB,2010-07-06,1.19306396223
AB,2010-04-08,3.79948341343
AB,2010-05-09,2.7505089108
AB,2010-04-08,0.590389587048
AB,2010-08-07,25.4488490446
AB,2010-07-24,29.2685921578
AB,2010-04-20,13.3795618772
AB,2010-07-23,9.81314765504
AB,2010-07-25,793.838315039
AB,2010-07-16,160.22895681
AB,2010-07-23,1716.57488913
AB,,15.1298979343
AB,2011-06-24,1940.19365618
AB,2011-05-12,19.945242341
AB,2011-05-12,24.9705748841
AB,2011-05-14,213.348214187
AB,2011-05-15,54.209604589
AB,2011-05-15,626.265872918
AB,2011-05-12,41.9885110082
AB,2011-05-14,69.8527891006
AB,2011-05-15,351.688748272
AB,2011-05-14,21610.6628615
AB,2011-05-15,49.2659822342
AB,2011-05-14,412.160616797
AB,2011-05-14,4960.58509928
AB,2011-05-12,260.796406202
AB,2011-06-02,1551.82051691
AB,2011-05-15,183.074209932
AB,2011-05-14,31502.2973239
AB,2011-05-14,348.007254935
AB,2011-05-15,1528.41855913
AB,2011-09-25,393.68822788
AB,2011-05-15,64.1512763219
AB,2011-05-14,101.217700741
AB,2011-05-15,148.602208137
AB,2011-05-15,25.1709188442
AB,2011-05-14,33252.8838839
AB,2011-05-14,4108.26373792
AB,2011-05-15,478.786155837
AB,2011-05-14,17.9513222746
AB,2011-05-15,563.979520367
AB,2011-05-15,457.736420979
AB,2011-06-28,110.081644092
AB,2011-05-14,462658.277804
AB,2011-05-15,172.438336979
AB,2011-05-14,5214.93470155
AB,2011-06-28,42.8260099021
AB,2011-05-14,86.6674245136
AB,2011-05-14,389.78292161
AB,2011-05-15,253.92582575
AB,2011-06-28,27.3296067558
AB,2011-05-15,16504.6464835
AB,2011-05-14,1276.3772096
AB,2011-05-14,93.9035191047
AB,2011-05-14,178.095372675
AB,2011-05-14,376.617696443
AB,2011-05-14,51.9148739708
AB,2011-05-15,71.4903257989
AB,2011-05-15,87.7110427683
AB,2011-05-15,106.895592917
AB,2011-05-14,223.178171524
AB,2011-05-11,263.961860477
AB,2011-05-15,15.2630528141
AB,2011-05-14,62788.2716512
AB,2011-06-28,9974.08026377
AB,2011-05-14,83.275426432
AB,2011-05-14,13330.1599927
AB,2011-05-14,591.890464982
AB,2011-05-14,3580.57435215
AB,2011-05-14,1939.67290057
AB,2011-05-14,3508.22359037
AB,2011-06-04,27401.3603977
AB,2011-05-14,231.032106025
AB,2011-05-11,73.0222688649
AB,2011-05-12,40.002637779
AB,2011-05-15,3.00508062599
AB,2011-05-14,2.10687020599
AB,2011-05-15,3.01187542238
AB,2011-05-14,819.575202553
AB,2011-05-14,1.48136527751
AB,2011-05-14,11.4400714938
AB,2011-05-11,31.2407308339
AB,2011-05-14,33.994487899
AB,2011-06-29,30.8827914791
AB,2011-05-12,1.28539263978
AB,2011-05-11,6.81010262276
AB,2011-08-06,24.2161992587
AB,2011-05-10,31.0997916219
AB,2011-05-14,2.45971874518
AB,2011-11-01,1.5059034953
AB,2011-06-14,10956.7507858
AB,2011-05-15,1.2019897041
AB,2011-05-14,4.38949803099
AB,2011-06-30,569.657429719
AB,2011-06-04,500.742116004
AB,2011-05-21,13.927591233
AB,2011-05-15,66.4677588463
AB,2011-05-14,3.78726918892
AB,2011-05-15,38.9323346563
AB,2011-05-14,1.48987545815
AB,2011-05-15,11.1637278436
AB,2011-05-14,2.49371689042
AB,2011-05-14,10.235029746
AB,2011-05-15,1.67115852459
AB,2011-09-25,4.13108512262
AB,2011-05-14,5.37851968557
AB,2011-05-15,25.2541039613
AB,2011-05-14,2.11599434502
AB,2011-05-15,10.0725160221
AB,2011-05-14,84.1850318267
AB,2011-09-25,6.15621405087
AB,2011-05-14,11.1835600465
AB,2011-05-14,22.4129194629
AB,2011-05-15,11.6741070964
AB,2011-05-14,13.171886756
AB,2011-05-15,1.2483090726
AB,2011-04-30,2.20235123273
AB,2011-09-25,12.9060887226
AB,2011-05-15,5.69282156956
AB,2011-05-14,5.5730430453
AB,2011-05-15,20.4255436098
AB,2011-05-14,13.6089817873
AB,2011-05-14,11.1021304609
AB,2011-05-14,59.4113685469
AB,2011-05-14,2.19334013558
AB,2011-05-14,10.7351502763
AB,2011-08-17,1.68972526408
AB,2011-05-04,2.81151998295
AB,2011-07-04,10.869634206
AB,2011-05-14,1.53365014304
AB,2011-05-24,1.05902183211
AB,2011-05-18,0.00485735917537
AB,2011-08-06,175.271108153
AB,2011-05-15,291.825398513
AB,2011-05-12,3.13201909427
AB,2011-05-29,16.9425725299
AB,2011-05-14,1.92723261018
AB,2011-06-24,99.660487715
AB,2011-05-14,7.6342452459
AB,2011-05-15,5.8879788097
AB,2011-06-23,26.7105664789
AB,2011-05-11,1.97690317522
AB,2011-05-14,1.02906827711
AB,2011-05-15,0.96902478114
AB,2011-05-07,1.11580655536
AB,2011-09-08,4.4845156543
AB,2011-05-14,1.00686514503
AB,2011-07-02,72.2720717913
AB,2011-05-15,3.47469239449
AB,2011-05-11,1.18342396053
AB,2011-05-14,3.28035395665
AB,2011-05-11,1.47548126236
AB,2011-05-27,1.63211987655
AB,2011-05-14,2.4335387297
AB,2011-08-05,2.50211754886
AB,2011-05-15,1.99279761463
AB,2011-05-14,1.1855464494
AB,2011-05-15,0.981133729944
AB,2011-05-14,3.22049096529
AB,2011-05-10,8.68309573234
AB,2011-05-01,45.2687186686
AB,2011-05-10,1.060661879
AB,2011-06-02,1.33807380318
AB,2011-06-03,1.06622857317
AB,2011-06-14,3.48183636409
AB,2011-08-06,32.3130262046
AB,2011-05-15,5.34442418627
AB,2011-05-15,67.0518194423
AB,2011-05-14,2.65166632543
AB,2011-05-29,25.9044967823
AB,2011-05-15,5.5846608387
AB,2011-05-15,14.0663191006
AB,2011-05-15,4.4528713673
AB,2011-05-12,5.84507393913
AB,2011-06-12,13.251617377
AB,2011-05-20,32.6529956504
AB,2011-05-11,3.44981083526
AB,2011-05-12,2.87433545705
AB,2011-05-15,1.01356617185
AB,2011-06-03,34.9583448153
AB,2011-05-15,8.31411316733
AB,2011-05-11,11.0709170228
AB,2011-05-14,8.78511216402
AB,2011-05-23,0.37575659641
AB,2011-05-15,6.37573311438
AB,2011-07-02,1.44029042179
AB,2011-10-09,5.13803480498
AB,2011-05-15,2.88384960665
AB,2011-05-06,5.27113239915
AB,2011-10-26,24.9240059688
AB,2011-07-14,1.33566442351
AB,2011-05-06,1.94507802508
AB,2011-05-14,3.85043821906
AB,2011-06-10,2.68788433693
AB,2011-10-18,4.13080108198
AB,2011-05-12,3.56374992974
AB,2011-05-15,6.20623183309
AB,2011-05-15,1.62084418095
AB,2011-05-01,1.82226145821
AB,2011-04-20,10.3638329746
AB,2011-05-14,6.42313125431
AB,2011-08-13,6.33121700113
AB,2011-05-31,1.15626946754
AB,2011-05-15,17.4504052605
AB,2011-08-07,1.29739889424
AB,2011-07-14,1.80963799761
AB,2011-05-11,139.046703027
AB,2011-05-19,0.80444300567
AB,2011-05-27,8.71925635252
AB,2011-05-16,5.0330475428
AB,2011-05-16,6.18331608312
AB,2011-04-29,2.63508296245
AB,2011-04-28,76.9609528711
AB,2011-05-15,3.12004744774
AB,2011-05-15,1.15188060089
AB,2011-05-15,3.82886632197
AB,2011-05-16,1.34299083411
AB,2011-05-04,19.7639246898
AB,2011-05-15,1.32095600601
AB,2011-05-11,4.13869604906
AB,2011-05-14,2.64708346795
AB,2011-05-15,71.2484837094
AB,2011-06-13,3.59359300831
AB,2011-05-22,3.319765798
AB,2011-05-14,2.07222562934
AB,2011-05-10,3.21219373238
AB,2011-05-16,301.180093821
AB,,19.9673572016
AB,2012-07-07,14456.7960828
AB,2012-07-10,5666.50284039
AB,2012-07-09,1010.387245
AB,2012-07-10,539.964374824
AB,2012-05-13,836.332497158
AB,2012-07-10,20379.6606949
AB,2012-07-05,614.072608444
AB,2012-07-10,1042.22888695
AB,2012-07-10,970.957378873
AB,2012-05-26,77.8677113838
AB,2012-05-13,737.00199266
AB,2012-05-30,42.0192310097
AB,2012-05-26,101.417650913
AB,2012-05-30,649.125666192
AB,2012-07-09,197.305145609
AB,2012-05-13,17.0778212433
AB,2012-06-21,16094.1552337
AB,2012-08-09,12008.6436075
AB,2012-06-21,4750.32762184
AB,2012-07-10,310.902880156
AB,2012-07-09,1130.8526519
AB,2012-08-08,84.7052955488
AB,2012-07-12,2216.38160728
AB,2012-07-10,2474.05353229
AB,2012-07-06,2710.15330404
AB,2012-07-05,9266.12364872
AB,2012-07-16,39.5688890545
AB,2012-07-05,403.186767169
AB,2012-06-21,156827.0896
AB,2012-05-26,341.487052883
AB,2012-06-21,0.0068053207
AB,2012-07-10,1574.94682226
AB,2012-07-10,602.375765588
AB,2012-06-21,2122.50864926
AB,2012-05-17,4221.15451952
AB,2012-07-06,58.9090066496
AB,2012-07-28,1539.73413789
AB,2012-07-06,1170.86818507
AB,2012-07-10,22952.1804067
AB,2012-05-26,1184.82297507
AB,2012-05-28,40.6967516879
AB,2012-07-10,3158.67450774
AB,2012-07-06,139.267058837
AB,2012-07-06,152.682078699
AB,2012-05-30,38.0146499813
AB,2012-07-10,2240.43813339
AB,2012-05-30,1213.6204264
AB,2012-05-12,243.983771853
AB,2012-06-21,3670.76349352
AB,2012-08-08,1.01111893984
AB,2012-05-13,59.4363530911
AB,2012-07-10,174.063049804
AB,2012-07-10,11140.0445624
AB,2012-05-28,2434.7507476
AB,2012-07-09,34935.3168845
AB,2012-06-22,3075.84359352
AB,2012-08-08,4.14351778908
AB,2012-08-08,61.0448910593
AB,2012-08-07,15.1153955346
AB,2012-05-30,152.127503615
AB,2012-06-01,670.65579246
AB,2012-08-22,222.285132942
AB,2012-08-19,116.168584199
AB,2012-06-21,17.5910813936
AB,2012-07-10,410.120552349
AB,2012-07-22,0.813906665449
AB,2012-07-22,16.309374572
AB,2012-07-16,0.13545704291
AB,2012-05-28,9.30694965375
AB,2012-09-27,3.53050457811
AB,2012-07-08,21.9377123347
AB,2012-05-06,35.6595411332
AB,2012-08-08,2.11956613216
AB,2012-05-12,1.9920818228
AB,2012-05-10,1.02649302342
AB,2012-05-07,26.4106556706
AB,2012-07-09,0.297958744975
AB,2012-07-31,1.01978434542
AB,,7515.79917667
AB,2012-09-17,7.0837934383
AB,2012-07-06,0.186315897969
AB,2012-08-08,0.832587341132
AB,2012-07-25,4.9580687302
AB,2012-07-14,5.4234642386
AB,2012-04-19,7.5432465108
AB,2012-04-26,1.3664380611
AB,2012-06-21,20.441541437
AB,2012-07-06,33.0617719393
AB,2012-06-21,1.04940607865
AB,2012-07-06,24.4558355669
AB,2012-06-26,24.9113048663
AB,2012-05-31,7.92707803843
AB,2012-07-03,1.44078973648
AB,2012-07-06,1.92955098918
AB,2012-08-08,1.3708737362
AB,2012-07-16,0.177489009841
AB,2012-08-08,1.10092333789
AB,2012-07-05,493.545535243
AB,2012-05-12,1.7330690739
AB,2012-05-12,7.71273119076
AB,2012-05-28,30.4219228616
AB,2012-05-13,15.2175158665
AB,2012-07-06,13.1733443741
AB,2012-07-06,17.7800771788
AB,2012-07-06,9.45960546258
AB,2012-05-30,18.7411480058
AB,2012-04-04,6.3440549643
AB,2012-05-10,20.3474648771
AB,2012-05-28,12.052535435
AB,2012-08-08,140.987840993
AB,2012-04-23,1.023626723
AB,2012-09-25,1.5077223184
AB,2012-05-30,47.6735444277
AB,2012-06-21,6180.70073825
AB,2012-05-14,9.29129258721
AB,2012-05-20,1.05602918996
AB,2012-07-14,3.4137364076
AB,2012-05-17,1.29429200823
AB,2012-05-20,1.20223706369
AB,2012-05-29,1.47033792181
AB,2012-06-03,1.31114030302
AB,2012-07-10,0.986368099028
AB,2012-04-06,1.10398256928
AB,2012-06-21,1.3725896939
AB,2012-08-13,1.44615792206
AB,2012-04-18,5.74653741033
AB,2012-05-14,3.16601540348
AB,2012-07-26,0.5964809902
AB,2012-05-31,1.442574838
AB,2012-08-08,2.3631575506
AB,2012-08-08,5.58017417278
AB,2012-06-02,1.22163568023
AB,2012-09-18,2.69839876026
AB,2012-08-07,1.07131131937
AB,2012-08-07,1.52989368295
AB,2012-05-10,1.21720398503
AB,2012-07-10,7.51817282442
AB,2012-05-07,5.45346452565
AB,2012-08-08,1.142594352
AB,2012-04-18,14.3261042637
AB,2012-07-28,1.3491560819
AB,2012-04-20,6.21995535845
AB,2012-07-29,1.97919662184
AB,2012-07-10,1.79889590832
AB,2012-07-18,4.4121590737
AB,2012-07-27,5.5886373208
AB,2012-07-14,2.18913402555
AB,2012-05-31,0.837577375806
AB,2012-07-01,2.72448212336
AB,2012-05-14,1.20312326952
AB,2012-07-09,2.3825250037
AB,2012-06-01,1.71012275404
AB,2012-05-11,1.13623939379
AB,2012-08-09,2.11795578822
AB,2012-07-06,9.02719469012
AB,2012-05-12,16.4234178479
AB,2012-07-29,1.0822635861
AB,2012-07-05,9.55168109976
AB,2012-05-07,3.0928858348
AB,2012-04-22,1.21481456134
AB,2012-07-29,2.04639856768
AB,2012-07-29,5.58066846342
AB,2012-08-08,3.30056175188
AB,2012-05-09,78.4861344221
AB,2012-05-09,1.92647902
AB,2012-07-22,23.0449834877
AB,2012-03-14,2.90632482609
AB,2012-07-12,209.573641917
AB,2012-04-23,15.2604391956
AB,2012-05-12,1.1628320954
AB,2012-05-02,16.5804896024
AB,2012-09-14,1.2020892927
AB,2012-07-25,7.03287454813
AB,2012-07-17,4.3628415301
AB,2012-05-10,2.77280468161
AB,2012-05-12,1.4129049457
AB,2012-05-06,12.4883470515
AB,2012-05-08,6.93966456128
AB,2012-10-19,15.0502386113
AB,2012-07-09,2.33000663373
AB,2012-05-11,3.8046004256
AB,2012-05-12,235.949308885
AB,2012-07-12,22.9230767123
AB,2012-05-12,25.0600150756
AB,2012-07-11,7.7097737357
AB,2012-05-01,2.14736851614
AB,2012-07-10,12.7914416094
AB,2012-07-27,1.9265838217
AB,2012-07-14,1.67507166887
AB,2012-07-31,4.53474905293
AB,2012-05-13,436.231782089
AB,2012-07-12,37.5635375073
AB,2012-04-12,2.17133891608
AB,2012-04-10,8.9146907511
AB,2012-05-06,1.8298718874
AB,2012-06-21,12.9130834843
AB,,1.2660845026
AB,,4821.75304644
AB,2012-08-08,1528.95208021
AB,2012-07-25,290.472289766
AB,2012-07-10,72.1753132613
AB,2013-08-07,1964.26391283
AB,2013-10-28,3257.02068794
AB,2013-08-07,258.644618023
AB,2013-08-07,222.102574405
AB,2013-10-28,181.901311593
AB,2013-08-07,8387.57757806
AB,2013-08-07,13.6589735364
AB,2013-08-07,171.686911787
AB,2013-07-09,540.817394367
AB,2013-07-22,345.433369896
AB,2013-08-07,9.58518722671
AB,2013-08-09,90.1471505495
AB,2013-08-07,309.973826382
AB,2013-08-07,1.44199049447
AB,2013-10-28,213.877635692
AB,2013-07-15,60.3636535678
AB,2013-05-29,9.4114646126
AB,2013-05-19,35.1876981248
AB,2013-05-24,20.884692804
AB,2013-08-18,11.4507296706
AB,2013-07-15,116.884956335
AB,2013-05-18,33.158227457
AB,2013-07-11,22.1063254633
AB,2013-07-16,19.8770807173
AB,2013-08-08,11.0965126587
AB,2013-05-12,1.2586278305
AB,2013-07-22,83.8658579412
AB,2013-07-11,451.867146164
AB,2013-07-22,50.5523560624
AB,2013-07-15,222.710019035
AB,2013-06-29,41.8068177267
AB,2013-05-07,0.682870512634
AB,,0.668927195301
AB,2013-05-30,3.27206839902
AB,2013-05-21,9.28583090355
AB,2013-06-29,48.8109008037
AB,2013-08-07,34.3867898965
AB,2013-05-13,2.90669760056
AB,2013-07-09,35.0730573709
AB,2013-07-11,1.16090990816
AB,2013-05-18,1.95978817247
AB,2013-05-29,1.2867194244
AB,2013-10-28,7.35381399312
AB,2013-05-16,1.01353569613
AB,,84.1686773056
AB,2013-05-14,6.55771419187
AB,2013-05-15,1.76164435919
AB,2013-05-31,18.6431144615
AB,2013-07-18,22.5316306435
AB,2013-05-05,1.37375333512
AB,2013-05-26,17.3794213134
AB,2013-05-30,87.6350098501
AB,2013-07-15,7.0421503536
AB,2013-05-24,1.63066106989
AB,2013-07-22,2.64936978463
AB,2013-07-15,6.88586953485
AB,2013-07-15,14.8734940955
AB,2013-07-14,6.22096183542
AB,2013-07-11,2.09978860038
AB,2013-08-10,76.1167963325
AB,2013-08-20,1.14855258937
AB,2013-07-10,10.6092725557
AB,2013-05-20,14.2213545806
AB,2013-05-04,1.67153202353
AB,2013-05-29,3.16537135173
AB,2013-07-07,1.98137227392
AB,2013-06-06,46.6586219085
AB,2013-05-01,34.1040284907
AB,2013-05-20,8.71344415311
AB,2013-07-09,1.54775603511
AB,2013-04-29,1.7898383165
AB,2013-05-21,49.9758694998
AB,2013-06-06,40.1124602878
AB,2013-06-25,3.92941988699
AB,2013-06-07,5.5350687142
AB,2013-06-01,1.5587635643
AB,2013-06-01,1.71026436473
AB,2013-05-30,3.83043291262
AB,2013-06-04,1.63893151701
AB,2013-06-25,9.35735781527
AB,2013-06-06,3.02775421004
AB,2013-07-11,0.2117908434
AB,2013-05-29,1.71623580679
AB,2013-06-02,1.4673880319
AB,2013-07-05,7.70038783971
AB,2013-05-09,0.5313633327
AB,2013-08-15,1.79370921429
AB,2013-05-11,2.8697286194
AB,2013-06-01,66.5684638345
AB,2013-07-19,3.2350444754
AB,2013-05-31,2.1447446841
AB,2013-08-20,1.7813661145
AB,2013-05-23,7.83385133615
AB,2013-07-28,3.52892409756
AB,2013-06-25,3.6828827411
AB,2013-05-21,2.38501351107
AB,2013-05-08,4.89101248619
AB,2013-07-07,11.6057208747
AB,2013-08-09,3.48286950099
AB,2013-05-07,2.06172126755
AB,2013-06-01,3.07248066629
AB,2013-07-13,1.16809436711
AB,2013-05-01,3.1352329764
AB,2013-05-23,2.48507129485
AB,2013-05-29,3.75364355945
AB,,17.0909648677
AB,2013-07-28,2.84954406388
AB,2013-07-13,14.6070580122
AB,2013-05-30,4.64845999267
AB,2013-08-24,7.92998634604
AB,2013-08-19,12.2083976618
AB,2013-06-13,37.0280869426
AB,2013-05-23,2.11736192312
AB,2013-06-24,8.14978153272
AB,2013-07-06,1.36378045047
AB,2013-05-06,1.1640503137
AB,2013-07-14,9.88711505997
AB,2013-08-26,1.57862892565
AB,2013-07-05,1.96124331562
AB,2013-05-24,6.34447394626
AB,2013-06-01,4.0034648279
AB,2013-06-04,84.6070850068
AB,2013-07-01,1.3394526854
AB,2013-05-09,1.22583305179
AB,2013-05-23,8.53968612107
AB,2013-08-25,1.4891112152
AB,2013-07-02,32.3656001015
AB,2013-08-06,3.21652917628
AB,2013-08-01,6.98094731401
AB,2013-05-09,1.2701808009
AB,2013-08-04,7.16390488615
AB,2013-06-04,6.37707695892
AB,2013-05-13,14.1925116077
AB,2013-07-15,7.7302681208
AB,2013-05-15,58.551554555
AB,2013-08-08,3.21583400644
AB,,14.0069443689
AB,,103.618802211
AB,,39.2843785725
AB,,407.448411222
AB,2013-06-07,103.491555214
AB,,7.20231229852
AB,2013-07-30,734.440524357
AB,2013-06-04,13.0604180101
AB,2013-07-05,94.0969935185
AB,2013-07-17,37.7401136354
AB,2014-06-10,7808.34753794
AB,2014-09-19,353.164833128
AB,2014-08-16,8.3340851433
AB,2014-07-08,3702.62527568
AB,2014-09-20,92.535632427
AB,2014-07-08,23.4380145398
AB,2014-07-08,305.047720944
AB,2014-07-03,5933.71907551
AB,2014-07-06,3269.18329334
AB,2014-04-22,6.92171218876
AB,2014-06-28,18.2828565107
AB,2014-07-30,1664.17937818
AB,2014-06-24,94.8091626106
AB,2014-08-05,55.5133330774
AB,2014-06-14,35.3924274391
AB,2014-07-30,35.90411073
AB,2014-06-01,169.551965701
AB,2014-06-01,684.438317087
AB,2014-07-27,36.9706837387
AB,2014-04-08,67.7625313774
AB,2014-06-27,13.5661633597
AB,2014-08-11,6.209768364
AB,2014-06-11,2.0261427337
AB,2014-07-22,8.6898286618
AB,2014-06-26,1.36137175987
AB,2014-07-04,2.3400887627
AB,2014-07-15,35.6176592489
AB,2014-07-15,403.399141069
AB,2014-10-06,3.05149591698
AB,2014-08-02,2.98230444447
AB,2014-07-05,4.45011062721
AB,2014-08-13,10.4031288011
AB,2014-05-04,3.73261815538
AB,2014-07-14,22.6849869019
AB,2014-09-30,15.6394031443
AB,2014-06-11,4.08826444587
AB,2014-07-16,18.8936805485
AB,2014-07-22,5.6965527558
AB,2014-07-21,26.2726915266
AB,2014-07-03,112.283469181
AB,2014-07-15,19.1781175882
AB,2014-07-03,3.3411596713
AB,2014-08-25,70.0681673894
AB,2014-08-17,162.392282017
AB,2014-05-16,1.52560008515
AB,2014-09-17,3.7585175326
AB,2014-05-08,1.96603890717
AB,2014-08-02,1.3741181516
AB,2014-07-27,4.38860090652
AB,2014-05-30,1.6956765677
AB,2014-05-31,1.85827432404
AB,2014-08-16,0.402529850108
AB,2014-04-07,267.402643358
AB,2014-08-16,3.72197019361
AB,2014-07-08,5.87021384418
AB,2014-06-12,23.7264538766
AB,2014-07-30,1.91960068469
AB,2014-09-19,6.96054290788
AB,2014-05-08,48.8698024015
AB,2014-08-03,1.52291221537
AB,2014-08-15,32.2806716987
AB,2014-08-06,3.2932626712
AB,2014-08-13,0.391733994
AB,2014-05-20,32.5073424886
AB,2014-05-25,1.35601694085
AB,2014-05-12,2.13735777953
AB,2014-05-30,12.6935045096
AB,2014-08-25,6.08372356599
AB,2014-05-18,1.05716053998
AB,2014-08-09,1.22127562565
AB,2014-04-14,16.7658008396
AB,2014-08-04,1.1645065324
AB,2014-05-21,6.1074507298
AB,2014-07-03,1.88379982296
AB,2014-05-21,1.7667823887
AB,2014-08-02,4.4536848247
AB,2014-07-14,1.50936018656
AB,2014-07-31,2.81401922605
AB,2014-06-03,1.14951378097
AB,2014-07-24,1.63295937643
AB,2014-07-04,11.3163921244
AB,2014-07-30,1.59012407711
AB,2014-07-16,5.55406143354
AB,2014-09-03,1.79978390747
AB,2014-07-14,3.09249659054
AB,2014-05-21,18.0340013178
AB,2014-07-30,1.62841511098
AB,2014-06-01,1.93118395731
AB,2014-07-03,5.47809726078
AB,2014-08-06,1.20138334049
AB,2014-05-18,1.9976103432
AB,2014-07-13,0.9652954703
AB,2014-08-02,1.21695124717
AB,2014-08-05,24.8083775371
AB,2014-08-06,3.05171674321
AB,2014-05-12,3.33495433956
AB,2014-04-20,3.15943640644
AB,2014-04-28,7.58855084146
AB,2014-05-21,2.5319363282
AB,2014-05-13,2.5155419236
AB,2014-07-15,2.07611845015
AB,2014-07-16,11.7618109672
AB,2014-06-28,2.8017760361
AB,2014-06-28,3.29851550789
AB,2014-05-20,23.9356181633
AB,2014-05-07,11.4097021056
AB,2014-05-13,4.1624002451
AB,2014-06-01,26.6013927292
AB,2014-07-29,1.77743841058
AB,2014-05-13,9.22825941727
AB,2014-08-05,1.4795051428
AB,2014-07-13,5.4225954709
AB,2014-06-16,4.27086921585
AB,2014-07-31,11.3598695795
AB,2014-07-28,3.1983042109
AB,2014-05-12,2.59175568745
AB,2014-06-03,13.55078114
AB,2014-05-30,7.72304012988
AB,2014-05-21,1.15335503901
AB,2014-08-07,5.2801866274
AB,2014-08-03,2.5083598512
AB,2014-04-29,2.47214536448
AB,2014-04-29,9.32580098823
AB,2014-05-10,1.5750512431
AB,2014-05-22,1.1961565868
AB,2014-05-11,2.75244682952
AB,2014-10-20,4.023815871
AB,2014-08-15,1.14977076023
AB,2014-08-17,19.2578491224
AB,2014-05-21,2.02739992385
AB,2014-05-24,3.12045385817
AB,2014-05-18,1.04038606963
AB,2014-08-02,2.77754092396
AB,2014-09-19,1.81613434334
AB,2014-06-28,2.08373138741
AB,2014-06-16,4.76350448481
AB,2014-07-22,4.0823374649
