province,date,ab_size_ha
AB,2006-06-05,1.91946893511
AB,2006-04-19,0.203994363
AB,2006-07-05,7.96541572722
AB,2006-04-14,18.6334460398
AB,2006-04-29,9.2973991359
AB,2006-06-23,31.8459870065
AB,2006-08-17,43.4126333177
AB,2006-07-03,0.533321630772
AB,2006-05-15,2.44998619336
AB,2006-05-19,97.7201310931
AB,2006-05-07,2.1308010949
AB,2006-06-24,2.5093519191
AB,2006-07-22,1.42364388417
AB,2006-07-06,4.10134650117
AB,2006-10-18,63.4613951169
AB,2006-04-14,5.95633223835
AB,2006-04-22,73.5769172349
AB,2006-05-17,1.49563170128
AB,2006-07-05,6.3075573954
AB,2006-06-18,1.8826029497
AB,2006-04-24,15.7884723042
AB,2006-06-15,60.3388523666
AB,2006-06-18,4.7305703889
AB,2006-06-29,24.6055003228
AB,2006-04-14,12.3542555783
AB,2006-07-03,6.96968553986
AB,2006-04-15,0.1296269504
AB,2006-07-07,1.1552685673
AB,2006-04-17,85.1688566094
AB,2006-05-12,1.41978733612
AB,2006-04-17,31.2995334422
AB,2006-07-21,3.50932188548
AB,2006-04-25,2.70109316939
AB,2006-05-16,1.30920838651
AB,2006-04-25,3.01975951398
AB,2006-08-13,43.5211701666
AB,2006-07-03,1.47556686191
AB,2006-07-05,21.632614867
AB,2006-04-24,4.71157337979
AB,2006-04-21,1.25141552422
AB,2006-04-19,1.13301546042
AB,2006-07-04,16.1967039461
AB,2006-07-03,2.45875016638
AB,2006-04-21,2.83620365731
AB,2006-04-20,3.15284388933
AB,2006-06-24,16.8692930778
AB,2006-06-28,170.623325278
AB,2006-07-03,3.05886713042
AB,2006-10-06,1.45981674716
AB,2006-04-28,1.0338206035
AB,2006-04-25,62.0714239646
AB,2006-06-29,12.0100434471
AB,2006-06-16,2.43157263645
AB,2006-04-05,0.717533516866
AB,2006-07-05,3.7307207519
AB,2006-04-19,12.1057549115
AB,2006-07-05,2.04688055705
AB,2006-07-05,3.31226570782
AB,2006-07-05,52.8454257826
AB,2006-07-04,22.1491722596
AB,2006-06-28,4.84387170137
AB,2006-07-04,70.949408053
AB,2006-04-24,3.3290301625
AB,2006-06-28,90.0492488764
AB,2006-07-04,24.908796911
AB,2006-06-28,14.2890503164
AB,2006-06-02,54.5574560294
AB,2006-07-05,105.297173205
AB,2006-04-19,2.54909399934
AB,2006-06-29,2.0353511236
AB,2006-05-12,6.54071026023
AB,2006-04-29,1.09441808628
AB,2006-06-28,11.7309405279
AB,2006-04-20,0.487189274397
AB,2006-10-03,9.72642416285
AB,2006-07-04,3.9431467226
AB,2006-06-27,8.6154397263
AB,2006-04-23,3.1340676539
AB,2006-04-20,10.9476334752
AB,2006-05-16,5.7840189541
AB,2006-06-28,1.78672653327
AB,2006-06-29,2.66886767485
AB,2006-04-15,3.5754820116
AB,2006-06-16,20.5932835832
AB,2006-07-23,1.73546277159
AB,2006-07-20,2.09150574676
AB,2006-04-14,68.9454202531
AB,2006-07-04,7.0800341185
AB,2006-06-15,38.7211596807
AB,2006-04-04,265.188605579
AB,2006-02-12,24.1993175257
AB,2006-06-29,1.73841900919
AB,2006-04-13,1.1915882985
AB,2006-07-05,5.2719347806
AB,2006-04-22,3.05990476451
AB,2006-07-22,65.7646917346
AB,2006-06-18,26.0757671257
AB,2006-01-04,0.9560512575
AB,2006-06-29,1.470295593
AB,2006-06-27,7.1477156553
AB,2006-04-19,50.6953644795
AB,2006-04-21,3.18272076075
AB,2006-06-15,5.73120589541
AB,2006-04-29,7.7263607911
AB,2006-04-13,2.47887243852
AB,2006-07-20,1.5228675716
AB,2006-04-05,3.62616222835
AB,2006-04-17,2.49197070541
AB,2006-04-10,1.16819672088
AB,2006-04-14,1.0626957972
AB,2006-04-19,19.6978435533
AB,2006-04-27,0.9060082183
AB,2006-04-22,3.1938103728
AB,2006-07-01,2.45992423574
AB,2006-06-27,2.27661749308
AB,2006-06-02,5.37364426608
AB,2006-07-05,4.22875461216
AB,2006-04-30,6.78179185299
AB,2006-07-04,18.5763018042
AB,2006-08-18,1.08781905038
AB,2006-04-25,2.91888644109
AB,2006-06-28,5.2941914961
AB,2006-04-13,7.5088302605
AB,2006-10-08,59.1351374088
AB,2006-05-10,40.2279462952
AB,2006-04-20,1.26392719653
AB,2006-06-30,4.7585162835
AB,2006-06-29,5.3363814749
AB,2006-06-18,77.4601698219
AB,2006-06-20,3287.88395062
AB,2006-07-06,186.322641658
AB,2006-06-16,115.763282766
AB,2006-07-03,131.509162689
AB,2006-07-21,71.2410672646
AB,,2.16172636207
AB,,21.4370542043
AB,,5.67439037281
AB,2006-06-25,2933.74718076
AB,,6.66256442228
AB,,19.448884988
AB,2007-07-17,10082.233106
AB,2007-06-01,126.880208761
AB,2007-07-17,295.043362175
AB,2007-07-17,60491.0118711
AB,2007-06-01,484.663884881
AB,2007-06-27,21.8451744372
AB,2007-06-14,346.324168912
AB,2007-06-01,15614.8032038
AB,2007-07-17,66.8083441197
AB,2007-06-02,65.4202810241
AB,2007-07-20,33.5595825227
AB,2007-05-01,62.6795902748
AB,2007-06-13,2055.71973302
AB,2007-05-29,112.219808584
AB,2007-07-20,141.716378329
AB,2007-06-26,3.95118292863
AB,2007-04-26,1.08627937913
AB,2007-07-05,2.15730686157
AB,2007-06-06,1.62147160304
AB,2007-01-25,3.78114304977
AB,2007-07-28,2.12821748818
AB,2007-04-26,241.530883188
AB,2007-05-15,7.12830120935
AB,2007-06-13,126.802404867
AB,2007-07-20,2.7430918707
AB,2007-07-15,3.13885676055
AB,2007-08-03,0.1098396869
AB,2007-05-17,1.90880573518
AB,2007-07-12,6514.00175121
AB,2007-04-26,2.26864338678
AB,2007-06-06,2.3514582344
AB,2007-05-27,6.6651071322
AB,2007-07-14,2.3654220965
AB,2007-07-12,6.11705317636
AB,2007-04-30,1.46058390288
AB,2007-05-16,0.545532689384
AB,2007-07-14,5.65366011626
AB,2007-04-22,9.31771969727
AB,2007-07-22,54.566344168
AB,2007-05-25,0.83255247216
AB,2007-04-24,5.04772636222
AB,2007-07-17,2.9595974766
AB,2007-06-17,1.4939760184
AB,2007-07-28,1.8508162759
AB,2007-04-21,2.48992865862
AB,2007-07-15,3.75204171485
AB,2007-06-13,3.07494245593
AB,2007-07-20,3.56199159966
AB,2007-05-19,9.70584285434
AB,2007-04-29,1.58524567265
AB,2007-07-05,0.111768457586
AB,2007-07-14,3.2810089115
AB,2007-07-30,1.13229917408
AB,2007-05-27,1.75161565629
AB,2007-04-26,2.56022397553
AB,2007-06-13,8.7546784958
AB,2007-05-24,1.1546215262
AB,2007-06-03,3.50902096293
AB,2007-07-29,1.87645493948
AB,2007-05-27,413.277279589
AB,2007-07-27,0.496901549195
AB,2007-07-17,18.7239172075
AB,2007-04-28,1.666935597
AB,2007-04-21,3.81411326385
AB,2007-06-23,25.286518903
AB,2007-05-11,180.667732772
AB,2007-07-05,1.24437117507
AB,2007-04-21,26.0922566447
AB,2007-07-15,21.2757129468
AB,2007-05-17,1.27207328764
AB,2007-07-14,32.9185110695
AB,2007-06-17,6.24307589169
AB,2007-04-25,3.09307381672
AB,2007-06-01,66.1310305405
AB,2007-04-20,16.3812490316
AB,2007-07-15,29.1135804563
AB,2007-06-18,0.83314595284
AB,2007-07-15,17.6628029772
AB,2007-05-07,10.7548364014
AB,2007-05-13,1.36223672461
AB,2007-06-13,42.5634735062
AB,2007-04-24,1.77008440006
AB,2007-07-14,1.9088130449
AB,2007-04-28,4.96204960475
AB,2007-07-14,4.9142714249
AB,2007-05-16,2.36898507871
AB,2007-07-14,2.2860421261
AB,2007-06-02,4.6396918607
AB,2007-06-13,5.13962376399
AB,2007-06-28,1.37709132811
AB,2007-07-12,4.25097624708
AB,2007-07-17,49.4789814446
AB,2007-04-22,5.1201060949
AB,2007-07-17,7.25672242878
AB,2007-07-15,1.51711321284
AB,2007-04-27,1.77637564098
AB,2007-07-27,1.6357005277
AB,2007-07-06,3.0573120038
AB,2007-04-30,2.37215423735
AB,2007-07-15,1.6611305228
AB,2007-07-15,4.2554385678
AB,2007-05-01,6.41958567577
AB,2007-05-10,21.1998011077
AB,2007-06-02,2.68349028739
AB,2007-06-14,48.7212836602
AB,2007-07-27,2.2246787218
AB,2007-04-13,2.26691877427
AB,2007-07-17,59.0507438623
AB,2007-06-18,1.45674035233
AB,2007-04-23,22.0049044411
AB,2007-05-26,11.9675427896
AB,2007-07-15,19.5579443975
AB,2007-05-01,16.2706823188
AB,2007-04-28,0.2357854766
AB,2007-04-25,2.89628928797
AB,2007-07-14,5.51118191295
AB,2007-06-13,1559.91153648
AB,2007-06-22,205.303933506
AB,2007-06-16,555.848861832
AB,2007-06-13,75.9164729841
AB,2007-06-24,96.868906676
AB,,4.14300386759
AB,,5.49731681217
AB,2007-06-17,11.6599156286
AB,,2.70214554
AB,2007-07-06,13.2424620085
AB,,3.49428353843
AB,,27.6423191803
AB,,12.9703243313
AB,,1.62128970863
AB,,2.4319065704
AB,,6.66501595144
AB,2007-06-15,69.715727456
AB,2008-05-15,70.0879182532
AB,2008-06-11,1807.23107957
AB,2008-08-10,4.35881324393
AB,2008-07-17,7704.59652176
AB,2008-05-15,1068.47254868
AB,2008-05-28,49.6006974709
AB,2008-04-03,2.01599660907
AB,2008-07-03,0.932385426977
AB,2008-06-04,424.931663219
AB,2008-08-26,849.358723662
AB,2008-06-29,175.093108826
AB,2008-05-15,7.51093148331
AB,2008-05-28,3.79707450828
AB,2008-05-15,93.5550802633
AB,2008-07-03,72.7683653416
AB,2008-05-15,24.7121159545
AB,2008-06-06,179.470912267
AB,2008-06-21,33.6059569343
AB,2008-07-03,180.635921971
AB,2008-07-03,11.2157920161
AB,2008-05-28,1.9891119812
AB,2008-05-09,56.1139063239
AB,2008-05-10,8.5997209174
AB,2008-05-15,0.01020570931
AB,2008-07-11,35.2879553872
AB,2008-06-08,0.006239637
AB,2008-06-03,17.0056981579
AB,2008-07-27,0.1030384058
AB,2008-05-15,130.622984601
AB,2008-07-10,28.9408776338
AB,2008-06-20,4.56989370831
AB,2008-06-03,4.73542942732
AB,2008-05-02,0.191335251312
AB,2008-05-13,1.62862091743
AB,2008-07-26,0.193324022877
AB,2008-06-04,0.5796205823
AB,2008-06-19,17.7202681976
AB,2008-10-23,56.8968859568
AB,2008-05-04,0.8900060964
AB,2008-06-04,15.2643325553
AB,2008-06-06,0.0680777436
AB,2008-05-17,0.9489920865
AB,2008-07-02,31.3918016045
AB,2008-07-13,0.0459652325
AB,2008-08-09,1.33601751311
AB,2008-03-17,27.6485720674
AB,2008-07-10,45.9046605114
AB,2008-05-07,0.0877716368629
AB,2008-09-13,40.138064533
AB,2008-07-03,0.261994185803
AB,2008-04-19,0.520790840537
AB,2008-06-03,1.03182051052
AB,2008-07-21,0.114802069
AB,2008-07-03,4.37607459337
AB,2008-08-09,11.4227623894
AB,2008-07-03,4.02477853225
AB,2008-06-19,0.826408651687
AB,2008-05-03,3.55153743264
AB,2008-05-15,6.62478494096
AB,2008-08-18,5.3240399144
AB,2008-05-15,38.2732049576
AB,2008-01-14,7.16452403855
AB,2008-06-29,0.402745900579
AB,2008-07-16,0.896922731627
AB,2008-05-29,3.83284748735
AB,2008-07-24,0.1728897021
AB,2008-06-05,5.16231147393
AB,2008-07-26,1.49974331513
AB,2008-05-17,5.87619202957
AB,2008-05-29,1.28454759442
AB,2008-05-02,4.09756479832
AB,2008-07-02,21.0690227589
AB,2008-08-09,7.3459067511
AB,2008-05-15,3.55833691758
AB,2008-05-15,2.700401817
AB,2008-04-17,11.7976264682
AB,2008-10-25,14.7030452113
AB,2008-06-03,16.5441211101
AB,2008-05-15,2.50862130234
AB,2008-06-06,2.90071498464
AB,2008-07-03,0.224598761
AB,2008-06-04,9.6566492676
AB,2008-07-28,34.2089456662
AB,2008-08-10,6.76028871775
AB,2008-07-23,0.0948120676721
AB,2008-07-28,70.5489160833
AB,2008-06-27,1.10788726602
AB,2008-08-08,0.513629664115
AB,2008-05-29,5.19148606637
AB,2008-10-21,1.92460421431
AB,2008-05-12,2.03166944551
AB,2008-05-06,6.93923728008
AB,2008-05-10,0.876259364876
AB,2008-05-16,1.72633347097
AB,2008-09-24,5.19442577829
AB,2008-06-24,11.7225455026
AB,2008-07-23,1.83226901848
AB,2008-05-18,1.48937941667
AB,2008-04-17,0.3567945663
AB,2008-06-03,2.94302970069
AB,2008-06-29,1.4355474576
AB,2008-04-10,1.4790248522
AB,2008-06-21,5.91172430254
AB,2008-10-25,0.0159245901
AB,2008-06-03,1.07232275223
AB,2008-08-09,1.90264972063
AB,2008-07-27,2.68668329839
AB,2008-07-27,20.4404721361
AB,2008-10-21,7.27517025804
AB,2008-10-04,7.6348686804
AB,2008-05-15,9.06632120716
AB,2008-05-15,5.7562185377
AB,2008-06-03,3.53700211424
AB,2008-04-16,11.6381604577
AB,2008-04-19,5.10535837282
AB,2008-04-14,9.4064868384
AB,2008-08-09,1.30283186136
AB,2008-06-03,6.5329563353
AB,2008-05-15,3.37646154516
AB,2008-08-08,3.69704471627
AB,2008-05-30,1.59056914354
AB,2008-04-12,6.29005884393
AB,2008-08-09,5.2444922197
AB,2008-06-11,20.0341437104
AB,2008-05-07,3.57044042777
AB,2008-06-13,3.09762671832
AB,2008-05-29,7.6212368902
AB,2008-07-27,40.685522107
AB,2008-05-15,36.0982401787
AB,2008-06-03,1.58821027505
AB,2008-05-10,2.33081274469
AB,2008-03-22,5.39485673723
AB,2008-05-07,37.7415417074
AB,2008-05-29,6.31381572014
AB,2008-07-03,10.7197672725
AB,2008-07-15,1.36527989722
AB,2008-08-09,1.99886936644
AB,2008-06-27,1.42811704609
AB,2008-06-05,1.33582811081
AB,2008-05-16,2.03886936441
AB,2008-07-24,3.81704537793
AB,2008-04-14,18.7078456607
AB,2008-07-04,2.9724619531
AB,2008-05-18,1.04943931073
AB,2008-05-26,2.519177998
AB,2008-06-29,1.08069649035
AB,2008-06-19,22.9783260284
AB,2008-07-27,1.9619895028
AB,2008-05-29,2.8127918745
AB,2008-06-04,1.91911310242
AB,2008-02-16,1.44030395123
AB,2008-07-27,1.5936374731
AB,2008-05-04,2.42985653042
AB,2008-05-29,1.61919720295
AB,2008-03-27,3.36221403491
AB,2008-08-07,1.9803409428
AB,2008-07-29,4.0940019893
AB,2008-05-03,23.7980072535
AB,2008-06-26,4.968615091
AB,2008-06-19,3.09792715751
AB,2008-05-17,2.1892856302
AB,2008-05-15,1.66385047507
AB,2008-10-09,2.59685498522
AB,2008-06-20,3.03833794447
AB,2008-06-03,4.70660130746
AB,2008-06-28,5.4708556412
AB,2008-06-06,12.6625319587
AB,2008-05-05,3.97613758047
AB,2008-03-22,1.72063041805
AB,2008-05-14,2.8429305803
AB,2008-09-20,10.6053414588
AB,2008-02-26,1.3412926935
AB,2008-07-27,4.21869734729
AB,2008-06-06,1.8689389442
AB,2008-05-16,14.7120708606
AB,2008-10-27,7.56709462628
AB,2008-05-14,2.470861732
AB,2008-06-06,1.0347852065
AB,2008-10-27,0.940763498075
AB,2008-06-29,3.10195539831
AB,2008-06-06,1.3455181195
AB,2008-05-04,2.05184324378
AB,2008-05-16,32.6933490964
AB,,21.432342673
AB,,76.0189030061
AB,,3.63161485429
AB,,0.044556283391
AB,2008-08-14,419.163396145
AB,2008-08-17,138.059540431
AB,,2.25163675618
AB,2008-05-18,74.8355807559
AB,2008-06-06,248.508669445
AB,2008-05-17,27.1321762836
AB,,1.8004805032
AB,,2.59677681825
AB,,29.2721997527
AB,,44.7560091786
AB,,4.8638879744
AB,,10.628468347
AB,,2.2517818093
AB,,3.78213276284
AB,,8.91660166725
AB,,6.57503528511
AB,2008-08-06,566.831889717
AB,2009-06-13,62.8048140094
AB,2009-06-13,309.262705495
AB,2009-06-13,6063.53105348
AB,2009-06-13,585.428902758
AB,2009-06-13,5588.75613461
AB,2009-06-17,21.2638740573
AB,2009-06-13,122.940663739
AB,2009-06-13,117.820583605
AB,2009-06-14,37.4268670979
AB,2009-06-14,60.2680793689
AB,2009-06-14,26.7322604194
AB,2009-06-17,821.465756202
AB,2009-06-14,402.32423406
AB,2009-06-14,47.7407444366
AB,2009-05-03,136.767814694
AB,2009-09-23,1100.97077962
AB,2009-06-13,56.2885448891
AB,2009-06-13,236.325334455
AB,2009-06-13,41.3133797853
AB,2009-06-14,4859.85723972
AB,2009-06-14,3350.03508982
AB,2009-05-03,20.2880265883
AB,2009-06-14,7.1077085583
AB,2009-06-14,203.001046328
AB,2009-05-11,42.3269203266
AB,2009-06-13,41.8348609576
AB,2009-09-23,37.2132075541
AB,2009-05-31,1430.12917107
AB,2009-06-13,32.8179510551
AB,2009-06-13,10480.3600805
AB,2009-06-13,58.1701385074
AB,2009-06-15,5860.13779874
AB,2009-06-13,2.9373586396
AB,2009-06-13,3.50194410611
AB,2009-06-17,4.53052095851
AB,2009-06-13,2.1292071808
AB,2009-05-03,2.49737442494
AB,2009-06-13,9.80653196721
AB,2009-06-14,7.22920215906
AB,2009-06-13,6.15567214109
AB,2009-06-13,4.2151651786
AB,2009-06-14,9.0096646675
AB,2009-09-23,13.0198418787
AB,2009-09-23,15.3157506864
AB,2009-05-03,1.1081798618
AB,2009-05-02,22.2736425421
AB,2009-05-03,196.071262944
AB,2009-06-22,6.71762819208
AB,2009-06-08,1.27982987869
AB,2009-06-04,0.220575453295
AB,2009-05-05,129.482581148
AB,2009-05-03,0.783383459215
AB,2009-07-10,3.87853309388
AB,2009-05-07,14.3025497289
AB,2009-05-30,15.2400564191
AB,2009-06-13,288.351011491
AB,2009-05-07,9.2490055495
AB,2009-04-27,3.7115667257
AB,2009-06-14,48.4515045983
AB,2009-06-16,104.974744627
AB,2009-11-14,959.125331087
AB,2009-04-16,5.55563724919
AB,2009-06-13,2.39873102331
AB,2009-05-15,0.387852778197
AB,2009-04-30,4.70017933505
AB,2009-06-14,5.33778621454
AB,2009-06-13,27.47615068
AB,2009-08-08,1.24740553671
AB,2009-06-15,19.1035477081
AB,2009-06-21,16.2389873304
AB,2009-06-15,1.37673003895
AB,2009-07-04,3.99801698025
AB,2009-06-14,1.7071998425
AB,2009-06-15,9.47478448555
AB,2009-06-26,2.00780499142
AB,2009-05-11,1.92529147915
AB,2009-06-13,1.004102699
AB,2009-07-24,1.8161429986
AB,2009-06-14,0.295360813
AB,2009-09-24,1.80497176292
AB,2009-04-16,3.95074116084
AB,2009-06-15,0.8323503555
AB,2009-11-20,8.70389525294
AB,2009-06-10,1.95786515297
AB,2009-06-21,25.9489042017
AB,2009-09-19,2.6451607128
AB,2009-06-05,1.5564571738
AB,2009-05-11,1.28892221954
AB,2009-04-19,44.2960706625
AB,2009-08-23,1.08974906328
AB,2009-05-02,1.69853399273
AB,2009-09-24,11.9822033849
AB,2009-05-02,1.43230117182
AB,2009-06-13,2.6679030379
AB,2009-06-03,15.7069918592
AB,2009-06-13,1.09166467558
AB,2009-06-05,1.2470554714
AB,2009-06-10,279.706448796
AB,2009-06-15,2.4262035048
AB,2009-06-13,3.75108397081
AB,2009-06-12,34.2868337717
AB,2009-06-15,5.19816540215
AB,2009-06-16,1.9285466812
AB,2009-05-30,12.3838135132
AB,2009-06-16,2.1371832326
AB,2009-06-11,6.81999922211
AB,2009-06-13,4.87429459227
AB,2009-09-28,4.1837675434
AB,2009-06-14,1.26351935216
AB,2009-09-03,0.14375378536
AB,2009-05-02,7.91864842022
AB,2009-05-04,1.0224108174
AB,2009-07-08,153.639845599
AB,2009-04-19,3.08243325208
AB,2009-04-28,2.6375494977
AB,2009-06-11,2.8676319538
AB,2009-05-17,2.23637432974
AB,2009-05-23,9.99986212839
AB,2009-05-30,1.68229504982
AB,2009-05-11,85.6803448915
AB,2009-04-18,2.78126049039
AB,2009-07-16,1.10474280626
AB,2009-06-29,3.84472188464
AB,2009-06-09,1.353623355
AB,2009-05-04,2.71640283217
AB,2009-05-17,4.94563304377
AB,2009-09-28,1.33456179288
AB,2009-06-15,1.1562908697
AB,2009-06-13,12.1993892166
AB,2009-06-17,5.85141768737
AB,2009-06-15,19.2859811595
AB,2009-06-25,29.1049899643
AB,2009-08-09,2.37145831428
AB,2009-05-05,4.66570715623
AB,2009-07-24,2.06621434749
AB,2009-04-12,3.17154286336
AB,2009-06-13,11.6464591434
AB,2009-05-24,4.7837894147
AB,2009-06-02,1.55492017231
AB,2009-04-20,2.5189445187
AB,2009-06-19,14.6740194794
AB,2009-05-03,2.83474813784
AB,2009-05-17,1.1720487961
AB,2009-05-16,11.0685593495
AB,2009-06-19,1.7521506259
AB,2009-09-03,3.073669779
AB,2009-06-13,4.4179747537
AB,2009-06-13,1.4618661231
AB,2009-05-06,5.76420334811
AB,2009-08-08,2.7786368809
AB,2009-05-02,10.0052072506
AB,2009-06-14,7.8775684263
AB,2009-04-09,2.7520978191
AB,2009-06-14,55.2191414884
AB,2009-06-17,36.0057898969
AB,2009-06-19,17.9712429308
AB,2009-05-03,2.1839657192
AB,2009-04-28,3.82296725964
AB,2009-05-04,11.6730716442
AB,2009-06-13,7.2736503818
AB,2009-08-04,5.10546623058
AB,2009-05-10,175.634991512
AB,2009-05-22,4.2731086042
AB,2009-05-04,15.9189242514
AB,2009-08-07,6.86624848954
AB,2009-06-13,3.96435462231
AB,2009-06-04,4.2502406784
AB,2009-05-30,1.95097319308
AB,2009-07-16,7.2386044538
AB,2009-06-12,7.88876517009
AB,2009-07-23,2.91797710136
AB,2009-06-16,90.0166500037
AB,2009-05-24,25.7761760318
AB,2009-05-16,1.1825119669
AB,2009-04-27,1.27198058189
AB,2009-08-22,5.6093032728
AB,2009-05-02,2.6299555722
AB,2009-05-20,4.2654888386
AB,2009-05-17,8.89272376137
AB,2009-05-24,19.9406544195
AB,2009-06-13,1.12945360679
AB,2009-08-22,18.1402041014
AB,2009-05-17,1.3654349665
AB,2009-07-31,7.3444068826
AB,2009-04-20,53.8671998286
AB,2009-05-23,23.6421810142
AB,2009-05-30,1.6529748075
AB,2009-05-24,5.74041239407
AB,2009-04-11,5.23164534151
AB,2009-07-26,20.1070777978
AB,2009-05-30,0.0209099755358
AB,2009-06-15,12.2749264133
AB,2009-05-28,3.82974079935
AB,2009-09-03,9.40990191021
AB,2009-06-13,2.99464397321
AB,2009-06-14,3.61135061741
AB,2009-06-07,2.51844824
AB,2009-07-16,2.07790342798
AB,2009-04-27,68.9887185263
AB,2009-06-13,7.08911901933
AB,2009-06-16,4.19877848036
AB,2009-04-22,4.1928024763
AB,2009-06-13,4.6956246142
AB,2009-04-21,2.06273032932
AB,2009-05-03,1.68641117824
AB,2009-06-14,10.8420789848
AB,2009-05-02,4.7046109707
AB,2009-06-12,1.21027590506
AB,2009-06-13,2.2894755377
AB,2009-05-24,3.2830792337
AB,2009-06-13,43.192917343
AB,2009-08-16,1.4339136034
AB,2009-05-06,185.630154465
AB,2009-06-14,2884.86366443
AB,2009-06-12,6684.95121698
AB,2009-05-31,968.242259274
AB,,58.4202978674
AB,2009-05-03,25.1243572256
AB,,8.3763672654
AB,,4.59331214606
AB,,7.20560486225
AB,,47.9955038549
AB,2010-06-11,2414.31900677
AB,2010-05-11,69.8535940957
AB,2010-05-11,593.895291118
AB,2010-05-11,62.8769430254
AB,2010-06-20,126.123421451
AB,2010-04-21,13.4242195025
AB,2010-05-11,60.2073920849
AB,2010-07-24,2574.10774025
AB,2010-06-19,292.66191116
AB,2010-06-15,26961.4665101
AB,2010-07-16,24706.5169339
AB,2010-07-15,45.235957244
AB,2010-05-26,7.170431946
AB,2010-07-15,9.3975714331
AB,2010-07-23,413.962074761
AB,2010-07-23,2649.05149933
AB,2010-07-23,535.206777682
AB,2010-07-21,3.4628237191
AB,2010-07-29,897.176339662
AB,2010-07-22,1162.69945684
AB,2010-07-29,193.873262189
AB,2010-06-11,42.9731350684
AB,2010-06-19,3.71134703379
AB,2010-07-29,1.20329701455
AB,2010-06-23,0.137561428978
AB,2010-07-20,111.316496246
AB,2010-07-23,38.0459603654
AB,2010-06-21,26.1692610634
AB,2010-04-15,2.00506031276
AB,2010-08-07,93.4383776046
AB,2010-07-29,1.24788007461
AB,2010-06-19,5.84257139749
AB,2010-04-18,21.266437273
AB,2010-10-09,12.0751473785
AB,2010-04-14,45.1995261992
AB,2010-04-17,3.6212081393
AB,2010-05-02,4.78076581009
AB,2010-05-02,1.01104209518
AB,2010-07-23,15.3436118085
AB,2010-07-29,7.02428256432
AB,2010-06-09,24.4242516674
AB,2010-04-17,1.81358459835
AB,2010-06-20,4.12997760662
AB,2010-08-07,1.79891895185
AB,2010-07-21,5.1845023227
AB,2010-03-08,2.44845268589
AB,2010-04-04,80.2775177233
AB,2010-05-15,0.0156800942447
AB,2010-06-24,2.49493406012
AB,2010-07-22,1.82323973752
AB,2010-05-18,2.18664299012
AB,2010-10-12,2.7523502461
AB,2010-05-02,6.44452515769
AB,2010-04-17,0.539414626029
AB,2010-07-24,27.3794115488
AB,2010-04-14,2.3256959215
AB,2010-06-03,11.2695579472
AB,2010-10-11,3.4220556021
AB,2010-04-06,3.31904059691
AB,2010-04-05,4.05449770727
AB,2010-04-20,1.31781947674
AB,2010-03-01,2.60780208238
AB,2010-06-19,1.2215251841
AB,2010-04-21,1.4176775261
AB,2010-04-30,1.80262754423
AB,2010-04-18,11.0091995119
AB,2010-06-11,54.8221133173
AB,2010-06-11,17.8301815973
AB,2010-08-07,3.76184834172
AB,2010-07-30,3.2417976237
AB,2010-07-25,2.1660583409
AB,2010-04-23,1.89899375476
AB,2010-06-04,0.107116255739
AB,2010-06-12,5.16984999721
AB,2010-06-19,55.8172644281
AB,2010-06-25,1.4669573441
AB,2010-04-14,6.56824601107
AB,2010-06-02,0.9630240791
AB,2010-07-23,2.02406367654
AB,2010-07-22,5.37810358169
AB,2010-07-22,4.20762836371
AB,2010-07-29,2.01060067111
AB,2010-06-20,122.972142621
AB,2010-05-12,54.5303724961
AB,2010-08-15,3.52447859624
AB,2010-08-01,1.92710229778
AB,2010-06-25,1.2802779283
AB,2010-04-09,10.1312697427
AB,2010-04-08,0.352964278027
AB,2010-08-09,18.9761885122
AB,2010-07-22,10.7656084937
AB,2010-06-21,17.8025403425
AB,2010-07-22,7.6833918975
AB,2010-05-03,2.06793182955
AB,2010-07-29,2.4933755188
AB,2010-05-09,2.3749594634
AB,2010-07-30,34.4352297311
AB,2010-05-18,2.46172407266
AB,2010-06-25,25.9743130028
AB,2010-07-21,0.473065812898
AB,2010-10-11,1.45447988093
AB,2010-07-28,6.01404573094
AB,2010-10-14,2.4485887066
AB,2010-05-01,1.27468638167
AB,2010-04-07,0.572339891211
AB,2010-05-23,1.21289602737
AB,2010-04-17,9.5485535133
AB,2010-06-20,0.1493399586
AB,2010-07-08,2.71340881107
AB,2010-11-01,3.31181438993
AB,2010-04-20,1.5909809537
AB,2010-10-30,5.4903843953
AB,2010-06-02,2.7635807665
AB,2010-06-20,5.86549425913
AB,2010-07-18,2.53604095598
AB,2010-07-22,8.42115292638
AB,2010-10-10,1.04022051033
AB,2010-04-21,1.7961674326
AB,2010-07-29,11.3417272807
AB,2010-06-20,7.43891018206
AB,2010-07-20,2.35322650478
AB,2010-10-10,129.934576632
AB,2010-07-29,4.26319148906
AB,2010-07-22,112.095093053
AB,2010-06-19,44.6497440669
AB,2010-06-12,1.37812691169
AB,2010-05-12,4.0083795621
AB,2010-07-23,8.64363334052
AB,2010-06-26,11.3194456434
AB,2010-04-14,3.2047681531
AB,2010-05-13,7.6618430846
AB,2010-04-19,3.28795859983
AB,2010-04-26,7.70522555115
AB,2010-07-22,3.10080001335
AB,2010-07-20,10.6377457921
AB,2010-06-18,1.7583364208
AB,2010-04-17,14.096020798
AB,2010-05-12,1.7907087725
AB,2010-04-05,6.68370587911
AB,2010-07-29,4.4423553501
AB,2010-10-11,6.0183748842
