date,ab_size_ha,bc_size_ha,mb_size_ha,nb_size_ha,nl_size_ha,ns_size_ha,nt_size_ha,nu_size_ha,on_size_ha,qc_size_ha,sk_size_ha,yt_size_ha
1998-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-03-29,0.0,8.36519750085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.07902751,0.0,0.0,0.0
1998-03-31,0.0,30.7996583493,0.0,0.0,0.0,0.0,0.0,0.0,256.702708362,0.0,0.0,0.0
1998-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44223242743,0.0,14.1642340394,0.0
1998-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.2011466519,0.0,0.0,0.0
1998-04-15,0.0,64.6927270999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-04-16,0.0,12.2763569679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-04-19,0.0,345.7684915244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64290272837,0.0
1998-04-20,0.0,94.4793188609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.951086036,0.0
1998-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2302.56486277978,0.0
1998-04-22,0.0,0.0,102.481508791,0.0,0.0,0.0,0.0,0.0,0.0,12.5733626609,738.1456660789,0.0
1998-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9655676355,0.0,0.0,0.0
1998-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6475828292,0.0
1998-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.640560198,0.0,0.0,0.0
1998-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9523830741,0.0
1998-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4558131769,0.0,3.4353144275,324.563117329
1998-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.811384309,25.3070731343,15.9989357811,0.0
1998-04-29,0.0,924.934282953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.9760628121,0.0
1998-04-30,0.0,117.8725352571,0.0,0.0,0.0,0.0,0.0,0.0,27142.3545044,0.0,0.0,0.0
1998-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-05-02,0.0,159.700481164,0.0,0.0,0.0,0.0,0.0,0.0,43.7184727695,0.0,16800.86805546913,0.0
1998-05-03,187728.8128118344,298.286332862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739.8934199869,0.0
1998-05-04,11057.45481206796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-05-05,980.347989395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78291820821,1168.20178151
1998-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69086.4992486314
1998-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.636897143,0.0,0.0
1998-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.928008798,24972.235574471302
1998-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.684524357906,0.0
1998-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.8099469906999,5.71565863567,0.0
1998-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.056987246,0.0,0.0
1998-05-14,325.645162736,0.0,0.0,0.0,555.401231456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3738.8229656,0.0,0.0
1998-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12615.927782535,0.0,0.0,0.0
1998-05-19,76.5742450521,10.7662930576,0.0,0.0,0.0,0.0,0.0,0.0,2796.44378437,261.248050818,0.0,239.373660507
1998-05-20,0.0,0.0,0.0,0.0,0.0,0.0,41.692376319599994,0.0,0.0,0.0,744.846636977778,2106.128932656
1998-05-21,54463.97577761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24138.06104566271,0.0
1998-05-22,3460.19027207,0.0,0.0,0.0,0.0,0.0,26.1435134273,0.0,0.0,0.0,56228.1511162443,0.0
1998-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.750585527,5339.2877025336,177.98723995867,4752.118352174701
1998-05-24,173552.1857199,136.01468007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0874440593,0.0,17257.149355897
1998-05-25,7231.93159047,0.0,0.0,0.0,0.0,0.0,13.76822792,0.0,0.0,0.0,102427.09514204001,0.0
1998-05-26,8518.39011032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314262630841,763.047209185
1998-05-27,1591.77772874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126510.87676198625,0.0
1998-05-28,12659.31541951,0.0,0.0,0.0,0.0,0.0,4378.97839027,0.0,0.0,0.0,384.7065054827762,8428.53763483
1998-05-29,91.8974307018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.392518035171,0.0
1998-05-30,0.0,0.0,0.0,0.0,0.0,0.0,49.4757039401,0.0,0.0,0.0,0.0,4297.32681624
1998-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.630498022206,0.0
1998-06-04,0.0,58.2229782446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-06-05,542.462758642,18.000581479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-06-06,0.0,0.0,0.0,0.0,0.0,0.0,9681.30852816,0.0,0.0,0.0,0.0,0.0
1998-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15773.7009863,0.0
1998-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.69675707,0.0,0.0,0.0
1998-06-09,0.0,213.864434792,0.0,0.0,0.0,0.0,0.0,0.0,61.9536339388,0.0,0.0,0.0
1998-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3234.995768615,4.6882869834,0.0
1998-06-11,4420.98642173,0.0,0.0,0.0,1056.748771,0.0,0.0,0.0,2456.4687568900003,17968.7872283216,2.63498162398,0.0
1998-06-12,0.0,0.0,0.0,0.0,11043.245464847,0.0,0.0,0.0,0.0,868.334286799,0.0,0.0
1998-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5744.85807648,0.0,3.99795785568,0.0
1998-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7499.5170625289,0.0,0.0,0.0
1998-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.049368434,0.0,0.0,0.0
1998-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.49167605,0.0,0.0,0.0
1998-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2210.90763946,0.0,0.0,0.0
1998-06-22,1343.50286214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160516.6634266444,0.0,0.0
1998-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.1496871593,0.0,105436.45762805831,0.0
1998-06-24,14324.684466543,0.0,0.0,0.0,0.0,0.0,4005.869052915,0.0,26404.14945307,0.0,4009.7151742430106,0.0
1998-06-25,0.0,0.0,0.0,0.0,13945.172879279999,0.0,30.1370000445,0.0,1808.36704356,19554.675238652002,76834.33529753478,0.0
1998-06-26,0.0,0.0,0.0,0.0,0.0,0.0,57887.72186267,0.0,618.987436089,0.0,3632.80478486,0.0
1998-06-27,0.0,0.0,42013.1802446,0.0,0.0,0.0,88339.0218319412,0.0,0.0,0.0,0.0,2497.80662067
1998-06-28,0.0,25.9671064961,11674.182716881001,0.0,0.0,0.0,77923.50936621,0.0,0.0,28415.343580599998,0.0,0.0
1998-06-29,0.0,0.0,14108.1845209,0.0,0.0,0.0,45.9836754974,0.0,1250.76219935,49584.797441967,10766.7716027,0.0
1998-06-30,0.0,0.0,861.846482904,0.0,0.0,0.0,636.188233699,0.0,1221.6099805650001,0.0,0.0,0.0
1998-07-01,0.0,3314.686044366,97855.0466712,0.0,0.0,0.0,3660.64222461,0.0,0.0,0.0,0.0,0.0
1998-07-02,634.445641699,0.0,0.0,0.0,0.0,0.0,19476.751519650003,0.0,0.0,1146.60056857,3557.21375543,37940.3258275
1998-07-03,0.0,31798.9692592883,127.614008679,0.0,0.0,0.0,222430.03354314918,0.0,0.0,0.0,0.0,0.0
1998-07-04,0.0,1279.7404519008,0.0,0.0,0.0,0.0,464.374005181,0.0,3809.20131299421,0.0,0.0,0.0
1998-07-05,0.0,9.35167214234,8200.49143454,0.0,0.0,0.0,12692.80009879649,0.0,9485.6918539642,74773.78095687099,0.809643576703,2289.159965985
1998-07-06,0.0,0.0,4594.2051962379,0.0,0.0,0.0,336239.7029846329,0.0,10593.4793256196,0.0,14470.36092023,13109.816328089999
1998-07-07,0.0,0.0,16392.794801964,0.0,0.0,0.0,39938.61967791,0.0,14873.549776730099,0.0,50405.85163615669,0.0
1998-07-08,0.0,0.0,16017.496654546,0.0,0.0,0.0,45114.383015572,0.0,12041.5435379025,27.6471908347,35604.59081235056,0.0
1998-07-09,14.1121785018,0.0,86403.20463653,0.0,0.0,0.0,25348.951549081597,0.0,19340.6779272442,14288.0844361907,8159.33216078427,0.0
1998-07-10,0.0,0.0,36913.40382779,0.0,0.0,0.0,72.3121054875,0.0,3925.7597265636,0.0,1346.6411303231,0.0
1998-07-11,0.0,232.238333937,487.43795584279997,0.0,1540.9782814,0.0,16905.2273611,0.0,1193.771048593,0.0,587.306029048931,0.0
1998-07-12,0.0,0.0,13060.0362274,0.0,0.0,0.0,57.0746903062,0.0,256.748933814,11630.955564716,1470.20478105,0.0
1998-07-13,0.0,541.982528227,0.0,0.0,4396.79873311,0.0,900.771697877,0.0,33.783857667330004,0.0,0.0,0.0
1998-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4785.88306467,1286.659369556,0.0,0.0
1998-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.6297800438,0.0,0.0
1998-07-16,0.0,0.0,915.846184306,0.0,0.0,0.0,1140.27657133,0.0,3593.210957116,0.0,26142.2479859,0.0
1998-07-17,0.0,0.0,5236.18241264,0.0,0.0,0.0,39030.8847371,0.0,3362.9134853610003,0.0,168.588617148,0.0
1998-07-18,0.0,0.0,548.1528096673,0.0,0.0,0.0,81.8725703218,0.0,20052.276780798,0.0,0.0,0.0
1998-07-20,0.0,0.0,323.628556779,0.0,0.0,0.0,58513.244022,0.0,0.0,0.0,0.0,0.0
1998-07-22,0.0,104.04910492,0.0,0.0,0.0,0.0,111373.4128564144,0.0,0.0,0.0,0.0,0.0
1998-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.369150326,0.0,0.0,0.0
1998-07-24,0.0,0.0,3611.45449504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.305425972017,0.0
1998-07-25,0.0,0.0,0.0,0.0,0.0,0.0,23.8350308675,0.0,0.0,0.0,2196.70931457,0.0
1998-07-27,0.0,12.9969752199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-07-28,0.0,186.4930332671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-07-29,0.0,10149.0924488248,0.0,0.0,0.0,0.0,26520.64690834,0.0,0.0,0.0,3.7169150145999996,6459.52449114
1998-07-30,0.0,303.3144834507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-07-31,0.0,2494.88391899,0.0,0.0,0.0,0.0,2754.81197087,0.0,0.0,0.0,0.0,0.0
1998-08-01,0.0,6078.4335778701,0.0,0.0,0.0,0.0,20407.3523986958,0.0,0.0,0.0,6.693597054425999,0.0
1998-08-02,0.0,524.326713715,0.0,0.0,0.0,0.0,1214.89880805,0.0,0.0,0.0,0.0,0.0
1998-08-03,0.0,180.1764215759,0.0,0.0,0.0,0.0,3233.7809011985,0.0,213.192405289,0.0,28257.7941015543,0.0
1998-08-04,44.6566770563,1043.482910404,0.0,0.0,0.0,0.0,48.6513700606,0.0,0.0,0.0,0.0,1738.9297319920001
1998-08-05,0.0,5433.5461913913,0.0,0.0,0.0,0.0,815.9124026918,0.0,1409.3381644847002,0.0,24102.68101199,0.0
1998-08-06,17205.443029,1948.3672847315001,21084.570948001,0.0,0.0,0.0,0.0,0.0,1118.04083357,0.0,53405.6879342502,0.0
1998-08-07,27988.8191486,1505.9462485610002,5750.861307217,0.0,0.0,0.0,4296.256719284,0.0,4837.636652892,0.0,6895.2827422374,0.0
1998-08-08,44.4350608279,45.1018093349,8021.471411887,0.0,0.0,0.0,3623.5584118690003,0.0,0.0,0.0,327.954646602,30.6122454344
1998-08-09,84174.730945746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.151423516,603.1571458298399,92112.72413059599
1998-08-10,4960.98002244,13.1535879374,0.0,0.0,0.0,0.0,0.0,0.0,107.9807188,0.0,1545.233590865,0.0
1998-08-11,444.468298442,0.0,38559.1910064,0.0,0.0,0.0,2058.093701627,0.0,0.0,0.0,193.088803253,0.0
1998-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4441.9224353383,0.0
1998-08-13,0.0,186.03471513183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-08-14,0.0,592.9552843783,0.0,0.0,0.0,0.0,6105.180055061,0.0,0.0,0.0,2.34120361482,0.0
1998-08-15,0.0,59.9877752145,0.0,0.0,0.0,0.0,13727.8171787,0.0,0.0,0.0,0.0,0.0
1998-08-16,0.0,0.0,0.0,0.0,0.0,0.0,3877.55013249,0.0,587.561965487,0.0,0.0,0.0
1998-08-17,0.0,0.0,0.0,0.0,0.0,0.0,293.179523545,0.0,0.0,0.0,98.6959476523,6648.1424055636
1998-08-18,0.0,0.0,7451.470896603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-08-20,0.0,7.92865137677,0.0,0.0,0.0,0.0,1428.939467712,0.0,0.0,0.0,0.0,0.0
1998-08-21,0.0,0.0,245.870883968,0.0,0.0,0.0,227.364709593,0.0,0.0,0.0,0.0,0.0
1998-08-22,0.0,544.2153594981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-08-23,0.0,0.0,0.0,0.0,0.0,0.0,538.089879478,0.0,0.0,0.0,297.08497336937,0.0
1998-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1552286268,0.0,4.71507540512,0.0
1998-08-26,0.0,0.0,0.0,0.0,0.0,0.0,61.5075635957,0.0,0.0,0.0,0.763870607013,0.0
1998-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.892957918659,0.0
1998-08-29,41.673308145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3075765238,0.0
1998-09-01,0.0,0.0,224.917259837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.04877252,0.0
1998-09-03,0.0,2109.1403031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0060362589,0.0
1998-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47596015072,0.0
1998-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87669580704,0.0
1998-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.259519781,0.0
1998-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-09-09,0.0,31.560708404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943.55929711
1998-09-11,0.0,12.2136291075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-09-17,0.0,144.1417682261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78461478966,0.0
1998-09-26,0.0,23.2579582328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475194097873,0.0
1998-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3848312587,0.0
1998-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6240.57245812
1998-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.4859674403,0.0,0.0
1998-10-21,0.0,33.9559542266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-10-22,0.0,20.1705787616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-10-24,0.0,15.2483005007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-10-27,0.0,51.996735462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-03-10,0.0,3769.08085376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-03-21,0.0,45.2602113458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-03-26,0.0,19.3736057917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7163.28749676
1999-04-10,0.0,64.1176092238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-11,0.0,72.5217487557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-12,0.0,12.2790848084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-15,0.0,163.964370327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-17,0.0,74.8631160358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-18,0.0,189.3541928663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-19,0.0,35.0054923188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-22,0.0,15.752390411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-23,0.0,19.987019966,0.0,0.0,0.0,0.0,0.0,0.0,32.0128182389,0.0,0.0,0.0
1999-04-24,0.0,60.0013475509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-25,0.0,64.8965926772,0.0,0.0,0.0,0.0,0.0,0.0,19898.0085412503,47.3937666445,69.6852904701,0.0
1999-04-26,0.0,70.8285384101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.806569239,0.0,0.0,0.0
1999-04-28,0.0,0.0,0.0,0.0,0.0,638.7639066396999,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-29,0.0,80.0142020207,740.211257536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-30,0.0,0.0,1991.632664511,0.0,0.0,0.0,0.0,0.0,41812.84359154,43.9821494913,0.0,0.0
1999-05-01,0.0,12.9429308916,32869.869173805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-02,0.0,13.6796167785,1814.0671916425,0.0,0.0,0.0,0.0,0.0,92331.280566995,0.0,0.0,0.0
1999-05-03,0.0,0.0,673.976998731,0.0,0.0,0.0,0.0,0.0,22208.755695199,0.0,0.0,0.0
1999-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.41529218,0.0,0.0,0.0
1999-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793.78739322,20.080306303,0.0,0.0
1999-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9072.76943741,51.29829305,0.0,0.0
1999-05-07,0.0,0.0,0.0,0.0,833.737984262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.1308632096,0.0,0.0,0.0
1999-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18865.53052230709
1999-05-11,0.0,0.0,28.8719453065,0.0,0.0,0.0,4024.516524683,0.0,0.0,0.0,0.0,0.0
1999-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.5221570629,0.0,0.0
1999-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.429067169,577.9687891983,0.0,0.0
1999-05-19,0.0,0.0,0.0,0.0,281.404567369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-20,0.0,0.0,0.0,0.0,528.308624332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-21,0.0,0.0,0.0,0.0,254.03275048,0.0,0.0,0.0,0.0,1399.78620579,0.0,0.0
1999-05-24,75.6168506066,46.9285901657,991.249013089,0.0,0.0,0.0,0.0,0.0,4254.36947631,0.0,0.0,0.0
1999-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.9065214093,0.0,0.0
1999-05-26,32197.92590923,43.8546182162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6056.764632204799,0.0
1999-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5494.47692428267,0.0,16252.578371945301,56318.3635353653
1999-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28889.127732765,0.0,0.0,0.0
1999-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6667.299618029,0.0,0.0,0.0
1999-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4791.3981970678005,6024.138668439,0.0,0.0
1999-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1593.0559148612,0.0,9517.79684846
1999-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2295.9598157,0.0,0.0,0.0
1999-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.264698061,0.0,0.0,0.0
1999-06-03,0.0,0.0,2920.5616397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2125.56213253,0.0,0.0,0.0
1999-06-06,0.0,0.0,0.0,0.0,0.0,0.0,22.544864054,0.0,0.0,0.0,0.0,0.0
1999-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5632237963,0.0
1999-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.820122959,0.0,0.0
1999-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.177342439,0.0,0.0,0.0
1999-06-10,0.0,128.909885226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-11,0.0,0.0,0.0,0.0,0.0,59.0186315271,0.0,0.0,418.050732573,0.0,0.0,0.0
1999-06-12,0.0,677.845711369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1567803479,0.0,0.0
1999-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426.177835595,26251.5594941916,52.2980740015,0.0
1999-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79259.6022441,6777.95216947,24239.2337014335
1999-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5830529675,0.0,3579.36630887,0.0
1999-06-16,0.0,0.0,0.0,0.0,0.0,0.0,2910.02533846,0.0,0.0,0.0,9207.56334956,5467.6025674620005
1999-06-17,0.0,0.0,3176.43349359,0.0,0.0,0.0,4329.9203769,0.0,0.0,0.0,73.7446435328,0.0
1999-06-18,5449.0024990403,0.0,1204.7055129130001,0.0,0.0,0.0,145978.15879021998,0.0,11162.291013061,0.0,0.0,257.418646463
1999-06-19,9533.852390420001,0.0,35657.7458941664,0.0,25472.6647394,0.0,173562.4732179061,0.0,7609.928270598821,7828.67503035,494.7126926655,5514.93801813
1999-06-20,0.0,0.0,59951.716988258,0.0,7094.60690638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-21,0.0,0.0,0.0,0.0,416.986224818,0.0,6037.41230951985,0.0,0.0,215.271790522,0.0,0.0
1999-06-22,0.0,0.0,68.6719578636,0.0,0.0,0.0,0.0,0.0,2010.3584527040998,167.212817154,0.0,0.0
1999-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5965.317718308,0.0,0.0,0.0
1999-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5126813072,0.0,0.0,0.0
1999-06-25,0.0,0.0,0.0,0.0,0.0,0.0,1407.924701318,0.0,0.0,17.0422763321,0.0,0.0
1999-06-26,0.0,0.0,0.0,0.0,3150.1391412,0.0,0.0,0.0,0.0,12930.6282905,0.0,0.0
1999-06-27,93.3991991412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-28,547.400399053,0.0,0.0,0.0,0.0,0.0,3.8513577917,0.0,0.0,0.0,224.164783935,0.0
1999-06-29,0.0,0.0,19404.8358528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1503.64319984,0.0
1999-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12748.4348354
1999-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4344.112453765
1999-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.861340398,0.0
