province,date,mb_size_ha
MB,,0.203263373867
MB,,0.123199125019
MB,,1.00568728231
MB,,0.399350866588
MB,,2.49350773787
MB,,0.492647131724
MB,,1.0043625143
MB,,0.2032851335
MB,,0.3924390311
MB,,1.0061966573
MB,,0.492661812037
MB,,67.1193988505
MB,,0.492665145551
MB,,2.9862958804
MB,,0.1230011042
MB,,1.9723425846
MB,,4.02278768137
MB,,1.00108105015
MB,,9.98346708255
MB,,14.9988244798
MB,,25.0175970903
MB,,0.276680668638
MB,,0.492746759157
MB,,4.97928814735
MB,,29.9985001873
MB,,1.00609543859
MB,,29.9273208136
MB,,0.122642461365
MB,,1.00483906701
MB,,0.4920629217
MB,,32.0555615665
MB,,2.09308136149
MB,,0.277088704182
MB,,0.7683755266
MB,,0.4917694888
MB,,0.203867026585
MB,,20.0317612451
MB,,15.5990428992
MB,,4.97871723456
MB,,1.5093619494
MB,,1.00589103776
MB,,2.49456287205
MB,,0.492821928993
MB,,14.5790002956
MB,,0.203408075923
MB,,0.769631929511
MB,,0.650507779275
MB,,1.5094193639
MB,,0.4917866534
MB,,9.97401884268
MB,,1.97206021717
MB,,117.192056542
MB,,0.604064675579
MB,,2.9869959374
MB,,2.9917740812
MB,,10.3113935343
MB,,2.99361232063
MB,,0.122935880215
MB,,1.00620285894
MB,,0.1227401562
MB,,0.726761797039
MB,,1.0040239338
MB,,1.96982980664
MB,,0.2030985609
MB,,1.39721201031
MB,,0.122830202704
MB,,0.9114896252
MB,,0.492476154121
MB,,2.82111012685
MB,,2.98947038817
MB,,1.97178022445
MB,,0.203158017809
MB,,9.98234060803
MB,,2.49440542702
MB,,2.49572444013
MB,,0.276713960148
MB,,1.50898049443
MB,,0.492514602622
MB,,1.50923449459
MB,,203.826308664
MB,,63.902496446
MB,,1.3744463055
MB,,0.24591440647
MB,,0.604088396895
MB,,1.9699057736
MB,,26.1110629516
MB,,1.00348155122
MB,,0.4920859902
MB,,1.00496847378
MB,,0.7256404919
MB,,0.3684691567
MB,,0.2032378097
MB,,1.32913070283
MB,,0.4925817218
MB,,1.971546612
MB,,611.812805272
MB,,14.0420971113
MB,,1.0047394221
MB,,0.277188576985
MB,,4.98018883847
MB,,129.616001326
MB,,0.203358408392
MB,,4.02153351126
MB,,3.1666873955
MB,,0.122997006176
MB,,4.0201871245
MB,,1.97212472887
MB,,39.035150892
MB,,1.9675363966
MB,,0.5942537991
MB,,1.00603186055
MB,,0.492699496625
MB,,6.03457410897
MB,,0.123071123908
MB,,1.0049358225
MB,,0.3923383779
MB,,9.9672237021
MB,,1.3303716024
MB,,1.0035783483
MB,,1.97051845251
MB,,0.122942034006
MB,,5.73605486258
MB,,1.00513348562
MB,,0.2771040883
MB,,1.0045143685
MB,,0.2033837641
MB,,6.03885470012
MB,,200.088735815
MB,,1.0055991521
MB,,2.18608118906
MB,,4.97689562897
MB,,2.4914776505
MB,,1.4966087256
MB,,2.99328624126
MB,,4.9737312766
MB,,2.49519928217
MB,,2.99150770271
MB,,0.492449008727
MB,,1.0049792882
MB,,369.103550323
MB,,1.00556469066
MB,,1.97051054383
MB,,0.604271221231
MB,,4.01967049463
MB,,49.9814222951
MB,,0.6154491729
MB,,0.2032485292
MB,,1.1283358385
MB,,1.97150806636
MB,,1.0049190558
MB,,2.99182310097
MB,,75.0555938333
MB,,0.49255636401
MB,,1.0059470119
MB,,1.00578874345
MB,,1.97132359557
MB,,0.899965223469
MB,2000-07-30,9237.54410049
MB,2000-07-28,84.9873030938
MB,2000-07-30,869.328279204
MB,,192.845423028
MB,2000-07-26,6006.26441524
MB,2000-07-31,1479.50297376
MB,2000-08-08,232.475556685
MB,,166.412626527
MB,2000-07-30,273.785957112
MB,2000-07-30,1493.84115293
MB,2000-08-08,123.488739312
MB,2000-08-06,3937.36463001
MB,2000-08-03,465.432398388
MB,2000-07-02,743.454794295
MB,2000-08-02,684.449895538
MB,2000-06-23,136.444095265
MB,2000-07-04,1048.64557924
MB,2000-07-30,3115.72335051
MB,2000-08-04,1452.50835538
MB,2000-07-03,2850.72110042
MB,2000-08-02,8118.55396367
MB,2000-07-30,16.929744099
MB,2001-06-12,4260.40208047
MB,2001-08-07,2887.95867779
MB,2001-06-12,596.491262363
MB,2001-06-10,8656.03855721
MB,2001-08-04,65.9891548571
MB,2001-06-24,8682.33131249
MB,,409.751748604
MB,2001-07-14,948.43732011
MB,,7.37119337069
MB,2001-06-12,1926.24863775
MB,,3.4033349319
MB,,2.973096218
MB,2001-06-15,434.087742048
MB,2001-06-21,2366.76327263
MB,2001-06-13,1524.00418304
MB,,0.122894434
MB,,2.1893661833
MB,,0.2033020879
MB,,0.123282621793
MB,,68.8490050774
MB,,0.1228940316
MB,,0.1227730942
MB,,0.123263594025
MB,,49.293384085
MB,,0.673505882727
MB,,0.123054396765
MB,,13.2007697226
MB,,9.4265707198
MB,,2149.76190441
MB,,0.122766369696
MB,,1.8030999442
MB,,11.1584177823
MB,,5.9098254252
MB,,0.203095240958
MB,,0.276563454
MB,,0.122918188969
MB,,0.277019130866
MB,,1.97205453437
MB,,0.123057431159
MB,,2.46474624922
MB,,417.180833176
MB,,92.2023666279
MB,,276.583493408
MB,,19.690785355
MB,,0.122732091493
MB,,6.85308512025
MB,,3.99708617016
MB,,4.02603423179
MB,,16.318563332
MB,,4.02300649887
MB,,14.62377685
MB,,0.5317228174
MB,,8.47964225037
MB,,20.9763252846
MB,,3.18104754634
MB,,2.79998150831
MB,,3.63418437812
MB,,111.476556359
MB,,76.077146408
MB,,3.7213992279
MB,,227.830960565
MB,,22.2092914958
MB,,0.203281762634
MB,,3.13757080284
MB,,4.9787940423
MB,,8.9589726665
MB,,3.999069958
MB,,26.3695748092
MB,,23.8608835065
MB,,9.97461360694
MB,,17.7219833294
MB,,98.417840696
MB,,18.5210667085
MB,,811.979839512
MB,,4.97719500388
MB,,7.01441964953
MB,,18.4853000856
MB,,5.4067174186
MB,,0.123327119034
MB,,0.392040902541
MB,,0.123039027427
MB,,0.203654443777
MB,,0.203278628317
MB,,0.1231410341
MB,,0.122812608
MB,,0.1227343905
MB,,0.1229154933
MB,,0.1231783067
MB,,0.122967841503
MB,,0.203159163051
MB,,0.203578306857
MB,,5060.58373277
MB,,0.122949697847
MB,,0.123066660261
MB,,0.1230633618
MB,,0.122841016692
MB,,0.2034046521
MB,,0.122964581079
MB,,0.203368794396
MB,,0.122990905092
MB,,5.96726661049
MB,,4.88545262601
MB,,0.123259154981
MB,,0.123067361676
MB,,0.1231180297
MB,,0.2032362063
MB,,0.122770322782
MB,,0.203487936772
MB,,0.2032883943
MB,,8.8474143515
MB,,0.203448221146
MB,,0.1228167631
MB,,0.122796016169
MB,,0.122849692669
MB,,0.123028750549
MB,,0.122825038105
MB,,0.1228333979
MB,,0.203413327387
MB,,0.1230866055
MB,,0.2765154505
MB,,0.1229802936
MB,,0.277285558995
MB,,0.276818478061
MB,,0.1230395316
MB,,0.20359307584
MB,,178.360972215
MB,,0.4917114957
MB,,11.3344409802
MB,,0.492731241161
MB,,38.2416412909
MB,,0.3919917817
MB,,1072.69727442
MB,,0.12306004711
MB,,0.203630046208
MB,,0.122798811285
MB,,0.203234811547
MB,,46.1448583326
MB,,0.1230687479
MB,,0.202913472121
MB,,0.2463191348
MB,,0.491963337217
MB,,0.491741432159
MB,,0.203570716874
MB,,0.1228671083
MB,,6.952577292
MB,,0.203138422767
MB,,0.492506107512
MB,,0.7694962514
MB,,0.203414384735
MB,,0.123127401039
MB,,13.7701689497
MB,,0.392749572237
MB,,0.123063560005
MB,,0.391729827798
MB,,4.52952190197
MB,,1.50668910903
MB,,0.123036108942
MB,,0.123027216611
MB,,1.00535274198
MB,,0.123092499481
MB,2001-08-02,1237.72562206
MB,,0.203425203799
MB,2001-07-11,49.3433784983
MB,2001-06-12,3157.56747807
MB,,0.122821378066
MB,2001-06-21,1638.00723609
MB,,0.203504555376
MB,2001-06-12,2444.24037126
MB,,0.203276046079
MB,,1.00591881241
MB,,0.277243120347
MB,,0.480716490319
MB,,1.00503823556
MB,,30.0104955778
MB,,1.97131210533
MB,,1246.16201814
MB,,0.122470131815
MB,,19.9910788918
MB,,0.1230177932
MB,,1.0041589674
MB,,0.1230440458
MB,,0.203814265704
MB,,1.00611465118
MB,,0.2771023244
MB,,1.00610753025
MB,,0.203306947143
MB,,141.633488769
MB,,0.492380915385
MB,,0.603896028142
MB,,2.99201925572
MB,,1.97144916647
MB,,0.122856596137
MB,,1.00625476392
MB,,1.97026555905
MB,,1.00546241389
MB,,49.6344185879
MB,,38.0613393168
MB,,2.98984421439
MB,,4.97861275736
MB,,9.98026611623
MB,,9.9766138309
MB,,1.96733092318
MB,,0.492927647
MB,,3.53516052074
MB,,1.96917576127
MB,,0.203538050204
MB,,43.4159427856
MB,,4.3394585463
MB,,0.2032370748
MB,,0.492666248101
MB,,1.0056995656
MB,,191.67612353
MB,,6.03580498121
MB,,2.46005640588
MB,,1.00544515091
MB,,88.2571838882
MB,,0.203261639852
MB,,19.0935326344
MB,,1.50955064518
MB,,1.97072347456
MB,,0.203736035223
MB,,4.02324057445
MB,,0.123006996538
MB,,15.0107224467
MB,,0.123010313722
MB,,0.4488261331
MB,,2.49599995095
MB,,1.00530996266
MB,,0.203213159079
MB,,0.2459469004
MB,,1.97117468859
MB,,0.392523906
MB,,2.99341128296
MB,,1.50946130935
MB,,0.492705194947
MB,,1.50928457229
MB,,4.95774206
MB,,0.12292229026
MB,,4.0157991437
MB,,0.326133143462
MB,,1.0038450061
MB,,0.277227031789
MB,,1.9690130343
MB,,0.492026351353
MB,,0.203742153353
MB,,1.5092319173
MB,,1.0056985299
MB,,1.0040578451
MB,,0.769647690856
MB,,0.491975683465
MB,,0.123024575656
MB,,4.97754813964
MB,,119.429154224
MB,,1.9633175727
MB,,0.20363976359
MB,,4.97804632456
MB,,9.95934966567
MB,,35.1833987598
MB,,1.00536036088
MB,,2.99231142729
MB,,2.9740598687
MB,,9.97857543032
MB,,1.5093246439
MB,,1.0047173177
MB,,20.0214765877
MB,,1.00571364364
MB,,0.492461918031
MB,,1.1286441865
MB,,0.885467164364
MB,,0.2769750758
MB,,1.97077953012
MB,,0.492346152
MB,,4.02292621839
MB,,0.1231790582
MB,,1.97057852059
MB,,0.2768316786
MB,,4.0224538605
MB,,1.97165420879
MB,,0.492476997651
MB,,0.769978756935
MB,,0.4922066201
MB,,4.02332659607
MB,,4.02412642507
MB,,1.005120543
MB,,0.492522129655
MB,,2.9891196931
MB,,0.9825562812
MB,,1.49772624889
MB,,0.326340437891
MB,,633.762338338
MB,,1.97141320418
MB,,0.27721890244
MB,,4.02167322721
MB,,0.122994487759
MB,,1.5076172278
MB,,0.49271579459
MB,,1.0053299389
MB,,1.00465064174
MB,,19.9883406129
MB,,1.96956909226
MB,,1.00488346797
MB,,6.92657608916
MB,,2.99033966361
MB,,0.20383028979
MB,,1.00553288268
MB,,0.203099630352
MB,,0.1230176948
MB,,1.96830243236
MB,,0.3927858267
MB,,2.99215452912
MB,,1.0043356559
MB,,0.492222994978
MB,,4.0235371074
MB,,1.00577706558
MB,,1.9721713641
MB,,1.005739132
MB,,4.02321469242
MB,,0.122924576
MB,,4.97606865563
MB,,1.97085892108
MB,,0.203487865496
MB,,263.704360245
MB,,0.604085539899
MB,,1.97166137932
MB,,0.492906500706
MB,,0.892744903073
MB,,3.7939604068
MB,,14.9995715132
MB,,0.122823586555
MB,,1.00487088089
MB,,0.492700180589
MB,,1.97112741532
MB,,4.97643143802
MB,,1.97023995605
MB,,6.03657888132
MB,,1.5099772792
MB,,1.003957677
MB,,2.4876942677
MB,,0.392846584006
MB,,1.21702754625
MB,,1.0016246981
MB,,6.98520859608
MB,,1.00366477066
MB,,80.9801177164
MB,,2.99270783229
MB,,4.02248068332
MB,,1.97125272201
MB,,1.96930016894
MB,,0.492277570229
MB,,4.0181264549
MB,,2.49474215
MB,,1.00496528003
MB,,1.9680683287
MB,,0.122980275062
MB,,1.1275921421
MB,,80.8750233905
MB,,1.497794039
MB,,1.9703851022
MB,,0.4917261687
MB,,8.02456798274
MB,,1.97167184834
MB,,3.84974765769
MB,,0.492830604275
MB,,9.7773626854
MB,,6.99739071231
MB,,1.97137710241
MB,,0.277326135159
MB,,4.97688895984
MB,,4.02029403851
MB,,121.161398919
MB,,1.96971282821
MB,,117.681672869
MB,,2.49418412531
MB,,1.97132577705
MB,,2.9888243028
MB,,1.96726748118
MB,,4.0238995264
MB,,1.33010689794
MB,,0.5150527115
MB,,4.02446208934
MB,,0.6148310187
MB,,2.31056336866
MB,,168.817433013
MB,,1.5099747506
MB,,24.8781530016
MB,,70.2126818967
MB,,140.297264334
MB,,108.987130003
MB,,3.69054174372
MB,2001-07-27,85.200508868
MB,,53.8548727265
MB,2001-08-07,295.385058506
MB,2001-07-13,4699.52215991
