province,date,mb_size_ha
MB,2006-05-04,6.12393551473
MB,2006-08-05,0.136582396553
MB,2006-09-18,2.27173243947
MB,2006-09-16,4.44231831396
MB,2006-08-21,5.76733570047
MB,2006-06-26,0.123077126253
MB,2006-07-20,0.122703465807
MB,2006-07-20,775.178160172
MB,2006-07-07,802.635664789
MB,2006-07-12,0.2034182646
MB,2006-04-30,1.22833227271
MB,2006-06-06,7.27266923456
MB,2006-07-01,0.203738904158
MB,2006-08-24,1.05082906359
MB,2006-07-13,0.1228281429
MB,2006-08-12,0.122909850175
MB,2006-04-26,0.122809432348
MB,2006-07-16,0.123014437546
MB,2006-07-21,0.122719083448
MB,2006-09-05,0.123108852058
MB,2006-07-01,0.1229182099
MB,2006-09-05,0.12283099495
MB,2006-07-27,0.122819351082
MB,2006-06-17,0.203548640872
MB,2006-09-16,22.9576184144
MB,2006-07-06,0.1229324714
MB,2006-07-04,0.203408482051
MB,2006-09-08,0.122757966728
MB,2006-07-13,0.1231336695
MB,2006-04-27,0.123078225912
MB,2006-08-30,0.122466753358
MB,2006-06-13,0.1229003649
MB,2006-08-19,0.122557787124
MB,2006-04-29,6.0768065633
MB,2006-07-17,0.203563000112
MB,2006-07-06,0.1229382298
MB,2006-06-21,0.122972190037
MB,2006-07-15,0.12289001754
MB,2006-09-03,0.122871230136
MB,2006-09-19,1.81804267532
MB,2006-06-28,12.641553779
MB,2006-07-04,0.122470589039
MB,2006-05-01,0.203521190528
MB,2006-08-20,0.122964956396
MB,2006-05-27,0.122793785959
MB,2006-06-30,0.1229639632
MB,2006-08-22,0.203524760706
MB,2006-07-03,0.12261316462
MB,2006-08-18,260.56603724
MB,2006-07-19,0.1230076598
MB,2006-06-27,0.2031929201
MB,2006-08-03,0.1228633317
MB,2006-07-20,0.122935732372
MB,2006-09-07,18.4584893239
MB,2006-07-01,0.122935790177
MB,2006-06-29,0.203356664761
MB,2006-08-06,0.122642172077
MB,2006-07-26,0.276885462175
MB,2006-05-02,35.0200685454
MB,2006-07-21,0.122833348046
MB,2006-08-18,0.1230432364
MB,2006-09-13,0.3563474369
MB,2006-04-25,0.122782767371
MB,2006-07-01,0.203246839467
MB,2006-08-04,0.203365442
MB,2006-06-20,2.48717613047
MB,2006-09-06,0.1225564571
MB,2006-06-26,0.122838375616
MB,2006-08-10,0.122853121708
MB,2006-07-07,0.122750223033
MB,2006-07-06,0.122949341816
MB,2006-07-19,0.12268994995
MB,2006-06-11,0.203165591324
MB,2006-07-14,0.122736499372
MB,2006-07-30,0.202779224198
MB,2006-07-01,0.122789244453
MB,2006-08-30,0.1230368591
MB,2006-07-07,0.122708737888
MB,2006-08-10,0.1226515571
MB,2006-07-01,0.12279421632
MB,2006-08-01,0.122970772207
MB,2006-07-08,0.123087378
MB,2006-09-09,0.122806500214
MB,2006-07-14,0.122770231022
MB,2006-09-05,0.122773289683
MB,2006-08-15,0.203032768972
MB,2006-08-06,0.1227104945
MB,2006-07-06,0.123118074026
MB,2006-09-05,0.1227878299
MB,2006-09-28,0.122933360558
MB,2006-07-12,0.203104221904
MB,2006-07-12,0.122943179386
MB,2006-07-23,0.2769631803
MB,2006-05-14,0.12306834053
MB,2006-08-12,0.123100196768
MB,2006-07-23,0.203019243987
MB,2006-07-07,0.203663562444
MB,2006-07-16,0.203561534539
MB,2006-04-11,0.2770982882
MB,2006-06-30,99.4795053948
MB,2006-09-04,0.1228876368
MB,2006-06-20,0.203745722078
MB,2006-07-03,366.693237842
MB,2006-06-17,24.8589523749
MB,2006-05-26,0.1145345878
MB,2006-07-27,0.1230333913
MB,2006-09-03,0.1227319741
MB,2006-09-11,0.122851845825
MB,2006-09-19,1.97075447127
MB,2006-07-22,0.12339271664
MB,2006-07-24,0.123107807705
MB,2006-07-05,0.2031249068
MB,2006-07-13,0.276587050738
MB,2006-07-03,0.122906079023
MB,2006-07-08,0.123043877554
MB,2006-07-09,0.122492397634
MB,2006-08-26,1.37347131082
MB,2006-08-14,0.122689592153
MB,2006-05-12,153.698158656
MB,2006-09-07,0.123198074048
MB,2006-09-02,0.1228944385
MB,2006-05-15,0.1232266569
MB,2006-04-28,0.122881441661
MB,2006-07-01,0.123237939035
MB,2006-08-07,0.12283419808
MB,2006-09-13,0.1231129025
MB,2006-09-03,0.123005411983
MB,2006-08-21,0.12298965
MB,2006-07-21,0.1229877198
MB,2006-07-17,0.122846291411
MB,2006-08-15,0.1226313057
MB,2006-07-01,0.1226406176
MB,2006-07-05,0.122973623013
MB,2006-09-10,0.123046615514
MB,2006-08-22,0.123126732884
MB,2006-06-22,0.1227661392
MB,2006-09-03,0.122869826839
MB,2006-10-03,0.1229296219
MB,2006-06-28,0.123052769455
MB,2006-07-13,0.122989200263
MB,2006-07-07,0.122895065002
MB,2006-06-30,0.1230064808
MB,2006-07-09,0.1228625518
MB,2006-08-21,0.392943385063
MB,2006-07-16,0.122712043097
MB,2006-04-19,0.2766654943
MB,2006-08-05,0.276933417322
MB,2006-07-22,0.123042382507
MB,2006-08-10,0.603653934876
MB,2006-07-28,0.1225834858
MB,2006-07-08,1.97165955172
MB,2006-10-09,0.3921141078
MB,2006-05-01,0.392854083027
MB,2006-09-07,1.9695678253
MB,2006-04-23,14.1129985518
MB,2006-09-07,1.28250320122
MB,2006-07-15,0.122659976851
MB,2006-07-02,0.122819098257
MB,2006-10-10,0.3920296008
MB,2006-06-17,0.203126853823
MB,2006-08-09,1.5083444353
MB,2006-06-26,0.2764203065
MB,2006-07-11,0.122758431085
MB,2006-06-21,0.12323259387
MB,2006-08-22,0.123105319379
MB,2006-07-17,0.123010714548
MB,2006-07-12,0.2034826434
MB,2006-06-16,0.1229231901
MB,2006-07-16,0.122921548738
MB,2006-07-01,0.2039540303
MB,2006-09-26,0.123015073919
MB,2006-07-29,0.123111553006
MB,2006-08-23,0.123214706776
MB,2006-06-26,0.123203121432
MB,2006-06-30,0.1222135348
MB,2006-09-28,0.1228965498
MB,2006-08-24,0.2033569844
MB,2006-06-30,0.2757981961
MB,2006-09-03,0.202703701242
MB,2006-06-27,0.276850168426
MB,2006-09-12,0.122961405
MB,2006-07-05,0.4921921223
MB,2006-05-15,0.122891150031
MB,2006-07-13,0.492833123364
MB,2006-08-06,0.122876797919
MB,2006-07-05,0.203741636104
MB,2006-06-04,0.3917391898
MB,2006-07-17,8.56079755333
MB,2006-07-09,0.492000049012
MB,2006-07-01,0.122739209202
MB,2006-05-26,1.00563891345
MB,2006-07-05,0.2769198397
MB,2006-07-02,0.492186168951
MB,2006-08-14,0.203145792094
MB,2006-06-21,0.2452198418
MB,2006-07-30,0.1228568541
MB,2006-08-01,0.122982794474
MB,2006-09-13,0.122876501666
MB,2006-08-22,0.4922389892
MB,2006-05-15,0.123164025588
MB,2006-08-25,0.203752343963
MB,2006-08-22,0.2769932236
MB,2006-07-09,0.2764518437
MB,2006-06-26,0.2771776097
MB,2006-07-10,0.492492909311
MB,2006-07-05,1.00583280165
MB,2006-07-30,0.491295823761
MB,2006-04-30,0.202872776363
MB,2006-09-08,1.0024484526
MB,2006-07-08,1.00573812363
MB,2006-07-14,0.122926926996
MB,2006-06-27,0.20320266349
MB,2006-07-12,0.492379090585
MB,2006-07-06,0.1227815932
MB,2006-08-29,0.492341885499
MB,2006-07-05,0.603766832838
MB,2006-06-21,0.4921475632
MB,2006-07-23,0.203047935316
MB,2006-06-22,0.39296280343
MB,2006-08-21,0.122789576663
MB,2006-08-29,0.492391753027
MB,2006-09-07,5.43218701369
MB,2006-07-23,1.00608069494
MB,2006-06-26,0.20347817242
MB,2006-09-07,0.203427959371
MB,2006-09-20,1.00562627231
MB,2006-06-30,0.203586660592
MB,2006-05-24,0.1228954035
MB,2006-07-20,0.203008260308
MB,2006-09-06,0.203122691575
MB,2006-05-26,0.492371772319
MB,2006-10-09,0.4925220522
MB,2006-08-31,1.0047531395
MB,2006-07-28,93.2896820626
MB,2006-06-17,0.122999021478
MB,2006-06-27,1.2156817827
MB,2006-07-07,0.492369038981
MB,2006-08-22,0.7261790269
MB,2006-07-16,0.122734348913
MB,2006-06-30,1.00545275339
MB,2006-07-27,0.277013560396
MB,2006-08-03,0.123042286269
MB,2006-08-24,0.123088083165
MB,2006-05-25,1.5072743774
MB,2006-05-26,0.1232328464
MB,2006-09-06,0.123126542121
MB,2006-07-09,0.492971143853
MB,2006-07-09,0.246011629822
MB,2006-09-06,0.1230256903
MB,2006-08-21,0.3923776736
MB,2006-07-22,1.97101746409
MB,2006-07-03,8.0262307758
MB,2006-06-29,0.123264558725
MB,2006-05-01,1.9695216406
MB,2006-08-02,0.1229937211
MB,2006-08-24,0.39227977
MB,2006-07-19,1.50928022973
MB,2006-07-07,0.1227624771
MB,2006-05-01,0.12296974
MB,2006-09-28,0.277097191355
MB,2006-05-09,4.02392778309
MB,2006-07-08,4.97124902972
MB,2006-07-16,0.203368056822
MB,2006-04-24,11.9717580881
MB,2006-06-18,0.123055278904
MB,2006-08-01,0.2458496996
MB,2006-08-22,0.1226883875
MB,2006-06-17,0.1225890954
MB,2006-09-19,4.97605640653
MB,2006-07-09,0.1229677912
MB,2006-07-01,4.97900191745
MB,2006-08-09,0.1230770752
MB,2006-05-02,2.09392700273
MB,2006-06-27,0.122949995937
MB,2006-07-08,2.99203352059
MB,2006-06-22,0.123171414543
MB,2006-07-04,4.9709836296
MB,2006-05-16,0.123005811497
MB,2006-08-14,1.00518029743
MB,2006-06-24,0.122658868
MB,2006-05-27,0.12291909215
MB,2006-09-03,0.123199980512
MB,2006-07-19,0.203419134
MB,2006-08-30,0.123123929196
MB,2006-08-04,0.1227696007
MB,2006-08-12,0.2030076698
MB,2006-08-16,0.27688605058
MB,2006-04-18,50.8709943875
MB,2006-07-22,0.20336332758
MB,2006-07-10,2.71585614525
MB,2006-05-02,1.48532400844
MB,2006-07-02,0.1230545784
MB,2006-07-01,0.123085508806
MB,2006-06-22,0.123049155168
MB,2006-09-21,1.0057300371
MB,2006-07-01,0.122716766355
MB,2006-09-21,0.122730612069
MB,2006-06-16,0.123232457327
MB,2006-07-26,0.122782091966
MB,2006-06-26,0.123080297759
MB,2006-06-11,0.202893760257
MB,2006-04-28,0.123245804276
MB,2006-07-04,0.20308106
MB,2006-08-23,0.203478616755
MB,2006-04-26,0.3920850056
MB,2006-07-14,0.1229067178
MB,2006-09-04,0.123080558163
MB,2006-09-12,0.2033826768
MB,2006-07-30,0.203161514833
MB,2006-08-02,0.239527637336
MB,2006-04-24,0.49301771899
MB,2006-06-27,5.30152664123
MB,2006-09-12,0.123155920253
MB,2006-05-24,0.392220913838
MB,2006-07-19,0.2033245354
MB,2006-05-24,0.1229129139
MB,2006-06-21,0.203661357271
MB,2006-08-08,0.276302120199
MB,2006-08-22,0.122868325719
MB,2006-08-25,0.20302812388
MB,2006-06-27,0.203589229138
MB,2006-04-24,1.0047509196
MB,2006-09-16,0.2763346179
MB,2006-07-17,0.123074494936
MB,2006-06-26,0.1229177085
MB,2006-07-15,29.8563179243
MB,2006-05-09,0.122773994687
MB,2006-09-19,0.769114106473
MB,2006-07-18,1.0048519369
MB,2006-06-17,1.0039419591
MB,2006-08-27,0.492841836274
MB,2006-07-17,124.080066479
MB,2006-07-03,0.1227581939
MB,2006-06-13,0.2031045406
MB,2006-07-05,0.726798111139
MB,2006-07-05,1.005237503
MB,2006-06-20,1.00559142865
MB,2006-07-03,1.00555005617
MB,2006-07-27,0.4911588914
MB,2006-06-17,0.4908255907
MB,2006-06-13,0.3920817625
MB,2006-07-22,0.276309371649
MB,2006-07-10,0.492223342833
MB,2006-07-13,0.492393949106
MB,2006-09-11,0.2036653722
MB,2006-05-02,1.00551646356
MB,2006-07-27,0.4908490656
MB,2006-05-23,0.4922728159
MB,2006-06-29,1.00476666639
MB,2006-08-09,0.203538653621
MB,2006-05-24,0.7697717742
MB,2006-09-15,0.392663914452
MB,2006-09-02,0.123095514907
MB,2006-05-24,1.0050691525
MB,2006-07-14,0.122752620169
MB,2006-07-31,1.00597021116
MB,2006-09-02,0.7250150193
MB,2006-07-30,0.123161143565
MB,2006-09-12,1.00502231531
MB,2006-07-25,1.00592153936
MB,2006-07-25,0.604160465561
MB,2006-06-22,0.123142812407
MB,2006-04-30,10.7162595017
MB,2006-06-30,0.122696204446
MB,2006-09-05,0.49282454402
MB,2006-06-27,0.123086188005
MB,2006-07-31,0.4919400394
MB,2006-08-09,0.1230109376
MB,2006-08-21,0.4920590883
MB,2006-07-22,0.4922813972
MB,2006-08-31,1.0044506134
MB,2006-09-05,1.0042439729
MB,2006-07-12,1.0046127739
MB,2006-06-03,1.0037158267
MB,2006-07-06,0.203448265738
MB,2006-07-10,0.203236611543
MB,2006-07-10,0.492833555351
MB,2006-09-08,0.84809938929
MB,2006-07-04,0.492291137083
MB,2006-07-28,0.203400924585
MB,2006-09-09,1.0044420201
MB,2006-09-10,1.00591770895
MB,2006-07-21,0.122579348521
MB,2006-08-11,0.276833280114
MB,2006-06-27,0.276893258102
MB,2006-07-20,0.1230906431
MB,2006-07-11,0.769489085575
MB,2006-08-29,0.123140732464
MB,2006-06-30,0.492623428233
MB,2006-05-31,0.1229892354
MB,2006-09-15,0.7690374541
MB,2006-08-10,0.492418096551
MB,2006-07-04,1.00563446214
MB,2006-07-06,0.769910868759
MB,2006-07-02,1.00565673302
MB,2006-08-03,0.277176549009
MB,2006-07-07,1.00539862209
MB,2006-09-09,0.20313069314
MB,2006-06-05,1.0060985536
MB,2006-06-21,0.492179778441
MB,2006-08-23,0.122870624346
MB,2006-07-22,0.122993133289
MB,2006-06-27,0.12321754123
MB,2006-08-20,0.203171072577
MB,2006-07-26,0.492717520314
MB,2006-07-15,0.7257076247
MB,2006-07-25,0.1228884683
MB,2006-07-04,0.27744060437
MB,2006-06-27,1.50832704105
MB,2006-07-01,0.123051795442
MB,2006-06-24,0.492584494265
MB,2006-09-04,1.00610720416
MB,2006-07-06,0.1226393459
MB,2006-07-07,1.0038674526
MB,2006-07-02,0.203039603441
MB,2006-08-22,0.4919921389
MB,2006-09-12,0.27629095086
MB,2006-07-13,0.2031575435
MB,2006-08-04,0.2034931783
MB,2006-08-21,15.0037411851
MB,2006-07-07,0.203208150535
MB,2006-08-10,0.12285314315
MB,2006-07-01,112.071527755
MB,2006-07-03,1.00520915137
MB,2006-08-01,0.49281125391
MB,2006-09-11,3.08007045226
MB,2006-08-05,1.00601883649
MB,2006-06-26,0.203540606819
MB,2006-07-19,109.175357128
MB,2006-08-30,1.0041622895
MB,2006-07-21,0.122830868
MB,2006-06-08,0.492606879124
MB,2006-07-07,2.9932305457
MB,2006-09-05,0.122920234136
MB,2006-07-07,1.97034277077
MB,2006-07-03,1.00493567396
MB,2006-04-26,2.9912186565
MB,2006-07-02,0.1230574414
MB,2006-07-08,1.00607954303
MB,2006-06-22,1.0059725822
MB,2006-07-28,5.20329491254
MB,2006-08-02,11.2834324982
MB,2006-06-06,0.1229639031
MB,2006-07-12,2.9884469722
MB,2006-09-03,0.122276689603
MB,2006-06-12,1.0039781545
MB,2006-08-12,0.6030544095
MB,2006-09-04,1.97182173015
MB,2006-07-14,0.122932236
MB,2006-04-28,1.00513397149
MB,2006-08-22,1.50922473372
MB,2006-07-09,4.98029568331
MB,2006-07-03,8.31295535507
MB,2006-09-05,0.123117397996
MB,2006-08-21,0.122802950424
MB,2006-05-26,4.972703407
MB,2006-06-27,0.123266797298
MB,2006-07-16,0.123145661825
MB,2006-07-01,0.492535386662
MB,2006-06-17,0.122257468434
MB,2006-07-07,0.493032550515
MB,2006-07-07,4.0103562506
MB,2006-07-09,0.1232804576
MB,2006-07-19,4.97628136042
MB,2006-08-24,0.277136427762
MB,2006-07-19,0.2762898335
MB,2006-04-30,4.0191549903
MB,2006-07-06,0.12280556783
MB,2006-09-02,0.122852269409
MB,2006-07-10,0.203079502657
MB,2006-08-12,1.00526789337
MB,2006-07-21,0.123016977109
MB,2006-07-20,0.203230463944
MB,2006-08-10,1.9708131989
MB,2006-08-11,1.97177239993
MB,2006-07-01,1.00547986937
MB,2006-07-19,9.97564504251
MB,2006-07-05,0.123055810926
MB,2006-07-03,4.01987674659
MB,2006-07-06,1.0040259976
MB,2006-09-10,0.493226354291
MB,2006-04-30,0.7639956867
MB,2006-06-30,4.9649473719
MB,2006-09-05,3.53092233
MB,2006-05-02,15.0029024138
MB,2006-08-04,2.9869181441
MB,2006-07-21,0.2029783715
MB,2006-09-07,1.7622546799
MB,2006-07-07,29.9022047103
MB,2006-06-23,2.49483238999
MB,2006-05-26,0.122937208791
MB,2006-06-06,0.523073791983
MB,2006-06-22,0.123012818526
MB,2006-07-07,2.9842429768
MB,2006-07-05,2.991997127
MB,2006-06-27,0.492537041557
MB,2006-06-30,99.5000342632
MB,2006-07-01,0.123169479544
MB,2006-09-04,1.00579440167
MB,2006-08-11,96.2699358332
MB,2006-08-11,0.1230624321
MB,2006-11-20,3349.26665081
MB,2006-07-22,1.97071379452
MB,2006-07-14,1.9697123278
MB,2006-07-06,0.492637578658
MB,2006-07-01,4.98059473322
MB,2006-05-02,8.02743279651
MB,2006-08-16,4.0174339219
MB,2006-09-15,6.93286344352
MB,2006-06-06,0.430062823966
MB,2006-09-03,4.97597826478
MB,2006-06-07,4.01919343981
MB,2006-09-02,0.122786768219
MB,2006-08-06,0.122831710274
MB,2006-06-17,0.5219286247
MB,2006-05-29,1.00530903418
MB,2006-07-07,4.9649277554
MB,2006-06-06,0.123003117264
MB,2006-09-06,2.98969968564
MB,2006-07-08,4.97979446368
MB,2006-08-16,2.9917197365
MB,2006-09-11,4.97468744237
MB,2006-06-05,1.00452262656
MB,2006-09-17,4.97622303541
MB,2006-08-30,2.49502765501
MB,2006-07-07,0.277026113522
MB,2006-07-08,6.03505596726
MB,2006-04-30,1.9693546271
MB,2006-08-06,0.1232622184
MB,2006-09-07,1.00504223003
MB,2006-07-30,1.0036870459
MB,2006-07-08,2.99239817227
MB,2006-07-03,2.99106129857
MB,2006-07-28,1.50940302684
MB,2006-05-14,1.00552789784
MB,2006-07-19,4.02253603129
MB,2006-08-16,1.97121495708
MB,2006-06-17,1.0045940416
MB,2006-08-05,2.99376861955
MB,2006-08-16,4.97793297874
MB,2006-09-20,0.123134770313
MB,2006-07-10,3.5315660579
MB,2006-09-09,4.97295778321
MB,2006-08-15,2.99123683168
MB,2006-05-13,2.4918506001
MB,2006-06-13,0.4084027105
MB,2006-08-18,1.0046446696
MB,2006-06-25,0.12316703814
MB,2006-06-22,0.984413455009
MB,2006-09-07,1.5064776993
MB,2006-07-15,26.2861832534
MB,2006-09-18,24.5867536115
MB,2006-08-15,22.8479849449
MB,2006-08-06,83.4967003954
MB,,2.25003898867
MB,2006-08-27,35.218116913
MB,2006-08-18,113.535598339
MB,2006-08-19,49.9847645504
MB,2006-07-19,81.4991536829
MB,,2.8812625175
MB,2006-07-19,1206.7365178
MB,2006-06-27,28.3719096844
MB,,11.7661090461
MB,2006-07-06,105.381155845
MB,2006-07-06,714.43761964
MB,2006-07-07,1595.1833493
MB,2006-07-02,386.547312032
MB,2006-07-19,519.25989164
MB,,22.8782916134
MB,2006-07-07,311.179863757
MB,2006-07-07,198.296873661
MB,2006-07-07,611.132134429
MB,2006-07-07,261.332651719
MB,2006-07-04,126.695949911
MB,2006-07-18,790.994469177
MB,2006-08-25,42.0486458606
MB,2006-07-10,12277.9669493
MB,2006-07-12,1823.80154433
MB,2006-07-19,8058.26676062
MB,,28.989287511
MB,2006-08-04,50.6130452489
MB,2006-08-17,1570.05774165
MB,2006-07-04,4.25462328484
MB,2006-06-26,97.1108174253
MB,,8.11241483963
MB,2006-07-19,314.443507265
MB,2006-07-01,15.0805999602
MB,2006-07-04,317.621185376
MB,2006-06-25,332.71894966
MB,2006-07-16,9229.71388413
MB,2006-06-26,163.164886398
MB,2006-07-09,22.7867771645
MB,2006-08-03,989.65220475
MB,2006-07-05,18.1938967639
MB,2007-07-01,16722.155893
MB,2007-07-01,2988.57822344
MB,2007-07-22,14475.5600004
MB,2007-07-01,7951.53745563
MB,2007-04-01,3531.95433007
MB,2007-07-23,1382.4828881
MB,2007-07-01,887.552259694
MB,2007-07-01,1151.76225767
MB,2007-04-26,235.130462347
MB,2007-07-01,37996.1529364
MB,2007-07-01,871.577185325
MB,2007-07-01,14393.8285338
MB,2007-07-01,66584.4854885
MB,2007-07-01,2523.98735494
MB,2007-07-01,41423.9473927
MB,2007-07-01,34058.9826418
MB,2007-07-01,1123.82828753
MB,2007-04-01,112.066821618
MB,2007-07-01,129.710395636
MB,2007-06-05,0.201910555476
MB,2007-07-01,677.250874292
MB,2007-07-23,261.31502755
MB,2007-06-01,5.8928805295
MB,2007-07-01,1042.76412699
MB,2007-08-01,0.123132062608
MB,2007-07-16,4.97926976483
MB,2007-04-25,4.98046570128
MB,2007-04-26,6.4428765099
MB,2007-08-07,0.12282980561
MB,2007-06-16,0.277049789387
MB,2007-04-11,21.3990569357
MB,2007-07-01,1.96112103767
MB,2007-05-22,0.2036032343
MB,2007-06-09,10.499165173
MB,2007-06-11,181.340432924
MB,2007-06-10,0.2029581021
MB,2007-05-17,43.4600381106
MB,2007-05-04,4.9931852286
MB,2007-06-13,0.123075158495
MB,2007-07-01,0.122969981999
MB,2007-07-01,0.122690929868
MB,,52.5028040734
MB,2007-07-22,0.2033604639
MB,,1351.99866334
MB,2007-08-09,0.122909218855
MB,2007-08-09,0.122713965311
MB,2007-06-05,4.97473310865
MB,2007-07-01,0.203656121491
MB,2007-08-20,3.2029188771
MB,2007-09-02,0.122748932659
MB,2007-04-23,0.122683391006
MB,2007-07-21,0.20354800253
MB,2007-07-25,0.203722919654
MB,2007-05-17,3.8469153746
MB,2007-07-01,82.4039477442
MB,2007-05-02,9.4039857476
MB,2007-06-09,9.605809553
MB,,244.646001125
MB,2007-07-06,0.1225619637
MB,2007-10-25,31.6626392165
MB,2007-06-08,0.2034377229
MB,2007-04-18,0.20318277796
MB,2007-06-13,67.2421849166
MB,2007-06-10,0.1227421756
MB,2007-04-15,0.122652649
MB,2007-07-25,0.1228570749
MB,2007-05-12,7.86334690531
MB,2007-07-25,0.123114722603
MB,2007-05-23,0.122856692349
MB,2007-06-04,0.122730833037
MB,2007-07-26,0.1231232362
MB,2007-07-01,0.122628757365
MB,2007-06-02,0.492603844807
MB,2007-07-01,0.123073012844
MB,2007-07-27,0.122992915915
MB,2007-06-02,0.1229719326
MB,2007-05-17,0.203342231359
MB,2007-06-09,0.123196867373
MB,2007-08-01,1.04413898604
MB,2007-06-16,0.122891508729
MB,2007-07-27,0.1225694423
MB,2007-09-01,104.242022482
MB,2007-08-03,0.2034270044
MB,2007-06-08,0.203285605432
MB,2007-07-01,2087.84285408
MB,2007-08-03,14.2754369375
MB,2007-05-08,404.107207133
MB,2007-05-03,51.3172146263
MB,2007-07-01,5455.6872259
MB,2007-05-17,225.360464308
MB,2007-06-03,854.780192587
MB,2007-05-09,326.489330566
MB,2007-08-05,4.0203980377
MB,2007-05-15,10.1229928707
MB,2007-07-03,0.203620558498
MB,2007-07-22,0.122854975941
MB,2007-07-04,0.122936992873
MB,2007-08-22,0.122857352641
MB,2007-04-15,0.122909217333
MB,2007-07-18,0.203553749294
MB,2007-04-01,22.5040434295
MB,2007-05-14,0.1229475764
MB,2007-07-19,0.12276265377
MB,2007-07-21,0.1229582111
MB,2007-07-01,0.122934290042
MB,2007-06-14,14.6528870795
MB,2007-06-10,0.123340006414
MB,2007-08-05,0.1228550307
MB,2007-05-13,5.40374182412
MB,2007-07-27,0.203422046895
MB,2007-06-02,0.123033062059
MB,2007-08-18,0.122878197939
MB,2007-06-05,0.122402545507
MB,2007-06-06,0.122964553
MB,2007-06-04,13.9771961936
MB,2007-05-09,78.8289402215
MB,2007-07-26,0.123006467384
MB,2007-04-27,9.96703060681
MB,2007-07-16,0.203348562992
MB,2007-04-01,0.1229267838
MB,2007-05-02,0.2758626916
MB,2007-06-10,0.122991247371
MB,2007-07-25,0.123087729822
MB,2007-04-26,0.1230128114
MB,2007-07-26,0.12305382788
MB,2007-07-22,0.122609840554
MB,2007-07-25,0.123235260515
MB,2007-04-24,15.8148049439
MB,2007-05-09,0.1230950505
MB,2007-07-24,0.123055340784
MB,2007-05-13,0.123006191049
MB,2007-08-01,0.122934494737
MB,2007-07-01,0.1228409509
MB,2007-07-01,0.1228859129
MB,2007-07-01,48.6265420485
MB,2007-04-28,0.203092673051
MB,2007-06-07,0.122948154724
MB,2007-09-04,0.2765702693
MB,2007-07-01,0.2027977324
MB,2007-04-26,0.123255971235
MB,2007-08-07,0.203688532512
MB,2007-08-01,0.1229329493
MB,2007-06-13,0.12293074847
MB,2007-06-23,0.1228973354
MB,2007-07-24,0.277304634824
MB,2007-06-16,0.203458603559
MB,2007-07-24,0.2036560987
MB,2007-08-03,0.203376885297
MB,2007-06-13,0.392805460848
MB,2007-07-24,0.2772394677
MB,2007-07-23,0.2033417763
MB,2007-06-04,1.33008103741
MB,2007-07-03,0.122968374263
MB,2007-08-20,0.2032212105
MB,2007-07-22,0.492943106067
MB,2007-08-03,0.276966313
MB,2007-07-01,6.44129547601
MB,2007-07-25,0.392932559767
MB,2007-07-01,0.998008884073
MB,2007-07-22,1.00496464351
MB,2007-08-01,0.4920265916
MB,2007-05-09,108.398952526
MB,2007-08-01,0.123188533464
MB,2007-05-03,0.122754468773
MB,2007-08-11,0.1229156177
MB,2007-06-09,0.2768531642
MB,2007-09-01,0.1228774738
MB,2007-07-20,0.3928293112
MB,2007-05-14,0.122825894491
MB,2007-07-19,0.203292364455
MB,2007-05-17,0.122857920412
MB,2007-06-06,48.251684542
MB,2007-07-17,1.00514963114
MB,2007-07-01,0.4915175466
MB,2007-07-01,0.1211372467
MB,2007-08-12,0.1226940988
MB,2007-08-01,0.2032405811
MB,2007-07-23,0.20357544687
MB,2007-07-04,0.203592110174
MB,2007-08-04,0.2765166399
MB,2007-08-26,0.122968264281
MB,2007-06-01,0.770112123033
MB,2007-06-06,0.203613976138
MB,2007-07-24,0.1231500247
MB,2007-07-04,0.122901345024
MB,2007-07-22,0.4919491644
MB,2007-05-09,7.92939411138
MB,2007-07-29,0.4921651377
MB,2007-09-04,0.2768930911
MB,2007-07-23,0.3922757795
MB,2007-07-03,1.00555802819
MB,2007-06-23,0.604028277873
MB,2007-04-28,0.2034800497
MB,2007-07-10,0.123119153111
MB,2007-05-17,0.12298378093
MB,2007-08-12,0.491843454435
MB,2007-04-11,0.2034703471
MB,2007-06-12,0.492650899491
MB,2007-06-04,0.277153459794
MB,2007-06-05,0.4905406183
MB,2007-07-28,0.202954507367
MB,2007-04-16,0.2035644153
MB,2007-04-26,0.123081199082
MB,2007-04-25,0.122825953331
MB,2007-07-18,0.203609294017
MB,2007-07-02,8.13319122013
MB,2007-05-01,0.4919337288
MB,2007-06-09,0.4921446032
MB,2007-09-05,0.276411358245
MB,2007-07-03,0.769793319396
MB,2007-07-17,1.0047564964
MB,2007-08-07,0.246250377355
MB,2007-07-26,0.123224682817
MB,2007-06-14,0.122716279798
MB,2007-07-01,0.2454696036
MB,2007-08-03,0.492839505268
MB,2007-07-01,0.203131844806
MB,2007-04-01,0.203311714312
MB,2007-06-03,0.123192836282
MB,2007-07-01,0.2032404043
MB,2007-04-28,0.492834380659
MB,2007-07-01,1.0036901888
MB,2007-09-03,0.4919936166
MB,2007-08-01,9.97204027713
MB,2007-06-05,0.4905841525
MB,2007-07-01,1.96923932746
MB,2007-05-17,0.2033781833
MB,2007-04-25,1.97056412691
MB,2007-08-04,0.203477036114
MB,2007-08-01,1.9680691386
MB,2007-08-20,0.1228142064
MB,2007-07-01,0.4926923149
MB,2007-07-15,1.97053022935
MB,2007-05-19,4.01767255444
MB,2007-05-17,1.32969660694
